address3,139.13752099999692,-83
address3,139.99286800000118,-84
address3,141.13501600000018,-83
address3,142.00250800000504,-92
address3,143.43145000000368,-77
address3,144.0,-86
address3_2,145.1695780000009,-79
address3_2,145.77547900000354,-74
address3_2,146.00364300000365,-78
address3_2,147.17037300000084,-77
address3_2,147.4436330000026,-82
address7,209.41499900000053,-92
address7,210.2836580000003,-88
address7,211.1312340000004,-77
address7,212.27740099999937,-80
address7,212.85107399999106,-81
address7,214.0,-73
address7_2,215.7137359999906,-79
address7_2,217.7745500000019,-96
address7_2,218.87524699998903,-97
address1,-86.17014699999709,-88
address1,-85.0287709999975,-79
address1,-83.60248100000899,-90
address1,-83.0,-82
address1_2,-81.87621299999591,-91
address1_2,-80.7181680000067,-81
address1_2,-80.37661099999968,-85
address1_2,-79.86509600000863,-75
address1_2,-78.72621500000241,-77
address5,-159.56447399999888,-81
address5,-159.28905200000736,-80
address5,-158.7153810000018,-84
address5,-157.56895400000212,-71
address5,-156.42898100000457,-84
address5,-155.0,-88
address5_2,-153.29039500000363,-82
address5_2,-153.00502399999823,-85
address5_2,-151.5627899999963,-80
address5_2,-150.12884200000553,-78
address5_2,-149.55907099999604,-85
address18,-40.43393199999991,-83
address18,-40.161633000010625,-89
address18,-39.87871800000721,-90
address18,-37.864913000012166,-87
address18,-37.0,-91
address18_2,-33.27488200001244,-92
address18_2,-32.406039000008604,-97
address18_2,-30.112372000003234,-88
address12,206.46205099999497,-83
address12,207.29634699999588,-88
address12,208.44757899999968,-82
address12,208.7150959999999,-83
address12,209.0012529999949,-80
address12,210.44411399999808,-81
address12,211.0,-83
address12_2,214.1499579999945,-82
address12_2,216.43381699999736,-86
address11,-176.73248199999216,-80
address11,-176.15512900000613,-80
address11,-175.2975540000043,-83
address11,-174.14373100000375,-93
address11,-173.0,-72
address11_2,-170.6824009999982,-86
address11_2,-170.13632400000643,-88
address11_2,-168.71852199999557,-81
address15,28.2743010000122,-71
address15,28.557935000004363,-79
address15,29.407967000006465,-79
address15,29.69034700001066,-78
address15,31.134225000001607,-76
address15,32.0,-70
address15_2,33.71307000001252,-67
address15_2,34.84824400000798,-71
address15_2,35.987587000010535,-67
address15_2,36.27178200001072,-71
address15_2,37.127972000002046,-77
address10,202.02016800000274,-81
address10,202.58759799999825,-85
address10,204.57736399999703,-89
address10,206.0,-85
address10_2,207.70989100000588,-81
address10_2,208.8586920000089,-85
address10_2,209.70766300000832,-85
address10_2,210.27618699999584,-78
address10_2,210.85247199999867,-92
address0,-23.982861999989836,-82
address0,-23.103521999990335,-10
address0,-22.862205999990692,-81
address0,-21.72205899999244,-79
address0,-20.276663999989978,-75
address0,-20.0,-85
address0_2,-17.11421600000176,-92
address0_2,-16.54899999999907,-87
address0_2,-16.2621819999913,-90
address0_2,-15.980932999998911,-92
address0_2,-15.071989999996733,-86
address0_2,-14.237013999998453,-87
address0_2,-13.967181999993045,-90
address19,-147.83883000000787,-81
address19,-146.70481400001154,-85
address19,-144.13502000000153,-91
address19,-143.0,-90
address19_2,-139.58379600000626,-90
address19_2,-138.73627400000987,-88
address19_2,-138.13361600000644,-93
address19_2,-137.59006100000988,-91
address17,16.291244000007282,-92
address17,17.143815000003087,-89
address17,18.0,-91
address17_2,20.004920000006678,-84
address17_2,22.858676999996533,-87
address17_2,23.99538000000757,-79
address16,49.147795999990194,-86
address16,49.7211699999898,-85
address16,50.5834879999893,-93
address16,50.88637100000051,-97
address16,52.00352299999213,-92
address16,52.8483120000019,-83
address16,54.0,-83
address16_2,55.42385799999465,-77
address16_2,56.279882000002544,-71
address16_2,58.29464300000109,-71
address16_2,59.424685999998474,-81
address16_2,60.009659999996074,-76
address4,108.28312300000107,-85
address4,108.56629800000519,-91
address4,108.84995100001106,-92
address4,109.99398700000893,-80
address4,111.12374100000306,-81
address4,112.0,-83
address4_2,112.8550280000054,-80
address4_2,113.13877400000638,-80
address4_2,113.99154899999849,-83
address4_2,116.29172500000277,-90
address9,-207.7282739999937,-70
address9,-206.87221200000204,-71
address9,-205.99935399999958,-70
address9,-205.71708799999033,-76
address9,-204.8634669999883,-66
address9,-204.0,-67
address9_2,-201.7273520000017,-63
address9_2,-200.29849000000104,-74
address9_2,-199.72218499999144,-88
address9_2,-198.8673459999991,-83
