0,0.0499833222148098
20,0.2379666666666667
40,0.4274
60,0.5513666666666667
80,0.6364
100,0.6938166666666666
120,0.7359833333333333
140,0.7660166666666667
160,0.7940166666666667
180,0.8081833333333334
200,0.82935
220,0.8442833333333335
240,0.8545833333333334
260,0.8608666666666668
280,0.8729166666666667
300,0.8817500000000001
320,0.8851166666666668
340,0.8949333333333334
360,0.8976833333333334
380,0.9045333333333334
400,0.9077666666666668
420,0.9114666666666666
440,0.9183333333333332
460,0.92525
480,0.9248
500,0.9256333333333334
520,0.9305
540,0.93115
560,0.9333833333333336
580,0.9380166666666668
600,0.9387333333333334
