AdvA,time,rssi
7c:c1:1e:c0:f5:c4,80,-65
7c:c1:1e:c0:f5:c4,80,-65
7c:c1:1e:c0:f5:c4,81,-63
7c:c1:1e:c0:f5:c4,82,-63
7c:c1:1e:c0:f5:c4,82,-64
7c:c1:1e:c0:f5:c4,83,-65
7c:c1:1e:c0:f5:c4,84,-65
7c:c1:1e:c0:f5:c4,84,-65
7c:c1:1e:c0:f5:c4,84,-65
7c:c1:1e:c0:f5:c4,84,-65
7c:c1:1e:c0:f5:c4,85,-64
7c:c1:1e:c0:f5:c4,85,-63
7c:c1:1e:c0:f5:c4,86,-69
7c:c1:1e:c0:f5:c4,86,-63
7c:c1:1e:c0:f5:c4,87,-62
7c:c1:1e:c0:f5:c4,87,-64
7c:c1:1e:c0:f5:c4,87,-64
7c:c1:1e:c0:f5:c4,88,-64
7c:c1:1e:c0:f5:c4,88,-64
7c:c1:1e:c0:f5:c4,89,-64
7c:c1:1e:c0:f5:c4,89,-64
7c:c1:1e:c0:f5:c4,90,-63
7c:c1:1e:c0:f5:c4,90,-64
7c:c1:1e:c0:f5:c4,91,-62
7c:c1:1e:c0:f5:c4,91,-64
7c:c1:1e:c0:f5:c4,91,-64
7c:c1:1e:c0:f5:c4,92,-64
7c:c1:1e:c0:f5:c4,92,-63
7c:c1:1e:c0:f5:c4,92,-63
7c:c1:1e:c0:f5:c4,93,-63
7c:c1:1e:c0:f5:c4,94,-63
7c:c1:1e:c0:f5:c4,95,-63
7c:c1:1e:c0:f5:c4,96,-63
7c:c1:1e:c0:f5:c4,96,-64
7c:c1:1e:c0:f5:c4,97,-65
7c:c1:1e:c0:f5:c4,97,-63
7c:c1:1e:c0:f5:c4,98,-64
7c:c1:1e:c0:f5:c4,99,-62
7c:c1:1e:c0:f5:c4,100,-63
7c:c1:1e:c0:f5:c4,100,-63
7c:c1:1e:c0:f5:c4,101,-64
7c:c1:1e:c0:f5:c4,101,-63
7c:c1:1e:c0:f5:c4,102,-64
7c:c1:1e:c0:f5:c4,102,-65
7c:c1:1e:c0:f5:c4,103,-63
7c:c1:1e:c0:f5:c4,104,-64
7c:c1:1e:c0:f5:c4,104,-64
7c:c1:1e:c0:f5:c4,104,-64
7c:c1:1e:c0:f5:c4,104,-64
7c:c1:1e:c0:f5:c4,105,-70
7c:c1:1e:c0:f5:c4,107,-62
7c:c1:1e:c0:f5:c4,107,-63
7c:c1:1e:c0:f5:c4,108,-65
7c:c1:1e:c0:f5:c4,108,-64
7c:c1:1e:c0:f5:c4,109,-66
7c:c1:1e:c0:f5:c4,109,-64
7c:c1:1e:c0:f5:c4,110,-65
7c:c1:1e:c0:f5:c4,110,-64
7c:c1:1e:c0:f5:c4,111,-69
7c:c1:1e:c0:f5:c4,112,-65
7c:c1:1e:c0:f5:c4,112,-65
7c:c1:1e:c0:f5:c4,112,-65
7c:c1:1e:c0:f5:c4,112,-65
7c:c1:1e:c0:f5:c4,113,-66
7c:c1:1e:c0:f5:c4,115,-63
7c:c1:1e:c0:f5:c4,115,-64
7c:c1:1e:c0:f5:c4,116,-65
7c:c1:1e:c0:f5:c4,116,-64
7c:c1:1e:c0:f5:c4,117,-64
7c:c1:1e:c0:f5:c4,118,-65
7c:c1:1e:c0:f5:c4,118,-70
7c:c1:1e:c0:f5:c4,119,-64
7c:c1:1e:c0:f5:c4,120,-64
7c:c1:1e:c0:f5:c4,121,-64
7c:c1:1e:c0:f5:c4,122,-63
7c:c1:1e:c0:f5:c4,122,-64
7c:c1:1e:c0:f5:c4,123,-65
7c:c1:1e:c0:f5:c4,123,-65
7c:c1:1e:c0:f5:c4,124,-65
7c:c1:1e:c0:f5:c4,124,-67
7c:c1:1e:c0:f5:c4,124,-64
7c:c1:1e:c0:f5:c4,125,-64
7c:c1:1e:c0:f5:c4,125,-64
7c:c1:1e:c0:f5:c4,125,-64
7c:c1:1e:c0:f5:c4,126,-64
7c:c1:1e:c0:f5:c4,128,-62
7c:c1:1e:c0:f5:c4,128,-64
7c:c1:1e:c0:f5:c4,128,-64
7c:c1:1e:c0:f5:c4,129,-64
7c:c1:1e:c0:f5:c4,129,-64
7c:c1:1e:c0:f5:c4,129,-64
7c:c1:1e:c0:f5:c4,130,-64
7c:c1:1e:c0:f5:c4,130,-64
7c:c1:1e:c0:f5:c4,131,-64
7c:c1:1e:c0:f5:c4,132,-62
7c:c1:1e:c0:f5:c4,132,-64
7c:c1:1e:c0:f5:c4,132,-64
7c:c1:1e:c0:f5:c4,132,-64
7c:c1:1e:c0:f5:c4,133,-64
7c:c1:1e:c0:f5:c4,133,-60
7c:c1:1e:c0:f5:c4,133,-64
7c:c1:1e:c0:f5:c4,134,-64
7c:c1:1e:c0:f5:c4,134,-64
7c:c1:1e:c0:f5:c4,134,-64
7c:c1:1e:c0:f5:c4,135,-64
7c:c1:1e:c0:f5:c4,136,-64
7c:c1:1e:c0:f5:c4,136,-64
7c:c1:1e:c0:f5:c4,137,-64
7c:c1:1e:c0:f5:c4,137,-64
7c:c1:1e:c0:f5:c4,137,-64
7c:c1:1e:c0:f5:c4,138,-64
7c:c1:1e:c0:f5:c4,138,-64
7c:c1:1e:c0:f5:c4,138,-64
7c:c1:1e:c0:f5:c4,139,-64
7c:c1:1e:c0:f5:c4,140,-64
7c:c1:1e:c0:f5:c4,140,-62
7c:c1:1e:c0:f5:c4,140,-64
7c:c1:1e:c0:f5:c4,141,-64
7c:c1:1e:c0:f5:c4,141,-64
7c:c1:1e:c0:f5:c4,142,-64
7c:c1:1e:c0:f5:c4,142,-64
7c:c1:1e:c0:f5:c4,142,-64
7c:c1:1e:c0:f5:c4,142,-64
7c:c1:1e:c0:f5:c4,143,-64
7c:c1:1e:c0:f5:c4,143,-70
7c:c1:1e:c0:f5:c4,144,-64
7c:c1:1e:c0:f5:c4,144,-62
7c:c1:1e:c0:f5:c4,144,-70
7c:c1:1e:c0:f5:c4,145,-64
7c:c1:1e:c0:f5:c4,145,-64
7c:c1:1e:c0:f5:c4,146,-64
7c:c1:1e:c0:f5:c4,146,-64
7c:c1:1e:c0:f5:c4,148,-62
7c:c1:1e:c0:f5:c4,149,-62
7c:c1:1e:c0:f5:c4,149,-64
7c:c1:1e:c0:f5:c4,149,-65
7c:c1:1e:c0:f5:c4,150,-65
7c:c1:1e:c0:f5:c4,152,-63
7c:c1:1e:c0:f5:c4,152,-65
7c:c1:1e:c0:f5:c4,153,-64
7c:c1:1e:c0:f5:c4,153,-65
7c:c1:1e:c0:f5:c4,154,-65
7c:c1:1e:c0:f5:c4,154,-66
7c:c1:1e:c0:f5:c4,155,-64
7c:c1:1e:c0:f5:c4,155,-64
7c:c1:1e:c0:f5:c4,156,-64
7c:c1:1e:c0:f5:c4,156,-64
7c:c1:1e:c0:f5:c4,157,-62
7c:c1:1e:c0:f5:c4,157,-64
7c:c1:1e:c0:f5:c4,157,-65
7c:c1:1e:c0:f5:c4,158,-70
7c:c1:1e:c0:f5:c4,158,-64
7c:c1:1e:c0:f5:c4,159,-64
7c:c1:1e:c0:f5:c4,160,-64
7c:c1:1e:c0:f5:c4,161,-64
7c:c1:1e:c0:f5:c4,162,-64
7c:c1:1e:c0:f5:c4,162,-65
7c:c1:1e:c0:f5:c4,162,-65
7c:c1:1e:c0:f5:c4,163,-65
7c:c1:1e:c0:f5:c4,163,-64
7c:c1:1e:c0:f5:c4,163,-64
7c:c1:1e:c0:f5:c4,164,-65
7c:c1:1e:c0:f5:c4,165,-62
7c:c1:1e:c0:f5:c4,166,-64
7c:c1:1e:c0:f5:c4,166,-65
7c:c1:1e:c0:f5:c4,167,-64
7c:c1:1e:c0:f5:c4,167,-64
7c:c1:1e:c0:f5:c4,168,-64
7c:c1:1e:c0:f5:c4,168,-64
7c:c1:1e:c0:f5:c4,169,-65
7c:c1:1e:c0:f5:c4,170,-64
7c:c1:1e:c0:f5:c4,170,-64
7c:c1:1e:c0:f5:c4,170,-64
7c:c1:1e:c0:f5:c4,171,-65
7c:c1:1e:c0:f5:c4,171,-71
7c:c1:1e:c0:f5:c4,173,-63
7c:c1:1e:c0:f5:c4,173,-63
7c:c1:1e:c0:f5:c4,173,-65
7c:c1:1e:c0:f5:c4,173,-65
7c:c1:1e:c0:f5:c4,174,-65
7c:c1:1e:c0:f5:c4,174,-65
7c:c1:1e:c0:f5:c4,175,-65
7c:c1:1e:c0:f5:c4,175,-65
7c:c1:1e:c0:f5:c4,175,-65
7c:c1:1e:c0:f5:c4,176,-65
7c:c1:1e:c0:f5:c4,177,-63
7c:c1:1e:c0:f5:c4,178,-67
7c:c1:1e:c0:f5:c4,179,-65
7c:c1:1e:c0:f5:c4,179,-65
7c:c1:1e:c0:f5:c4,180,-67
7c:c1:1e:c0:f5:c4,181,-63
7c:c1:1e:c0:f5:c4,182,-65
7c:c1:1e:c0:f5:c4,182,-65
7c:c1:1e:c0:f5:c4,183,-65
7c:c1:1e:c0:f5:c4,184,-65
7c:c1:1e:c0:f5:c4,184,-65
7c:c1:1e:c0:f5:c4,186,-65
7c:c1:1e:c0:f5:c4,186,-65
7c:c1:1e:c0:f5:c4,186,-65
7c:c1:1e:c0:f5:c4,187,-65
7c:c1:1e:c0:f5:c4,187,-65
7c:c1:1e:c0:f5:c4,187,-65
7c:c1:1e:c0:f5:c4,188,-65
7c:c1:1e:c0:f5:c4,188,-65
7c:c1:1e:c0:f5:c4,188,-65
7c:c1:1e:c0:f5:c4,189,-63
7c:c1:1e:c0:f5:c4,190,-63
7c:c1:1e:c0:f5:c4,190,-65
7c:c1:1e:c0:f5:c4,190,-65
7c:c1:1e:c0:f5:c4,190,-65
7c:c1:1e:c0:f5:c4,191,-65
7c:c1:1e:c0:f5:c4,191,-65
7c:c1:1e:c0:f5:c4,192,-65
7c:c1:1e:c0:f5:c4,193,-63
7c:c1:1e:c0:f5:c4,194,-65
7c:c1:1e:c0:f5:c4,194,-65
7c:c1:1e:c0:f5:c4,195,-65
7c:c1:1e:c0:f5:c4,195,-65
7c:c1:1e:c0:f5:c4,195,-65
7c:c1:1e:c0:f5:c4,196,-71
7c:c1:1e:c0:f5:c4,196,-65
7c:c1:1e:c0:f5:c4,196,-65
7c:c1:1e:c0:f5:c4,197,-65
7c:c1:1e:c0:f5:c4,198,-65
7c:c1:1e:c0:f5:c4,199,-65
7c:c1:1e:c0:f5:c4,199,-65
7c:c1:1e:c0:f5:c4,200,-65
7c:c1:1e:c0:f5:c4,200,-65
7c:c1:1e:c0:f5:c4,201,-63
7c:c1:1e:c0:f5:c4,201,-65
7c:c1:1e:c0:f5:c4,203,-65
7c:c1:1e:c0:f5:c4,203,-65
7c:c1:1e:c0:f5:c4,203,-65
7c:c1:1e:c0:f5:c4,204,-65
7c:c1:1e:c0:f5:c4,204,-65
7c:c1:1e:c0:f5:c4,204,-65
7c:c1:1e:c0:f5:c4,205,-65
7c:c1:1e:c0:f5:c4,206,-65
7c:c1:1e:c0:f5:c4,206,-65
7c:c1:1e:c0:f5:c4,207,-65
7c:c1:1e:c0:f5:c4,207,-65
7c:c1:1e:c0:f5:c4,207,-65
7c:c1:1e:c0:f5:c4,208,-65
7c:c1:1e:c0:f5:c4,209,-65
7c:c1:1e:c0:f5:c4,210,-63
7c:c1:1e:c0:f5:c4,210,-63
7c:c1:1e:c0:f5:c4,211,-65
7c:c1:1e:c0:f5:c4,211,-69
7c:c1:1e:c0:f5:c4,213,-65
7c:c1:1e:c0:f5:c4,213,-62
7c:c1:1e:c0:f5:c4,213,-62
7c:c1:1e:c0:f5:c4,214,-64
7c:c1:1e:c0:f5:c4,215,-63
7c:c1:1e:c0:f5:c4,215,-62
7c:c1:1e:c0:f5:c4,215,-65
7c:c1:1e:c0:f5:c4,216,-64
7c:c1:1e:c0:f5:c4,216,-65
7c:c1:1e:c0:f5:c4,217,-64
