AdvA,time,rssi
02:51:36:c2:48:84,2,-89
42:51:34:c2:48:94,3,-90
29:9b:19:1c:f0:32,3,-91
00:59:36:c2:58:84,4,-91
39:9b:19:1c:40:32,4,-98
39:9b:19:5c:f0:32,6,-90
52:3c:e5:4d:01:e9,6,-68
31:9b:19:dc:f0:32,6,-88
52:3c:e5:4d:01:e9,6,-67
39:9b:59:1c:10:32,7,-89
39:9b:19:1c:f0:32,7,-98
52:3c:e5:4d:01:e9,7,-67
39:9b:19:1c:f0:32,8,-89
52:3c:e5:4d:01:e9,9,-67
39:9b:39:1d:f0:f2,9,-90
52:3c:e5:4d:01:e9,10,-68
52:3c:e5:4d:01:e9,10,-68
39:9b:19:18:f0:32,10,-91
52:3c:e5:4d:01:e9,10,-68
39:9b:19:1c:f1:32,10,-90
52:3c:e5:4d:01:e9,10,-69
02:51:36:c2:48:84,11,-90
52:3c:e5:4d:01:e9,11,-68
52:3c:e5:4d:01:e9,11,-68
3d:9b:19:1c:9c:32,12,-91
52:3c:e5:4d:01:e9,12,-67
52:3c:e5:4d:01:e9,13,-68
52:3c:e5:4d:01:e9,13,-68
38:9b:59:0c:90:36,14,-90
52:3c:e5:4d:01:e9,14,-67
52:3c:e5:4d:01:e9,14,-69
52:3c:e5:4d:01:e9,15,-68
52:3c:e5:4d:01:e9,15,-65
52:3c:e5:4d:01:e9,15,-68
52:3c:e5:4d:01:e9,16,-67
52:3c:e5:4d:01:e9,17,-67
02:53:36:c2:68:84,17,-91
52:3c:e5:4d:01:e9,18,-67
52:3c:e5:4d:01:e9,18,-68
52:3c:e5:4d:01:e9,18,-68
52:3c:e5:4d:01:e9,18,-68
52:3c:e5:4d:01:e9,19,-67
52:3c:e5:4d:01:e9,19,-67
52:3c:e5:4d:01:e9,19,-67
0b:51:37:82:48:84,20,-91
52:3c:e5:4d:01:e9,20,-67
02:51:16:82:48:f4,20,-91
52:3c:e5:4d:01:e9,21,-67
52:3c:e5:4d:01:e9,21,-62
52:3c:e5:4d:01:e9,21,-67
52:3c:e5:4d:01:e9,22,-65
52:3c:e5:4d:01:e9,22,-66
52:3c:e5:4d:01:e9,22,-64
52:3c:e5:4d:01:e9,22,-65
52:3c:e5:4d:01:e9,23,-64
52:3c:e5:4d:01:e9,23,-64
52:3c:e5:4d:01:e9,24,-64
52:3c:e5:4d:01:e9,24,-63
52:3c:e5:4d:01:e9,24,-64
52:3c:e5:4d:01:e9,25,-64
52:3c:e5:4d:01:e9,26,-67
52:3c:e5:4d:01:e9,27,-66
52:3c:e5:4d:01:e9,27,-65
52:3c:e5:4d:01:e9,27,-65
52:3c:e5:4d:01:e9,28,-65
52:3c:e5:4d:01:e9,28,-65
52:3c:e5:4d:01:e9,29,-64
52:3c:e5:4d:01:e9,29,-64
52:3c:e5:4d:01:e9,30,-64
52:3c:e5:4d:01:e9,30,-64
52:3c:e5:4d:01:e9,30,-64
52:3c:e5:4d:01:e9,30,-65
52:3c:e5:4d:01:e9,31,-65
52:3c:e5:4d:01:e9,32,-71
52:3c:e5:4d:01:e9,32,-77
52:3c:e5:4d:01:e9,32,-66
52:3c:e5:4d:01:e9,33,-72
52:3c:e5:4d:01:e9,33,-70
52:3c:e5:4d:01:e9,34,-67
52:3c:e5:4d:01:e9,34,-66
52:3c:e5:4d:01:e9,34,-66
02:51:36:c2:48:e6,35,-90
52:3c:e5:4d:01:e9,35,-66
52:3c:e5:4d:01:e9,36,-69
32:d5:36:c2:48:94,36,-102
52:3c:e5:4d:01:e9,36,-68
52:3c:e5:4d:01:e9,36,-70
52:3c:e5:4d:01:e9,37,-65
52:3c:e5:4d:01:e9,38,-65
52:3c:e5:4d:01:e9,38,-65
52:3c:e5:4d:01:e9,38,-66
52:3c:e5:4d:01:e9,39,-67
02:55:26:c2:c8:84,39,-101
52:3c:e5:4d:01:e9,39,-63
52:3c:e5:4d:01:e9,39,-64
52:3c:e5:4d:01:e9,40,-62
52:3c:e5:4d:01:e9,40,-62
