AdvA,time,rssi
29:21:9f:e4:7a:e7,116,-88
71:17:c0:86:ab:b7,116,-77
71:17:c0:86:ab:b7,117,-79
29:21:9f:e4:7a:e7,117,-88
71:17:c0:86:ab:b7,117,-79
71:17:c0:86:ab:b7,118,-79
29:21:9f:e4:7a:e7,118,-98
29:21:9f:e4:7a:e7,118,-88
71:17:c0:86:ab:b7,119,-78
71:17:c0:86:ab:b7,119,-79
29:21:9f:e4:7a:e7,119,-88
71:17:c0:86:ab:b7,119,-80
29:21:9f:e4:7a:e7,120,-88
71:17:c0:86:ab:b7,121,-85
69:21:9f:e4:7a:e7,121,-88
71:17:c0:86:ab:b7,121,-85
71:17:c0:86:ab:b7,121,-79
29:21:9f:e4:78:e7,122,-88
71:17:c0:86:ab:b7,122,-79
29:21:9f:e4:7a:e7,122,-89
71:17:c0:86:ab:b7,122,-78
29:21:9f:e4:7a:e7,122,-89
71:17:c0:86:ab:b7,123,-79
69:21:1f:e4:7a:ef,123,-88
71:17:c0:86:ab:b7,123,-78
71:17:c0:86:ab:b7,123,-78
69:21:9f:e4:7a:e7,123,-98
2d:21:9f:e4:7a:ef,124,-89
71:17:c0:86:ab:b7,125,-78
29:a1:9f:e4:7a:e7,125,-89
29:21:9f:e4:7a:e7,125,-88
71:17:c0:86:ab:b7,125,-78
29:21:9f:e4:7a:e7,126,-88
69:21:1f:e4:7a:e7,126,-89
29:21:9f:e4:7a:e7,126,-88
29:21:9f:e4:7a:e7,126,-88
29:21:9f:e4:7a:e7,127,-88
71:17:c0:86:ab:b7,127,-78
29:21:9f:e4:7a:e7,127,-88
71:17:c0:86:ab:b7,127,-78
29:21:9f:e4:7a:e7,127,-88
71:17:c0:86:ab:b7,128,-68
71:17:c0:86:ab:b7,129,-78
29:21:9f:e4:7a:ef,129,-89
29:21:9f:e4:6a:e7,129,-89
29:21:9f:e4:7a:e7,130,-89
71:17:c0:86:ab:b7,130,-78
29:21:9f:e4:76:e7,130,-89
71:17:c0:86:ab:b7,130,-78
71:17:c0:86:ab:b7,131,-79
29:21:9b:e4:7a:e7,131,-89
71:17:c0:86:ab:b7,131,-78
71:17:c0:86:ab:b7,131,-78
29:25:9f:e4:7a:e7,131,-88
29:21:9f:e4:7a:f7,132,-89
71:17:c0:86:ab:b7,132,-81
29:21:9f:e4:7a:e7,132,-89
71:17:c0:86:ab:b7,132,-77
71:17:c0:86:ab:b7,133,-78
71:17:c0:86:ab:b7,133,-78
29:21:9f:e5:78:e7,134,-89
71:17:c0:86:ab:b7,134,-84
29:21:9f:e4:7a:e7,134,-89
71:17:c0:86:ab:b7,134,-77
71:17:c0:86:ab:b7,135,-77
29:21:9f:e4:7a:e7,135,-89
71:17:c0:86:ab:b7,135,-77
29:a1:9b:e4:7a:e7,135,-89
29:21:9f:e4:7a:e7,135,-89
71:17:c0:86:ab:b7,136,-78
29:21:9f:ec:7a:e7,137,-89
71:17:c0:86:ab:b7,137,-76
71:17:c0:86:ab:b7,137,-78
29:21:9f:e4:7a:e7,137,-89
71:17:c0:86:ab:b7,137,-78
71:17:c0:86:ab:b7,138,-78
71:17:c0:86:ab:b7,138,-78
71:17:c0:86:ab:b7,139,-78
29:21:9f:e4:7a:e7,139,-89
71:17:c0:86:ab:b7,139,-78
71:17:c0:86:ab:b7,139,-80
29:a1:9f:e4:7a:e7,140,-89
71:17:c0:86:ab:b7,140,-76
29:a1:9f:e4:7a:f7,141,-89
71:17:c0:86:ab:b7,141,-80
29:21:9f:e4:7a:e7,142,-90
71:17:c0:86:ab:b7,142,-78
71:17:c0:86:ab:b7,142,-78
29:21:9f:e4:7a:ef,142,-100
29:21:9f:e4:7a:e7,143,-89
29:21:9f:e4:7a:e7,143,-102
29:21:9f:e4:7a:e7,143,-89
71:17:c0:86:ab:b7,144,-78
71:17:c0:86:ab:b7,144,-79
71:17:c0:86:ab:b7,145,-78
71:17:c0:86:ab:b7,145,-78
71:17:c0:86:ab:b7,145,-80
29:21:9f:e4:7a:e6,146,-89
71:17:c0:86:ab:b7,146,-80
29:21:9f:e4:7a:e7,147,-89
71:17:c0:86:ab:b7,147,-78
29:21:9f:e4:7a:e7,147,-89
71:17:c0:86:ab:b7,147,-78
29:21:9f:e4:7a:e7,147,-89
71:17:c0:86:ab:b7,147,-78
29:21:9f:e4:7a:e7,148,-89
71:17:c0:86:ab:b7,149,-78
71:17:c0:86:ab:b7,149,-76
29:21:9f:ec:7a:e7,150,-90
71:17:c0:86:ab:b7,150,-78
29:21:bf:e4:7a:e7,150,-90
71:17:c0:86:ab:b7,151,-78
29:65:9f:e4:7a:ef,151,-89
71:17:c0:86:ab:b7,151,-78
29:21:5f:e6:7a:e7,151,-101
71:17:c0:86:ab:b7,151,-78
29:21:9f:e4:7a:e7,152,-89
71:17:c0:86:ab:b7,152,-78
71:17:c0:86:ab:b7,153,-76
71:17:c0:86:ab:b7,153,-78
71:17:c0:86:ab:b7,153,-78
29:21:9f:e4:7a:e7,154,-89
71:17:c0:86:ab:b7,154,-78
71:17:c0:86:ab:b7,154,-84
71:17:c0:86:ab:b7,155,-78
29:21:9f:64:7a:e7,155,-90
71:17:c0:86:ab:b7,155,-78
29:21:9b:e4:7a:e7,155,-90
29:21:9f:e4:7c:e7,156,-89
71:17:c0:86:ab:b7,156,-78
2d:01:1f:e4:7a:e7,156,-89
29:21:9f:e4:7a:e7,157,-89
71:17:c0:86:ab:b7,157,-76
29:21:9f:e4:7a:e7,157,-89
71:17:c0:86:ab:b7,157,-78
29:21:9f:e4:7a:e7,157,-89
71:17:c0:86:ab:b7,157,-78
29:a1:9f:e4:7a:e7,157,-90
29:21:9f:e4:7c:e7,158,-102
71:17:c0:86:ab:b7,158,-78
71:17:c0:86:ab:b7,158,-78
71:17:c0:86:ab:b7,159,-80
71:17:c0:86:ab:b7,159,-78
