,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,6.667857142857142%%,4.960750360750359%%,7.621464646464646%%,11.507142857142853%%,9.337518037518036%%,8.248579198579197%%,10.258499833499831%%,8.238261738261732%%,7.94738872238872%%,7.393609168609167%%,7.056476856476854%%,6.758219558219556%%,9.14083694083694%%,8.237082362082361%%,7.919574869574868%%,8.729967254967255%%,9.439835164835161%%,7.962518037518039%%,7.674386724386725%%,7.952791652791653%%
2,2.326190476190476%%,2.363492063492063%%,5.417640692640691%%,8.387634587634585%%,9.159121434121431%%,10.903185703185702%%,11.091211566211564%%,10.947968697968696%%,8.548926073926076%%,8.047771672771674%%,7.032706182706184%%,6.710192585192585%%,6.122083472083474%%,5.8526251526251505%%,5.731246531246532%%,5.088189588189587%%,5.634471084471085%%,5.94824064824065%%,8.25088245088245%%,7.693814518814521%%
3,5.833333333333332%%,7.170238095238096%%,5.43968253968254%%,5.418686868686868%%,7.740390165390165%%,6.624719724719722%%,7.056365856365857%%,7.9986263736263705%%,8.921475746475744%%,13.108991008991008%%,11.14134199134199%%,9.357647907647907%%,9.418947718947722%%,9.781035631035634%%,9.073842823842828%%,8.25850815850816%%,7.574358974358973%%,6.98241758241758%%,7.888095238095238%%,7.723260073260072%%
4,0.0%%,2.953571428571428%%,4.312698412698413%%,9.075252525252523%%,5.883585858585859%%,10.674431124431123%%,12.578876678876677%%,12.649492174492174%%,12.373989898989898%%,12.526800976800976%%,12.947130647130647%%,11.506302031302033%%,10.443892218892223%%,9.200455100455097%%,8.1534521034521%%,8.36918081918082%%,9.084865134865133%%,8.09450549450549%%,7.969413919413919%%,7.510139860139855%%
5,0.0%%,3.4499999999999993%%,4.331746031746031%%,6.618109668109665%%,6.5008658008658%%,5.982248307248304%%,6.77669275169275%%,7.694449994449994%%,8.860511710511705%%,9.421084471084468%%,10.046558996559%%,9.935120435120439%%,9.351787101787105%%,8.486951936951941%%,7.853679653679657%%,7.356976356976361%%,7.24482184482185%%,7.211971361971366%%,7.112703962703966%%,7.011421911421914%%
6,0.0%%,0.0%%,8.542099567099568%%,8.65170662670663%%,10.327025752025753%%,11.13242313242313%%,9.094780219780219%%,8.581052281052282%%,8.56797369297369%%,8.103252303252303%%,8.487795537795538%%,7.66966366966367%%,8.155627705627705%%,7.991758241758239%%,8.090176490176491%%,7.407509157509159%%,7.077655677655679%%,6.909523809523811%%,6.824175824175822%%,6.814652014652013%%
7,0.0%%,3.4956349206349198%%,9.268073593073591%%,9.53081918081918%%,8.113231213231215%%,8.803515928515928%%,8.04284326784327%%,6.104001554001553%%,5.943789543789544%%,8.30154845154845%%,8.530303030303033%%,9.146403596403598%%,9.055860805860803%%,8.496153846153842%%,7.483699633699633%%,7.3972527472527485%%,7.171245421245425%%,6.983333333333335%%,6.920695970695972%%,6.978754578754579%%
8,0.0%%,3.2920634920634915%%,7.762432012432011%%,6.452619602619601%%,6.508977133977133%%,8.092035742035742%%,7.93244255744256%%,6.384526584526583%%,6.015950715950717%%,5.96789876789877%%,6.79562104562105%%,7.224242424242427%%,8.004212454212455%%,8.853846153846156%%,8.68882783882784%%,8.808424908424907%%,8.265567765567765%%,7.778388278388275%%,7.191941391941388%%,6.810989010989008%%
9,0.0%%,2.9833333333333325%%,5.124975024975024%%,5.581032856032854%%,4.357331557331555%%,7.716031191031189%%,6.877089577089578%%,6.558200133200131%%,8.41615606615607%%,7.838295038295042%%,8.413686313686316%%,7.558857808857811%%,7.077172827172831%%,7.365268065268062%%,7.262454212454211%%,7.182051282051281%%,7.341758241758242%%,6.9410256410256395%%,6.93150183150183%%,6.888644688644688%%
10,0.0%%,0.0%%,8.073629148629147%%,7.402750027750025%%,5.458241758241756%%,6.435248085248084%%,6.910705960705959%%,7.708325008325013%%,9.221711621711624%%,8.30742590742591%%,7.264968364968369%%,7.259956709956715%%,6.684615384615389%%,6.9976190476190485%%,6.878021978021978%%,6.906776556776554%%,6.799633699633697%%,6.9410256410256395%%,6.936263736263735%%,6.893406593406593%%
