,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,90.4656038406038%%,88.39144949907332%%,87.40232795331217%%,87.11338165814459%%,86.33415978702986%%,86.72654376603266%%,87.00362262026937%%,87.6868282226302%%,88.01097112725533%%,87.65237123913067%%,87.39179218817222%%,87.78721933472637%%,87.7001439364397%%,87.6702374442608%%,87.85915971364433%%,87.82490758138044%%,87.80043592215965%%,87.78892834460495%%,87.91317949910471%%,87.89190290336002%%
2,89.73629426129426%%,89.77316947758123%%,88.58800050407405%%,88.83991730296027%%,89.11571216799129%%,89.92394416707424%%,90.13226508004769%%,90.17935749891039%%,90.5158858714027%%,90.36293431745813%%,90.40252591955277%%,90.73895768492184%%,90.9114125923276%%,91.01177889594882%%,91.03888977696923%%,91.00844319851439%%,90.94185670982512%%,90.90856190917826%%,90.90856190917826%%,90.88114406880268%%
3,91.77619047619048%%,89.21212676212676%%,89.18152683615725%%,88.93145797841349%%,90.14266033127542%%,90.94563178067254%%,91.43801979748837%%,91.1900552671288%%,91.12206908776403%%,91.05585796058493%%,91.03569454690151%%,91.27480292992726%%,91.32921621651938%%,91.36275425207474%%,91.38778247103943%%,91.37413025825697%%,91.46619218942804%%,91.44559393128343%%,91.44559393128343%%,91.43260691829643%%
4,83.21666666666668%%,89.4752636252636%%,87.94924395605341%%,89.1863478974077%%,90.33955250475245%%,91.21783661153827%%,91.42925845130621%%,91.1686591074663%%,91.13308308100808%%,90.9347472372229%%,90.98914372348679%%,91.33990631636509%%,91.39115714085148%%,91.58062855042672%%,91.53823917695954%%,91.56288940445926%%,91.52595897660927%%,91.53151969725661%%,91.519847658436%%,91.50937174915764%%
5,80.84166666666667%%,89.94162504162502%%,89.27270330494346%%,90.16100232980139%%,90.62899324952488%%,91.59568069924192%%,91.73701712800272%%,91.66712089225393%%,91.51599934554997%%,91.35110968463276%%,91.53384317032258%%,91.5784979361098%%,91.65573435957121%%,91.5656296032029%%,91.6389907430647%%,91.66594319127911%%,91.64004725177556%%,91.62855874028705%%,91.61713898720062%%,91.61760195016357%%
6,65.13333333333333%%,90.486211011211%%,89.0531187723525%%,89.94326273501208%%,91.24354856984498%%,91.73043028546219%%,91.84372078811592%%,91.68122175506298%%,91.65431915190844%%,91.60891834013472%%,91.58313764432296%%,91.64137156106435%%,91.61119650585451%%,91.64195290359126%%,91.64046337892404%%,91.66496716825142%%,91.65764126630528%%,91.63183374049773%%,91.63183374049773%%,91.63337695037427%%
7,58.08333333333333%%,90.55714285714282%%,89.74693139845749%%,89.7638176983767%%,91.29845182940083%%,91.78074609041317%%,91.90075388211693%%,91.86581378327446%%,91.79457473369142%%,91.74424462536969%%,91.71389747649461%%,91.64697284892378%%,91.53935160651578%%,91.71250391776415%%,91.72100067351494%%,91.67990323025634%%,91.6576753526487%%,91.6576753526487%%,91.6576753526487%%,91.65921856252524%%
8,69.33333333333333%%,92.1654761904762%%,89.84450970426202%%,89.58830285098637%%,91.2454009116535%%,91.71147601292778%%,91.78071958783279%%,91.87663794507723%%,91.76406736180273%%,91.61136864497583%%,91.66899397396537%%,91.62988682483702%%,91.76275642412766%%,91.75936973551168%%,91.71094611448756%%,91.68255489655603%%,91.68543608709544%%,91.67261557427491%%,91.67261557427491%%,91.6736958211885%%
9,37.5%%,90.29880952380954%%,90.25821720419242%%,90.20594736016706%%,90.69359912755661%%,91.37448247034449%%,91.71389682047084%%,91.84890469092187%%,91.65531338113597%%,91.65445994505802%%,91.65362220390911%%,91.61681080991046%%,91.70813717686035%%,91.70835705336957%%,91.70660151089673%%,91.69911265314546%%,91.69033883202985%%,91.67751831920933%%,91.67751831920933%%,91.67859856612289%%
10,25.16666666666667%%,91.27142857142859%%,88.87624671080552%%,89.78166380926737%%,90.744922143533%%,91.19397069632437%%,91.98259414150927%%,92.07251619496628%%,91.77735491912276%%,91.6813716482913%%,91.59620608857587%%,91.58524459230324%%,91.6805900920336%%,91.75530670094935%%,91.73357822256975%%,91.71134518134936%%,91.69117080236825%%,91.69117080236825%%,91.69117080236825%%,91.6922247017961%%
11,21.5%%,91.48333333333333%%,87.616269188328%%,89.92533856858947%%,90.94193013769507%%,91.16965622361764%%,91.56720885782016%%,91.84239871924807%%,91.73475595859036%%,91.68929841666653%%,91.69319954800395%%,91.54792963035476%%,91.65619798866206%%,91.76388077469784%%,91.71213285719105%%,91.69084918305929%%,91.69328050700959%%,91.69328050700959%%,91.69433440643748%%,91.69433440643748%%
12,23.5%%,87.15%%,87.9649306575777%%,90.81574400703246%%,90.65449394696655%%,91.0040238193991%%,91.65518800667222%%,91.84250740103352%%,91.89981233812854%%,91.66813264757202%%,91.60107171653576%%,91.5657567427159%%,91.69996634236212%%,91.73966834312056%%,91.74298409771973%%,91.70884804749845%%,91.71445108976661%%,91.7017928619185%%,91.7017928619185%%,91.7017928619185%%
13,11.5%%,81.91666666666669%%,89.1392445016284%%,90.03933049407902%%,90.4949191131059%%,90.97733581642659%%,91.52015563060515%%,91.78747078436376%%,91.8258532518871%%,91.69853946406758%%,91.57906177064818%%,91.55601317321769%%,91.66844195569084%%,91.72433255967623%%,91.70899020044499%%,91.71286069703697%%,91.70406485153228%%,91.70406485153228%%,91.70406485153228%%,91.70406485153228%%
14,8.0%%,74.8%%,88.43316756772637%%,90.99379634896792%%,90.5965169878847%%,90.94797532366596%%,91.51754160178376%%,91.73273459635584%%,91.79806871523824%%,91.68256592893145%%,91.62540500948417%%,91.42489613169545%%,91.63660396610247%%,91.75500424264101%%,91.73079378754392%%,91.72121897417165%%,91.72121897417165%%,91.70856074632353%%,91.70856074632353%%,91.70856074632353%%
15,9.5%%,71.58333333333334%%,87.78478465978468%%,90.05546577259388%%,90.78462259105409%%,91.21797896112069%%,91.69693107802244%%,91.83137102763553%%,91.8136300088278%%,91.7272720704376%%,91.55918949956154%%,91.46511209260987%%,91.61349336107494%%,91.75852823185888%%,91.74720891250334%%,91.72156788686232%%,91.72251725395094%%,91.70985902610282%%,91.70985902610282%%,91.70985902610282%%
16,11.0%%,66.25%%,87.52490303813833%%,89.20439209102929%%,90.80049795576763%%,90.82956579067766%%,91.67608939571586%%,91.83827809407634%%,91.73939888784943%%,91.67736427543112%%,91.60039640728291%%,91.53600430627858%%,91.6075523088331%%,91.728658395177%%,91.70624278336265%%,91.70046949546912%%,91.70046949546912%%,91.70046949546912%%,91.70046949546912%%,91.70046949546912%%
17,4.0%%,52.08333333333333%%,88.03087745587743%%,89.57215362008843%%,90.68175278053828%%,91.27268073747975%%,91.6810050731811%%,91.79800630567517%%,91.74845968128426%%,91.56033734292424%%,91.45020363464077%%,91.37060772816824%%,91.60342099285766%%,91.72684270032332%%,91.71644834784038%%,91.71725977270242%%,91.71887514045706%%,91.70621691260894%%,91.70621691260894%%,91.70621691260894%%
18,3.5%%,55.99999999999999%%,86.24695859695858%%,89.56659952918304%%,90.67597882206809%%,91.39137308112764%%,91.50703530177489%%,91.68630399099466%%,91.67443767797435%%,91.61619009203224%%,91.45352990776591%%,91.52781979457197%%,91.70262832578717%%,91.75161918099413%%,91.72861972077123%%,91.72943114563331%%,91.70555091194294%%,91.70621691260894%%,91.70621691260894%%,91.70621691260894%%
19,2.0%%,49.91666666666667%%,87.91389721389719%%,89.28457967891023%%,90.87496860407835%%,91.33012870527494%%,91.46968779276155%%,91.63413605754184%%,91.71272145701715%%,91.67036818435734%%,91.52679868538252%%,91.57593875521425%%,91.71675458689653%%,91.737628951814%%,91.72943114563331%%,91.71725977270242%%,91.71820913979103%%,91.70621691260894%%,91.70707132135809%%,91.70707132135809%%
20,2.5%%,49.16666666666666%%,87.63932456432454%%,89.71300799538379%%,91.01560105416728%%,91.46031265065001%%,91.6724739645786%%,91.7483584881869%%,91.6998785175559%%,91.6348191742757%%,91.52817250542104%%,91.60198760347916%%,91.70230810224146%%,91.75624129390843%%,91.72032822323924%%,91.70831913528076%%,91.70831913528076%%,91.70898513594679%%,91.70983954469594%%,91.70983954469594%%
