,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2.946968614460874%%,4.941684927559538%%,3.8705341785837124%%,5.135814413484688%%,6.049518403852768%%,7.034021327829375%%,6.542397660818713%%,6.226608187134503%%,6.568421052631579%%,6.0%%,5.85%%,5.5%%,5.1%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
2,0.0%%,2.7823332841908677%%,4.199628738134928%%,6.229207350956574%%,6.264533883728928%%,6.813742690058478%%,6.752631578947369%%,6.9526315789473685%%,6.4526315789473685%%,5.55%%,5.25%%,5.6%%,5.35%%,5.2%%,5.1%%,5.05%%,5.05%%,5.05%%,5.0%%,5.0%%
3,6.4298201798201795%%,5.06659300022303%%,6.501484480431845%%,7.144306845545234%%,7.393567251461987%%,6.704093567251463%%,6.126608187134503%%,5.760526315789474%%,5.5%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
4,16.217063492063495%%,6.452564798462629%%,5.333971571084569%%,4.368231854145164%%,6.967836257309942%%,5.672807017543859%%,5.317836257309941%%,5.019005847953215%%,5.3%%,5.1%%,5.0%%,5.0%%,5.05%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
5,5.290873015873014%%,4.897531716649363%%,5.04726522187822%%,6.2896800825593395%%,6.658187134502924%%,5.068421052631579%%,5.2%%,5.05%%,5.35%%,5.15%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
6,6.4%%,5.806454445966828%%,3.7308350533195704%%,4.734502923976607%%,5.5739766081871345%%,5.752631578947369%%,5.2%%,5.15%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
7,5.945238095238095%%,4.847587332687951%%,4.6875061428079965%%,5.71140350877193%%,4.713742690058479%%,5.955263157894738%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
8,7.683333333333334%%,4.683628136569312%%,3.6637763079713523%%,5.126900584795319%%,4.042397660818713%%,5.705263157894737%%,5.1%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
9,8.683333333333335%%,5.931333385396849%%,3.48698929639332%%,5.04736842105263%%,4.855263157894736%%,5.3%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
10,0.0%%,2.8402278277278272%%,3.9947669418644636%%,5.836842105263158%%,6.1%%,5.05%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
11,0.0%%,2.535170385170385%%,3.8802436426662426%%,5.216081871345029%%,5.8%%,5.15%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
12,14.5%%,3.9146843352725678%%,4.380711346616918%%,5.102631578947369%%,5.6%%,5.15%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
13,12.699999999999998%%,3.8958490039372373%%,5.2539019116418455%%,6.46578947368421%%,5.6%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
14,10.9%%,1.3789214870097224%%,6.783801415302961%%,6.96578947368421%%,5.5%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
15,13.25%%,1.2938066018948373%%,5.008453732370139%%,7.565789473684211%%,5.4%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
16,10.866666666666667%%,1.3767028722911072%%,6.28847462736781%%,7.66578947368421%%,5.4%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
17,0.0%%,4.350540146128378%%,8.129255402320412%%,6.963157894736842%%,5.4%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
18,0.0%%,3.5912781662781645%%,7.557460818335427%%,6.571052631578947%%,5.15%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
19,0.0%%,3.6951875738640427%%,8.361640191593748%%,6.423684210526315%%,5.2%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
20,0.0%%,3.4382080337962684%%,7.478581162559489%%,6.476315789473684%%,5.1%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
