,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.64047619047619%%,9.898809523809524%%,9.180952380952379%%,9.964682539682538%%,11.232142857142854%%,11.009523809523806%%,11.18333333333333%%,12.099999999999998%%,12.15833333333333%%,11.733333333333333%%,11.911111111111111%%,11.5%%,11.0%%,10.4%%,10.3%%,10.2%%,10.1%%,10.1%%,10.1%%,10.0%%
2,2.1999999999999997%%,7.910714285714285%%,8.501190476190473%%,9.437698412698408%%,9.92460317460317%%,11.119047619047613%%,12.80833333333333%%,12.402777777777777%%,12.13611111111111%%,11.580555555555554%%,11.433333333333332%%,12.21111111111111%%,11.8%%,11.7%%,11.6%%,10.9%%,10.4%%,10.3%%,10.2%%,10.1%%
3,13.466666666666665%%,14.550793650793645%%,12.547619047619044%%,10.29285714285714%%,11.513888888888882%%,12.961111111111107%%,13.102777777777774%%,12.091666666666663%%,11.824999999999998%%,11.169444444444444%%,11.0%%,10.5%%,10.3%%,10.0%%,10.3%%,10.3%%,10.2%%,10.1%%,10.0%%,10.0%%
4,11.533333333333333%%,13.826984126984126%%,11.790476190476191%%,10.577380952380947%%,11.140873015873012%%,12.983333333333327%%,12.841666666666663%%,11.691666666666665%%,11.191666666666668%%,11.033333333333333%%,10.8%%,10.5%%,10.1%%,10.7%%,10.6%%,10.2%%,10.1%%,10.0%%,10.0%%,10.0%%
5,6.833333333333332%%,10.542063492063495%%,11.143253968253964%%,11.828174603174597%%,10.871825396825392%%,13.120634920634913%%,13.530555555555551%%,12.577777777777776%%,11.588888888888887%%,11.344444444444443%%,10.911111111111111%%,10.4%%,10.0%%,10.5%%,10.2%%,10.2%%,10.2%%,10.0%%,10.0%%,10.0%%
6,2.666666666666666%%,9.023015873015874%%,8.837301587301585%%,11.152380952380947%%,12.625793650793645%%,12.95119047619047%%,13.672222222222217%%,12.155555555555551%%,11.699999999999998%%,11.022222222222222%%,10.71111111111111%%,10.61111111111111%%,10.2%%,10.1%%,10.4%%,10.3%%,10.3%%,10.0%%,10.0%%,10.0%%
7,3.45%%,9.727380952380955%%,8.578174603174602%%,11.62539682539682%%,12.489285714285709%%,12.663888888888883%%,13.152777777777773%%,12.277777777777773%%,11.522222222222219%%,10.644444444444444%%,10.8%%,10.5%%,10.7%%,10.7%%,10.5%%,10.3%%,10.1%%,10.0%%,10.0%%,10.0%%
8,1.95%%,7.092857142857143%%,9.386507936507936%%,11.349206349206344%%,12.503571428571425%%,12.00912698412698%%,12.899603174603172%%,12.388888888888888%%,11.51111111111111%%,11.055555555555554%%,10.81111111111111%%,10.61111111111111%%,10.6%%,10.8%%,10.6%%,10.0%%,10.0%%,10.0%%,10.0%%,10.0%%
9,1.5333333333333332%%,6.233333333333333%%,10.234126984126984%%,9.722619047619046%%,11.509920634920627%%,12.35396825396825%%,13.183333333333328%%,12.999999999999998%%,11.822222222222221%%,11.166666666666664%%,10.81111111111111%%,10.6%%,10.7%%,10.6%%,10.4%%,10.0%%,10.0%%,10.0%%,10.0%%,10.0%%
10,2.583333333333333%%,5.501190476190476%%,10.79285714285714%%,9.226190476190474%%,12.506746031746026%%,12.5313492063492%%,12.756746031746026%%,12.466666666666663%%,11.64444444444444%%,11.066666666666665%%,11.011111111111111%%,10.3%%,10.1%%,10.6%%,10.5%%,10.1%%,10.0%%,10.0%%,10.0%%,10.0%%
