,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.4306650049297094%%,4.9113641002959865%%,3.8640928301145006%%,4.286347609219123%%,6.257413140694874%%,6.533384932920536%%,6.858479532163743%%,6.8397660818713435%%,7.2292397660818715%%,6.355263157894737%%,6.0%%,5.55%%,5.15%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
2,1.069079939668175%%,3.835487117801358%%,4.254735254425654%%,5.063651776500071%%,5.428035775713794%%,6.140935672514619%%,7.431578947368422%%,6.9526315789473685%%,6.652631578947369%%,6.3%%,6.05%%,6.05%%,5.35%%,5.35%%,5.2%%,5.1%%,5.05%%,5.05%%,5.0%%,5.0%%
3,5.725740925740925%%,7.234418685889276%%,7.005075372683732%%,6.077571379428964%%,6.692793257653936%%,7.561988304093566%%,7.514912280701753%%,6.682163742690058%%,5.957894736842104%%,5.752631578947369%%,5.6%%,5.3%%,5.15%%,5.05%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
4,4.066378066378066%%,5.815560501589913%%,5.989398007393359%%,5.821155358229658%%,6.670327780234898%%,7.287405400756794%%,7.207602339181286%%,6.0435672514619885%%,5.774561403508772%%,5.655263157894736%%,5.35%%,5.15%%,5.1%%,5.1%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
5,7.1372405372405385%%,4.843815334991804%%,6.404506149165588%%,5.518769349845198%%,6.454478107032286%%,6.8690574475404205%%,7.293859649122807%%,6.140350877192982%%,5.8324561403508755%%,5.707894736842105%%,5.35%%,5.2%%,5.05%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
6,3.076190476190476%%,4.136197952374422%%,4.505615046288419%%,6.120510835913309%%,7.978905361064801%%,6.936996904024768%%,7.154970760233921%%,6.148245614035087%%,5.785087719298246%%,5.560526315789473%%,5.502631578947369%%,5.25%%,5.1%%,5.15%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
7,2.661111111111111%%,4.4205816242580935%%,3.819196670202861%%,5.596274150685912%%,6.893362695955571%%,6.531148950808392%%,6.913157894736843%%,6.5403508771929815%%,5.67953216374269%%,5.560526315789474%%,5.4%%,5.2%%,5.3%%,5.15%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
8,2.7999999999999994%%,4.183849483849483%%,4.3749223171049785%%,5.416900235127785%%,7.144293945648433%%,6.654213966288268%%,6.858634330925352%%,6.678706570347438%%,5.785087719298246%%,5.460526315789473%%,5.4%%,5.05%%,5.1%%,5.15%%,5.05%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%
9,2.3857142857142857%%,3.680335350923585%%,5.172219546019854%%,4.8632544785795515%%,6.459859821121429%%,6.690497076023392%%,6.890350877192981%%,6.230116959064327%%,5.700877192982455%%,5.46578947368421%%,5.302631578947369%%,5.1%%,5.1%%,5.2%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
10,3.9857142857142858%%,3.444022644022644%%,5.131556923468687%%,5.178659412482939%%,6.731428448572411%%,6.883862229102167%%,6.725490196078433%%,6.519005847953216%%,5.732163742690057%%,5.410526315789473%%,5.2%%,5.1%%,5.05%%,5.1%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
11,2.4261904761904756%%,5.815873015873016%%,4.336557048902249%%,5.197805788982257%%,6.5583351761757305%%,6.05490196078431%%,6.34420364637083%%,6.483625730994152%%,5.705847953216375%%,5.407894736842105%%,5.2%%,5.0%%,5.1%%,5.1%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
12,0.0%%,3.8944805194805183%%,5.196875999817178%%,5.069468165133798%%,6.479283758037625%%,5.798679910560713%%,6.268868249054005%%,6.349415204678362%%,5.926608187134502%%,5.457894736842104%%,5.15%%,5.05%%,5.1%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
13,0.0%%,2.3611471861471864%%,4.740621551650961%%,5.1314662977201655%%,6.7363443015532765%%,5.944083247334017%%,6.398400412796695%%,6.56940144478844%%,5.642690058479531%%,5.307894736842104%%,5.105263157894737%%,5.0%%,5.0%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
14,0.0%%,2.058344433344433%%,4.92484582411053%%,5.41562338160635%%,6.587391036036544%%,5.760018919848637%%,6.241791365669074%%,6.671396628826968%%,5.853508771929824%%,5.213157894736842%%,5.05%%,5.0%%,5.05%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
15,0.0%%,2.1730519480519477%%,5.274737027678202%%,5.183359889164839%%,6.54635813962439%%,5.903566514325025%%,6.099570003439972%%,6.510233918128655%%,6.063742690058479%%,5.313157894736841%%,5.052631578947368%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
16,0.0%%,2.4579365079365076%%,4.351231937996643%%,5.836621720213048%%,6.2964181286549685%%,6.026522187822494%%,6.04191606467148%%,6.254093567251464%%,6.097953216374268%%,5.260526315789473%%,5.1%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
17,0.0%%,1.5718614718614716%%,4.692035578800283%%,5.600319709530234%%,6.125550395596835%%,5.792098506069091%%,5.968627450980388%%,6.387719298245613%%,6.053216374269006%%,5.257894736842104%%,5.1%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
18,0.0%%,1.3825757575757578%%,4.532373182373181%%,6.040173607781965%%,6.189675168312935%%,6.251401788785687%%,6.18641210870313%%,6.436257309941522%%,5.855555555555554%%,5.3052631578947365%%,5.05%%,5.0%%,5.15%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
19,0.0%%,0.9032106782106782%%,4.3997316409081115%%,6.19293494173525%%,6.44406526565969%%,5.872342621259026%%,6.423013415892674%%,6.62309941520468%%,6.055847953216373%%,5.357894736842104%%,5.252631578947369%%,5.65%%,5.15%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
20,0.5%%,1.3328144078144075%%,4.466864099952334%%,5.926506779254456%%,6.367668558651528%%,6.0405013759889865%%,6.470996732026142%%,6.954678362573098%%,5.9792397660818715%%,5.360526315789473%%,5.4%%,5.5%%,5.25%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%,5.0%%
