,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,6.686691451061%%,3.975692443072847%%,3.9839601868225945%%,4.448365045990384%%,3.847050871206318%%,3.944806370330754%%,3.5302344281163993%%,4.079354071243832%%,3.678046337740455%%,3.362590828394241%%,3.591546855689758%%,3.667595740889689%%,3.97671059820634%%,3.732876924823151%%,3.8067206898420833%%,4.40920293235657%%,4.214081062387849%%,3.9262976368679046%%,3.6286040981498506%%,3.427919723929082%%
2,5.724069274360621%%,4.897922852310896%%,7.791970609076616%%,7.696880651264139%%,6.9785862679172235%%,6.175560148604968%%,5.611773359572144%%,5.817113962667715%%,5.368489210002261%%,4.703832134388068%%,4.174138821676704%%,3.755052112541258%%,3.879967400848551%%,3.8150025196717654%%,3.9387597480858187%%,4.03166687135062%%,3.9893846333439336%%,3.816669102389627%%,4.11128935108392%%,4.014674389364508%%
3,10.419667832167828%%,5.338446196333047%%,3.077734671475038%%,2.747569108513429%%,3.27477702477857%%,3.7827645680171305%%,4.719917969548619%%,5.299108962817444%%,6.767888781949019%%,8.7287826920222%%,8.090462817041418%%,7.031600398051232%%,6.641350314440251%%,7.146489024162698%%,6.540899212533658%%,5.899952649534529%%,6.2375405151231345%%,5.925786596124913%%,5.906487802670352%%,5.598158437165771%%
4,3.934221334221333%%,3.804590305849013%%,2.384329512236667%%,4.801276092117215%%,6.033371995814424%%,7.827290993962468%%,8.50910337236477%%,7.987713346054615%%,8.759754246407203%%,9.197115710559832%%,8.814326690341908%%,8.142828901408656%%,8.113764463627605%%,7.242245334442743%%,6.85889234712615%%,6.369753477078641%%,6.03350902298271%%,5.752534198849993%%,5.865662786715425%%,5.828756857177914%%
5,1.0345238095238094%%,4.249425799467649%%,2.3705836241567164%%,3.1506726028813428%%,3.465623507377947%%,4.505626144935963%%,6.950905078516404%%,7.107196001178409%%,7.186640076374356%%,8.26431030595789%%,7.9476514075001194%%,7.026694440206045%%,6.204605843903591%%,5.689208867654749%%,5.320385024234605%%,5.1208931222738%%,5.031531923038862%%,4.945129559206844%%,4.9209541624265185%%,4.873374606739035%%
6,4.127777777777777%%,3.4088240524174496%%,3.8784287705804013%%,4.638469757054165%%,7.118712133509157%%,7.397892119095103%%,6.668889599408921%%,7.397790394173593%%,6.910004012010136%%,6.919361997905185%%,6.400023581366432%%,5.924618206455489%%,5.505839422695949%%,5.836405106311381%%,5.684033859383536%%,5.338089750428196%%,5.158439166873547%%,5.042371332864343%%,5.017519012189239%%,4.952667585578983%%
7,0.0%%,3.021672487749383%%,6.471849940933218%%,6.565081085534814%%,6.299502209849866%%,5.309014099495322%%,5.658231945393634%%,5.015468277361721%%,5.553183458118376%%,7.234366040332662%%,6.954841230851924%%,6.890324744355029%%,6.48084523600746%%,5.740051684190118%%,5.3339316113000335%%,5.1629276034539195%%,5.0525944515418235%%,4.962166254797838%%,4.971189758498226%%,4.977805283767981%%
8,0.0%%,3.510496095889336%%,5.6829217749319945%%,5.037269974847905%%,5.385529469638709%%,4.729694141756873%%,5.750808469258381%%,5.251726960449955%%,4.9031103960219795%%,5.293489656682661%%,5.618516630243429%%,5.914019868959705%%,5.9216552815255055%%,6.415166518484307%%,6.140274848402766%%,5.797256596390512%%,5.40714104904645%%,5.118149006223629%%,4.979866790992711%%,4.848276196377465%%
9,0.0%%,4.013378926938961%%,1.7631307225801296%%,3.241000428008627%%,3.208780341711577%%,3.585659334137465%%,4.909889444316898%%,5.354943988361036%%,6.096506593617716%%,6.23285433530747%%,6.09776058134152%%,5.830852819217466%%,5.604883192071371%%,5.381028985239514%%,5.132745301166353%%,5.151378270851958%%,5.057057679162947%%,5.011084629339132%%,4.936445965759762%%,4.899874387216164%%
10,0.0%%,0.0%%,3.7635043937930432%%,5.429377263363712%%,4.679838937011406%%,5.34828988241648%%,6.026300621486749%%,6.498313274155808%%,6.500452612400063%%,6.1631720285116725%%,5.41455984054171%%,5.276823629126859%%,5.038471186661526%%,4.869083150135783%%,4.867418347418347%%,4.974025448235975%%,5.080812871339192%%,4.990086897335404%%,4.926349557615387%%,4.91899095796498%%
