,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.4724740547284347%%,3.6536988480275516%%,3.328139964406055%%,5.343595664599153%%,5.413673145252096%%,5.712336630724375%%,5.57838203324546%%,5.590144033182014%%,5.513631937682577%%,5.0798442064264915%%,5.038623823433957%%,5.101265822784815%%,4.835443037974688%%,4.797468354430384%%,4.7848101265822836%%,4.772151898734182%%,4.734177215189878%%,4.75949367088608%%,4.75949367088608%%,4.75949367088608%%
2,1.974455526825102%%,3.964471249068772%%,5.190115320776634%%,6.28502867088792%%,6.020984763476437%%,6.376041679839151%%,6.000986355416741%%,5.590892230132742%%,5.523044466082446%%,5.24050632911393%%,5.075949367088612%%,5.15189873417722%%,5.037974683544309%%,4.924050632911396%%,4.898734177215194%%,4.924050632911396%%,4.911392405063295%%,4.8860759493670916%%,4.8860759493670916%%,4.8860759493670916%%
3,6.259980376763004%%,5.085450397085496%%,6.753642101490787%%,7.418452146013775%%,6.747580423130063%%,6.075411929842314%%,5.58070621361761%%,5.31402985200454%%,5.130314832846483%%,4.987990912041549%%,4.949367088607599%%,4.974683544303802%%,4.974683544303802%%,4.936708860759498%%,4.911392405063295%%,4.898734177215194%%,4.898734177215194%%,4.898734177215194%%,4.898734177215194%%,4.924050632911396%%
4,8.762062647329124%%,6.169439116765898%%,4.4580020397404185%%,4.957108730379886%%,5.659204830257469%%,5.639801626310625%%,5.33483183483184%%,4.989776046738077%%,4.912203829925354%%,4.924050632911398%%,4.898734177215194%%,4.936708860759498%%,4.86075949367089%%,4.911392405063295%%,4.898734177215194%%,4.898734177215194%%,4.898734177215194%%,4.898734177215194%%,4.924050632911396%%,4.924050632911396%%
5,9.244435863946432%%,4.33339175536806%%,4.988551379699734%%,5.373937714877092%%,4.944882122097318%%,5.5353781239857245%%,5.127069133398253%%,5.012658227848107%%,4.936708860759498%%,4.911392405063295%%,4.898734177215194%%,4.898734177215194%%,4.886075949367092%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%
6,9.119278856267346%%,5.260884408530079%%,3.488632638154206%%,4.838298831969722%%,5.417755240540057%%,5.418370658876992%%,5.101265822784815%%,4.949367088607599%%,4.936708860759498%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%
7,10.64502750001976%%,4.54342079808476%%,4.483426305096701%%,4.678758505540656%%,5.481025303810119%%,5.2667964946446%%,5.075949367088613%%,4.924050632911396%%,4.924050632911396%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%
8,18.81345321345321%%,5.742739843875874%%,3.790337355503464%%,4.507786018112473%%,4.972898409607273%%,5.178188899707892%%,5.012658227848106%%,5.025316455696207%%,4.9620253164556996%%,4.924050632911396%%,4.924050632911396%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%
9,24.021162171162164%%,7.117190619625839%%,3.603351424834419%%,4.980597461610124%%,4.879259980525808%%,5.000000000000005%%,4.987341772151902%%,4.9620253164556996%%,4.924050632911396%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%
10,0.9770202020202021%%,4.939500766960125%%,3.8661162658484365%%,5.135887319431628%%,5.278481012658233%%,5.075949367088612%%,4.987341772151902%%,4.9620253164556996%%,4.924050632911396%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%
11,0.0%%,4.85545016813949%%,4.165178871894542%%,5.893075279151234%%,5.632911392405067%%,5.06329113924051%%,4.987341772151903%%,4.9620253164556996%%,4.924050632911396%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%
12,36.08536463536464%%,7.512937315612458%%,5.550069840794566%%,5.841144087979536%%,5.620253164556968%%,5.088607594936713%%,4.974683544303802%%,4.9620253164556996%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%
13,27.613579476079472%%,7.334032819623519%%,5.068151507926541%%,6.270126497974604%%,5.507789678675764%%,5.050632911392409%%,4.974683544303802%%,4.949367088607598%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%
14,25.748791894380133%%,4.293019270372302%%,6.454097223011961%%,6.3320603447185775%%,5.570431678026622%%,5.06329113924051%%,5.000000000000004%%,4.9620253164556996%%,4.936708860759497%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%
15,31.124683649683643%%,3.5043893175267495%%,5.543060960164216%%,6.49521996990352%%,5.430379746835448%%,5.037974683544308%%,4.987341772151903%%,4.949367088607598%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%
16,29.335862748362743%%,3.5985946957366672%%,6.780471864452176%%,6.671208538297152%%,5.45569620253165%%,5.037974683544308%%,4.987341772151903%%,4.949367088607598%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%
17,0.0%%,7.392387350182991%%,7.87948505923498%%,6.02564102564103%%,5.164556962025321%%,4.974683544303802%%,4.936708860759497%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%
18,10.578618603618601%%,7.5611074758883845%%,7.459845608873862%%,5.741056411942493%%,5.000811424862062%%,4.936708860759498%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%
