,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,11.922077504817311%%,12.659388065084661%%,12.07341305987459%%,12.249041080091907%%,13.644393980290937%%,14.03709902734799%%,14.409845865846803%%,14.973036568139843%%,15.048398572890589%%,14.017568981651264%%,13.741179811749435%%,14.185698636806235%%,13.673709834469335%%,13.380789516390792%%,13.353846153846163%%,13.227580331061352%%,13.189605647517045%%,13.214763875365145%%,13.302738558909448%%,13.264922103213246%%
2,11.110122536124361%%,11.205522386604425%%,11.950141462059428%%,12.678413157643426%%,14.062713334400462%%,14.922309825985224%%,15.223153518184015%%,15.228372018277097%%,15.038051959144573%%,14.442059248768105%%,14.097017434042753%%,14.035532294709515%%,13.792603862382348%%,13.664715189873416%%,13.56392405063291%%,13.425158227848101%%,13.324208860759494%%,13.336867088607594%%,13.28623417721519%%,13.235601265822783%%
3,13.48685558335713%%,12.83050175199148%%,13.42327057100197%%,14.448273092104712%%,15.138538602651952%%,15.655328537717375%%,15.380790372740751%%,14.521561291806131%%,14.037267240864848%%,13.571834231169676%%,13.356772341582468%%,13.132530022719896%%,13.076866277182738%%,13.04929811749432%%,13.23496835443038%%,13.159493670886077%%,13.096677215189874%%,13.03370253164557%%,13.046202531645568%%,13.096835443037971%%
4,10.730222522164572%%,11.753982773637842%%,11.328432626027904%%,13.321426690353471%%,15.108362469773843%%,15.467741164407187%%,15.759307120441372%%,14.62804750490461%%,13.894231440334044%%,13.39547145892083%%,13.293096197051895%%,13.135585037325548%%,13.062106458941903%%,13.173941090555015%%,13.133702531645572%%,13.096360759493672%%,13.058702531645567%%,13.020886075949363%%,12.995569620253164%%,13.033544303797466%%
5,12.906100843600843%%,10.696611494837732%%,11.879168045578353%%,14.243701405418578%%,15.95760470617482%%,16.03832283571289%%,15.463395714758153%%,14.686162532781463%%,14.039378368134207%%,13.581018664879432%%,13.241010835156407%%,13.071214703018502%%,13.148628691983124%%,13.133386075949373%%,13.03227848101266%%,12.994145569620255%%,12.969145569620254%%,12.969145569620252%%,12.969145569620252%%,12.956487341772151%%
6,16.84880952380953%%,10.713944291454702%%,11.160513517666036%%,14.930224844394614%%,16.297212066942844%%,16.200604167738273%%,15.233697887482036%%,14.759893384430375%%,13.997027248234785%%,13.48647760467381%%,13.333360521335205%%,13.086048972124924%%,13.134858812074004%%,13.135333495618308%%,13.04493670886076%%,13.019620253164558%%,12.981803797468354%%,12.969145569620252%%,12.969145569620252%%,12.956487341772151%%
7,17.567460317460313%%,12.516022093979132%%,10.749554457410957%%,14.123638513313727%%,15.598360694913378%%,16.42566720871762%%,15.39265964458503%%,14.735369527762936%%,13.878990429401824%%,13.562500368829483%%,13.36233402673276%%,13.347086984745218%%,13.374578059071732%%,13.271835443037975%%,13.209177215189875%%,13.07009493670886%%,13.007120253164558%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%
8,27.166666666666664%%,12.842343914779486%%,11.173854114704676%%,13.302448791029681%%,15.274353251466355%%,16.27993219285861%%,15.24185056824848%%,14.673601171757413%%,14.13250376649778%%,13.74965398525526%%,13.463206782668813%%,13.445845504706265%%,13.427304446608243%%,13.297310126582278%%,13.196518987341772%%,13.095411392405062%%,12.981803797468354%%,12.969145569620252%%,12.969145569620252%%,12.956487341772151%%
9,12.983333333333333%%,12.54061916176433%%,12.655747058274047%%,13.113578410438002%%,15.028962858691541%%,15.473833603213306%%,15.249175451089803%%,14.802677778583845%%,14.186053459088106%%,13.757666678202993%%,13.417036422382855%%,13.361047549496911%%,13.373417721518988%%,13.259493670886076%%,13.133386075949366%%,13.04509493670886%%,12.981803797468354%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%
10,9.916666666666668%%,14.117154044785616%%,11.080444133989724%%,13.341768614883224%%,15.096451253204%%,15.415042162551076%%,15.287481949856808%%,14.832638036513805%%,14.233901558135416%%,13.590575932506315%%,13.34056070511767%%,13.224549659201559%%,13.362548685491724%%,13.246835443037973%%,13.13354430379747%%,13.019778481012656%%,12.969145569620252%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%
11,8.7%%,15.966288123641064%%,11.484788528194892%%,13.510983780686933%%,14.702969828102548%%,14.354613933951564%%,15.164322230592848%%,14.790169639376845%%,14.059289508515034%%,13.619828957961877%%,13.389357636034854%%,13.205608210355047%%,13.44046575787082%%,13.284651898734177%%,13.108227848101267%%,13.007120253164555%%,12.969145569620252%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%
12,6.142857142857142%%,15.752628292759871%%,12.358572481192224%%,14.07046465634058%%,14.976840700503617%%,14.328262077923945%%,14.474867533549832%%,14.620934713083294%%,14.188316582928516%%,13.592999458347563%%,13.20667328452139%%,13.267183344082076%%,13.275563940279127%%,13.259335443037976%%,13.095569620253164%%,12.994462025316457%%,12.969145569620252%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%
13,4.333333333333333%%,13.21552752802753%%,12.062741553648044%%,13.78257276979136%%,14.900009396687201%%,14.10383742089698%%,14.395857189523559%%,14.66290609512629%%,14.006494227513558%%,13.635018093720632%%,13.175353654784042%%,13.139067472611778%%,13.286428919182086%%,13.171360759493671%%,13.095727848101268%%,13.007120253164555%%,12.969145569620252%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%
14,1.5%%,13.078514949103187%%,12.330892529762258%%,14.764780477177663%%,15.207846183527653%%,14.17099986219147%%,13.942043758520812%%,14.374506931553908%%,14.301512031716904%%,13.45787861927103%%,13.14330305770179%%,13.03634967353322%%,13.12333252190847%%,13.208702531645569%%,13.133386075949366%%,12.981803797468356%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%
15,3.7%%,13.21812493062493%%,11.890396317618217%%,14.999937417333388%%,14.977096390873143%%,14.2659858224101%%,14.198358283451055%%,14.470818535353782%%,14.24416438824335%%,13.521244420136833%%,13.120920219021492%%,13.059297717050889%%,13.049164232392076%%,13.221835443037977%%,13.120886075949368%%,12.969145569620252%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%
16,2.166666666666666%%,11.512806637806639%%,11.284779513928898%%,14.990497827779572%%,15.571227688820004%%,14.48119886502338%%,14.238379607925388%%,14.3874778428681%%,14.252369276293331%%,13.573323828070663%%,13.152638658809549%%,13.028060652427738%%,13.175425998052578%%,13.196677215189872%%,13.05759493670886%%,12.969145569620252%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%
17,0.25%%,10.252244977244978%%,11.442369232418187%%,14.412567774150538%%,15.20099816217946%%,14.238276798095658%%,14.48447528375467%%,14.601847149795194%%,14.340692981790596%%,13.505919607818345%%,13.05027609521281%%,13.115250730282382%%,13.261587147030184%%,13.108069620253167%%,13.032436708860759%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%
18,1.6666666666666665%%,10.530588855588853%%,11.301890568717562%%,13.860439533776995%%,14.990424742083885%%,14.699763295012207%%,14.473024619720338%%,14.388771404574209%%,14.280086890679836%%,13.361055663745544%%,13.144237302781608%%,13.21451096371982%%,13.375040571243105%%,13.07009493670886%%,12.981803797468356%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%
19,1.1666666666666665%%,11.77538295038295%%,11.28871747010656%%,15.155671122048835%%,14.99142498978159%%,14.366816536721592%%,14.522787482745594%%,14.633560606480339%%,14.28282597094224%%,13.622874277621124%%,13.290278761323073%%,13.593572619363758%%,13.538607594936712%%,13.120569620253164%%,12.994462025316457%%,12.969145569620252%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%
20,0.75%%,12.112309912309911%%,11.370903325810538%%,15.720608798899201%%,15.700727667297913%%,14.91362052672722%%,14.930449064833494%%,14.78989623571236%%,14.561004058122654%%,13.72402967064028%%,13.436241448424996%%,13.704410094125285%%,13.514240506329118%%,13.082753164556964%%,12.994462025316457%%,12.969145569620252%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%
