,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,93.28069985569986%%,92.73470059352412%%,91.07455112826626%%,90.4168802227222%%,89.74054021654003%%,90.77140155202234%%,90.79237966272674%%,91.43691053623654%%,91.68802472272431%%,91.26363679008891%%,90.87920675682582%%,91.14278393518629%%,91.12541634596612%%,91.24490553584036%%,91.27192412846051%%,91.28130309652778%%,91.25747136203334%%,91.28652268055833%%,91.32568699826886%%,91.32568699826886%%
2,93.64642857142854%%,92.45059025941377%%,92.19112639999804%%,91.29725147744026%%,91.7239620316016%%,92.71335266641834%%,93.03987751940377%%,92.8629735970245%%,93.222295156127%%,93.29943468035326%%,93.24764305838727%%,93.45164279757748%%,93.45872683468787%%,93.67128564258182%%,93.55444623392577%%,93.58101663781267%%,93.54217489058745%%,93.5732355537447%%,93.5555440998046%%,93.5351359365393%%
3,92.8047619047619%%,90.88231213231212%%,91.7677742750885%%,91.57969183749736%%,92.35042809020077%%,93.24362639500943%%,93.69838775744921%%,93.57951786168826%%,93.52696483131999%%,93.4603644087472%%,93.38788560124742%%,93.82794444716203%%,93.88182299725923%%,93.93185446408089%%,93.8726404428142%%,93.8762378200958%%,93.91059901988581%%,93.91932993627312%%,93.90400184331345%%,93.9054629771533%%
4,79.83333333333334%%,92.39150016650018%%,90.64984263242773%%,91.86170103480059%%,92.90485683668955%%,93.46663694954317%%,93.74007078867426%%,93.65655807636458%%,93.54892666685053%%,93.48459414963605%%,93.46501002345481%%,93.82544162584874%%,94.02903968593368%%,94.04913158497916%%,93.95915537848806%%,94.00666069817609%%,94.03356431398792%%,94.01771818214047%%,94.00047680283012%%,94.002251219878%%
5,83.88333333333334%%,91.86580086580085%%,90.90912566106064%%,92.05989700835471%%,92.91751857865249%%,93.80810724463703%%,94.05651922148569%%,93.8790567544243%%,93.75638076436763%%,93.74069330144232%%,93.87566311876687%%,94.05157050549657%%,94.1649726333331%%,94.11785202429346%%,94.10280257533432%%,94.11793186179516%%,94.09742824235126%%,94.10053135246405%%,94.0832899731537%%,94.0832899731537%%
6,67.5%%,92.43730158730158%%,90.36902036302192%%,91.83856498999207%%,93.59434927800275%%,94.05479371203813%%,94.16265047480869%%,94.04869759348827%%,93.91095097735823%%,93.85478101601785%%,93.92286992421086%%,94.07535224511254%%,94.11440994665844%%,94.06584618562732%%,94.10865120538955%%,94.06854663065609%%,94.06133580698673%%,94.06439021263819%%,94.06439021263819%%,94.06439021263819%%
7,57.5%%,93.27777777777777%%,90.2386951112183%%,91.30242456632418%%,93.63855685191605%%,94.0942842572646%%,94.16275165545721%%,93.95398860287762%%,93.89267528958631%%,93.9648230681479%%,94.05329150355034%%,94.06440496854067%%,94.0773866406876%%,94.17292911455473%%,94.13173670797484%%,94.12042405316423%%,94.09389264574446%%,94.09690074223595%%,94.09690074223595%%,94.09690074223595%%
8,57.5%%,91.45555555555553%%,91.19415878239408%%,91.6380873984332%%,93.84800792964901%%,94.34097188151328%%,94.18970232616012%%,94.12900348224845%%,94.09534145352907%%,94.07951060938342%%,94.04715980035664%%,94.095246623035%%,94.13971023283985%%,94.15293329125305%%,94.09540263188961%%,94.10255841585567%%,94.1075390878747%%,94.11054718436618%%,94.11054718436618%%,94.11054718436618%%
9,21.0%%,91.84761904761905%%,91.58069504025387%%,91.80159969529682%%,93.4175155119438%%,93.76046532730736%%,93.98256101568528%%,94.15451567147147%%,94.18060054358693%%,94.06899452754085%%,94.04138634387338%%,94.0546067611991%%,94.13369322550899%%,94.16376405832604%%,94.1187169448491%%,94.08890479759025%%,94.09467448188279%%,94.09768257837428%%,94.09768257837428%%,94.09768257837428%%
10,19.0%%,90.33333333333334%%,90.06494061494061%%,91.98148046445864%%,93.19293913957824%%,93.57634999398981%%,94.03238283493444%%,94.0102171809452%%,94.10975930615916%%,94.10793059154867%%,93.99544136985347%%,94.07925016075366%%,94.1497554287076%%,94.15571176108071%%,94.10823656841865%%,94.08138821580127%%,94.08506053218547%%,94.08806862867695%%,94.08806862867695%%,94.08806862867695%%
