,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,19.556674783764574%%,14.588061437273469%%,16.704965599013637%%,15.621277241640485%%,14.483662550264372%%,15.580991078693428%%,15.109427646034426%%,14.324637429253757%%,12.879636241118165%%,11.826345242154373%%,12.21577111600943%%,12.713041080778737%%,13.237151313059774%%,12.368708909601406%%,12.197515173807417%%,13.005944460840517%%,13.484456540553053%%,13.01959309409738%%,12.544363034369166%%,12.385420478091064%%
2,16.244828047769214%%,17.42903517469105%%,20.6581741753281%%,19.71570238070196%%,18.730439902971014%%,18.0660323212324%%,16.957193196127335%%,16.902470277810284%%,15.733799735751564%%,14.820288372123814%%,13.503350897377588%%,12.130826123538817%%,12.11025732447425%%,12.002027718440788%%,11.820374464988156%%,11.490857839357814%%,11.444325707697478%%,11.199267645890004%%,11.639339622876749%%,11.467687950261878%%
3,21.817171717171714%%,10.171648058496892%%,8.13489800363979%%,8.65312741854552%%,12.24880236277847%%,11.756180256061505%%,11.189114623935959%%,11.41487833247702%%,13.855209652772828%%,16.329773279789983%%,16.234392454504615%%,15.150117969816165%%,15.687626388057376%%,16.89782675568006%%,16.218241562982058%%,15.207177470218753%%,15.997936869302668%%,15.475604918935039%%,15.777474361593853%%,15.209968450236953%%
4,6.934523809523809%%,11.478579564570273%%,8.20260338313651%%,10.188998494337932%%,15.438710376753159%%,16.852198731818746%%,18.75629636212357%%,17.835909564586203%%,18.12723518161169%%,18.923139568173394%%,18.736044611923315%%,18.342093844251853%%,18.27710238834794%%,17.679960258848304%%,16.599012643808695%%,15.818093269349458%%,15.491833167584469%%,14.747298003973105%%,14.78087203108777%%,14.803531700463932%%
5,0.0%%,12.35713878484776%%,9.643852687670254%%,11.50937059410619%%,12.875022781704045%%,12.070893558786928%%,15.176924799050017%%,15.235482334985345%%,16.85613067630213%%,17.521213606249102%%,17.922711895671476%%,17.401789716551356%%,16.44532746920079%%,15.476579500538726%%,14.72486111669667%%,13.934906670331252%%,13.438784732952511%%,13.108823385340488%%,13.048226780369413%%,12.93971714231039%%
6,0.2%%,10.093591496223073%%,10.765647870500056%%,12.636834237293156%%,16.010205248877934%%,16.579135241271278%%,15.756659768693044%%,16.360460682907316%%,16.703538790657124%%,16.066207868194915%%,15.834505652672222%%,16.083158999838655%%,15.417989351221074%%,16.49050046064714%%,15.84581158392262%%,14.921443457780882%%,14.059199776917866%%,13.395819966352576%%,13.08174150491939%%,12.963680359529798%%
7,0.0%%,13.7794259189383%%,15.027282870836512%%,15.091610472798848%%,16.633349370681703%%,16.21377941780331%%,15.193904592530464%%,14.313989798014937%%,14.508017789083155%%,15.64469370399855%%,15.777668352384053%%,15.731401591084207%%,15.940118776076767%%,15.641123668730012%%,14.753730105446033%%,14.196798680252178%%,13.688973522304448%%,13.327098330782544%%,12.986484411747574%%,12.96995925999924%%
8,0.0%%,9.757360694860692%%,13.938339318162011%%,11.996553472348273%%,13.848468152669362%%,14.462978666084835%%,14.750626927465936%%,13.62277781551332%%,13.75539370150436%%,14.451665547388098%%,14.653258651612692%%,14.720013538887088%%,14.778915574242912%%,15.440213528165948%%,15.481117105904422%%,15.180869026658502%%,14.715775195268872%%,14.180133661586028%%,13.570177601656619%%,13.109465817327248%%
9,0.0%%,15.319083694083695%%,8.908271371678655%%,11.306441874470709%%,10.62799825789765%%,11.434531366674818%%,12.338366703571392%%,14.261308072284692%%,14.400217727781234%%,14.590903040943012%%,15.028388510263376%%,15.141583311208846%%,14.682390974407229%%,14.193416256920223%%,13.498188994526416%%,13.33232187728223%%,13.34463148863549%%,13.42173023733984%%,13.227284332367617%%,13.066570897456979%%
10,0.0%%,1.1166666666666665%%,11.73974505949065%%,11.800527779600378%%,11.584969707046069%%,12.387730396278156%%,12.977196349395534%%,13.748698643925113%%,15.123885117159396%%,15.057557529726264%%,14.063564548397363%%,14.086325581798079%%,13.822996552118616%%,13.488716427908162%%,12.761690685432571%%,12.648439381243993%%,12.772016589385009%%,12.803297439186844%%,12.709711791650502%%,12.85712317218647%%
11,0.0%%,6.045670995670995%%,11.12104101281975%%,13.00657787285163%%,13.095074397222326%%,13.348589424883391%%,12.589167908805148%%,14.05927354933054%%,15.312121293218695%%,15.040699285855583%%,15.087721159273196%%,14.228890744868895%%,13.245017741210047%%,13.232518133282369%%,13.101825430273136%%,13.225631510395006%%,13.461942266039541%%,13.406564626801144%%,13.500125906738171%%,13.402178412305002%%
12,0.0%%,16.80999278499278%%,15.537117577361172%%,12.934322383100811%%,10.371175254265323%%,11.462825316578012%%,13.430147664760192%%,13.657153804103922%%,14.319035766724546%%,14.238766904735161%%,13.881977883444268%%,13.703440595504835%%,13.61047207917432%%,13.176745199953569%%,13.32102321270209%%,13.268939255281703%%,13.559361871195655%%,13.371331095065282%%,13.23203842570932%%,13.059438926052856%%
13,0.0%%,17.49404761904762%%,13.157235647077568%%,12.894139873875272%%,11.677352563105313%%,12.455834222827962%%,11.357642052378742%%,11.58186599530472%%,13.309389966534349%%,13.368879724204069%%,13.943273108466688%%,14.319606690277862%%,14.166534747320622%%,13.582256444361713%%,13.192580847317693%%,13.207136024091392%%,13.47164766723395%%,13.459089486462915%%,13.294167910148934%%,13.073413137495422%%
14,0.0%%,12.146428571428574%%,14.060841153794293%%,15.051012486705298%%,15.495777293309608%%,14.52388576805948%%,12.9698638906477%%,12.490369778409674%%,12.907958973932507%%,12.556778862609885%%,13.49612407003712%%,13.783610156829535%%,13.707525677673482%%,13.621206337522123%%,13.342187461661153%%,13.192056278165548%%,13.072431122064708%%,13.014458057487714%%,12.955013762608708%%,12.874967753765223%%
15,0.0%%,15.140476190476187%%,15.43522501578658%%,12.939540821737797%%,16.680017115245928%%,15.140745497665542%%,13.02623116628919%%,12.837649636733303%%,12.836396756419251%%,13.242884595228299%%,13.99809485765506%%,13.21002146323704%%,12.750413114623644%%,12.952238533624282%%,12.890039310012662%%,13.063373945619123%%,13.085965783051062%%,13.09997391848658%%,13.224463721932082%%,13.30091691009413%%
16,0.0%%,16.201190476190472%%,12.098828838448913%%,11.445024241164482%%,18.294014678328146%%,17.590577246982196%%,13.912352800892418%%,13.352236919523504%%,12.6222092881459%%,12.608416487060593%%,13.189708741154814%%,13.159588153683325%%,13.399323927759406%%,13.145505291294764%%,12.982478048267522%%,12.946267090670826%%,12.924540205519563%%,13.126287553219607%%,13.09243082866501%%,13.126115709185335%%
17,2.0%%,31.649603174603172%%,10.693781654735682%%,8.955586879927502%%,13.847270276860293%%,16.529080142929065%%,15.679496735635206%%,14.041967735602833%%,12.932504070624972%%,12.285063257797281%%,13.090244182193826%%,13.95495361598675%%,13.993651939145806%%,13.441554087436836%%,13.109235994407552%%,13.057692083066833%%,13.11553135682883%%,13.37124889878055%%,13.217693119117166%%,13.181872768581625%%
18,94.25%%,26.71944444444445%%,15.28485197379161%%,11.045243806696986%%,11.508519304721238%%,15.823720260828617%%,14.902306347642497%%,15.346122447771627%%,14.684411099615973%%,13.946209974785216%%,13.838333423967232%%,14.01782573644379%%,14.23096966889609%%,14.182802151962711%%,13.987212635243955%%,13.976498629063594%%,13.86245168333776%%,13.461108406361568%%,13.13468841285297%%,13.019778481012656%%
19,92.83333333333334%%,26.217857142857138%%,14.483068673707384%%,11.187544036330111%%,13.453752719075876%%,15.40948941874561%%,14.99367028113135%%,14.304527664478314%%,13.999031494797554%%,13.690348834107944%%,13.92509357495943%%,13.870845951855323%%,14.15520671512678%%,14.304339897277956%%,14.106866908907229%%,14.060859604530501%%,13.712554165244041%%,13.320143622200584%%,13.081937682570588%%,13.018395001622848%%
20,89.25%%,28.16626984126984%%,17.644709096514358%%,13.95713483497297%%,16.31184602007177%%,14.496676465968115%%,14.101601136343028%%,15.747972006218923%%,14.971401529458836%%,13.758576078835633%%,14.155887232729345%%,14.665504271433658%%,13.87892165573712%%,13.680752317302959%%,13.396044303797476%%,13.15669831223629%%,13.02923158065563%%,12.977422103213241%%,12.962491885751376%%,12.956487341772151%%
