,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.5520206182749323%%,4.218009355808652%%,3.3435583630427517%%,3.8821978618892494%%,4.541835288370937%%,5.021707861314793%%,5.656931675919021%%,5.4758743366338365%%,6.022096047412508%%,5.195412182753963%%,5.0259655955858555%%,5.126582278481018%%,4.848101265822789%%,4.797468354430384%%,4.7848101265822836%%,4.772151898734182%%,4.734177215189878%%,4.7468354430379796%%,4.75949367088608%%,4.75949367088608%%
2,3.2190530949364775%%,3.619876515265775%%,4.6165937907738215%%,4.53309491233352%%,5.295878263000185%%,6.016135652045051%%,6.359320004889631%%,5.781905857855231%%,5.942226549821494%%,5.608244076598513%%,5.24050632911393%%,5.2278481012658276%%,5.075949367088612%%,5.012658227848107%%,5.000000000000004%%,4.936708860759498%%,4.9240506329113956%%,4.898734177215193%%,4.8860759493670916%%,4.8860759493670916%%
3,5.063408402695877%%,5.2661921184164475%%,6.477311561599014%%,5.92372601664364%%,6.273410002437322%%,6.705976013770822%%,6.3617353111024055%%,5.732754587184972%%,5.601111968200581%%,5.379746835443043%%,5.215189873417727%%,5.139240506329119%%,5.025316455696208%%,4.974683544303802%%,4.987341772151903%%,4.949367088607599%%,4.949367088607599%%,4.911392405063295%%,4.898734177215194%%,4.924050632911396%%
4,3.6056096771495887%%,4.280402593702843%%,4.585302892745167%%,4.997338902442363%%,6.172796437374669%%,6.416169772931936%%,6.12848754620907%%,5.614436196714682%%,5.537812398571897%%,5.368549172346646%%,5.189873417721525%%,5.113924050632916%%,5.037974683544308%%,4.987341772151902%%,4.949367088607599%%,4.936708860759498%%,4.936708860759498%%,4.898734177215194%%,4.898734177215194%%,4.924050632911396%%
5,5.932839076103645%%,3.6731850041685608%%,4.936201205119681%%,5.2171283743670696%%,6.554801283115613%%,6.581356127771858%%,6.266206367472194%%,5.743644541112901%%,5.52905744044985%%,5.444506969823432%%,5.177215189873424%%,5.037974683544308%%,5.025316455696207%%,4.949367088607599%%,4.886075949367092%%,4.898734177215194%%,4.898734177215194%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%
6,7.982888353476588%%,3.3301678028750064%%,4.105762194671098%%,5.858878745746224%%,6.8464693408529085%%,6.362915514421182%%,6.184334652689087%%,5.555722758254407%%,5.493354746519309%%,5.40749756572542%%,5.215189873417727%%,5.025316455696207%%,4.987341772151903%%,4.987341772151903%%,4.949367088607599%%,4.898734177215194%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%
7,8.00305389055389%%,3.5650304486667492%%,3.9653443321781854%%,4.602536937453403%%,5.886656206346187%%,6.506427068379107%%,6.324091520294055%%,5.6496815420866096%%,5.471817212323548%%,5.383641674780921%%,5.177215189873423%%,5.037974683544308%%,5.088607594936713%%,5.037974683544308%%,5.000000000000005%%,4.949367088607599%%,4.924050632911396%%,4.911392405063295%%,4.911392405063295%%,4.911392405063295%%
8,13.290685703185707%%,4.1045418898737305%%,4.1485299025827125%%,4.793393605258652%%,5.6334676832658115%%,6.445771399375669%%,6.239501005323795%%,5.708321214650333%%,5.522566041553389%%,5.419831223628698%%,5.215189873417725%%,5.101265822784815%%,5.05063291139241%%,5.05063291139241%%,5.000000000000004%%,4.949367088607599%%,4.924050632911396%%,4.924050632911396%%,4.911392405063295%%,4.911392405063295%%
9,5.6571178821178805%%,4.830278802448629%%,4.917870547020462%%,5.2131089852824095%%,5.991895408362608%%,6.3566051248329805%%,6.301706454771084%%,5.883527864540525%%,5.583772767317077%%,5.373280727711114%%,5.1898734177215236%%,5.037974683544309%%,5.05063291139241%%,5.012658227848106%%,4.9620253164557%%,4.924050632911396%%,4.924050632911396%%,4.924050632911396%%,4.911392405063295%%,4.911392405063295%%
10,6.167460317460316%%,5.491622692539079%%,4.692717013613038%%,5.512609640288478%%,6.007935721288333%%,6.303148414327632%%,6.25091724841892%%,5.9191315014099875%%,5.5888036014618345%%,5.270392055202187%%,5.10305095748134%%,5.05063291139241%%,5.025316455696207%%,4.987341772151903%%,4.936708860759498%%,4.924050632911396%%,4.924050632911396%%,4.924050632911396%%,4.911392405063295%%,4.911392405063295%%
