,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,11.35%%,8.252380952380953%%,14.09047619047619%%,17.352380952380955%%,15.610714285714284%%,14.28095238095238%%,14.88452380952381%%,12.559523809523812%%,11.795238095238096%%,11.009920634920636%%,10.15634920634921%%,9.871031746031749%%,11.784126984126981%%,11.190079365079363%%,10.594444444444443%%,11.69642857142857%%,12.959920634920632%%,11.576587301587299%%,11.122619047619047%%,11.348412698412695%%
2,3.666666666666666%%,5.95952380952381%%,11.448809523809523%%,12.542063492063491%%,14.61309523809524%%,20.323809523809526%%,18.365079365079367%%,16.913888888888888%%,14.546428571428576%%,13.561111111111114%%,12.20714285714286%%,10.747222222222216%%,9.823412698412696%%,9.550793650793649%%,9.126587301587298%%,8.755952380952378%%,8.880555555555553%%,8.998015873015868%%,11.244047619047613%%,10.663888888888884%%
3,5.25%%,6.783333333333334%%,5.992857142857142%%,7.411904761904762%%,9.812698412698415%%,9.370238095238095%%,10.917460317460323%%,10.63492063492064%%,11.717063492063492%%,16.06428571428571%%,15.244841269841265%%,14.657936507936506%%,14.209920634920628%%,15.392857142857137%%,14.525793650793641%%,13.680158730158723%%,13.13214285714285%%,11.82698412698412%%,12.551190476190468%%,11.706746031746027%%
4,0.0%%,4.749999999999999%%,7.804761904761905%%,12.926190476190476%%,11.270238095238096%%,17.451984126984122%%,18.253968253968253%%,17.87420634920635%%,17.61031746031746%%,18.479761904761904%%,18.433333333333334%%,17.999206349206347%%,16.80753968253968%%,14.532539682539678%%,12.90992063492063%%,12.767857142857135%%,14.350396825396816%%,13.338492063492057%%,12.918650793650786%%,11.956746031746027%%
5,0.0%%,6.75%%,6.428571428571428%%,12.850396825396825%%,9.697222222222221%%,9.48531746031746%%,11.140079365079364%%,10.189285714285711%%,12.3281746031746%%,13.209126984126978%%,15.367460317460312%%,14.666666666666664%%,13.999206349206345%%,13.380158730158728%%,12.296428571428567%%,11.260714285714284%%,10.89166666666666%%,10.621031746031742%%,10.460317460317455%%,10.313492063492058%%
6,0.0%%,0.0%%,10.02738095238095%%,12.877380952380951%%,11.974603174603176%%,13.238095238095239%%,10.547222222222222%%,12.725793650793646%%,12.88611111111111%%,12.567857142857138%%,11.96150793650793%%,11.312698412698408%%,12.452777777777772%%,12.599206349206343%%,12.996825396825388%%,11.744047619047613%%,10.812301587301581%%,10.515079365079359%%,10.167857142857137%%,10.483333333333327%%
7,0.0%%,7.6%%,11.505158730158733%%,13.142063492063492%%,12.181746031746034%%,11.747619047619047%%,12.028968253968248%%,10.711904761904757%%,9.89365079365079%%,11.868650793650787%%,12.445238095238087%%,13.229761904761897%%,13.301190476190468%%,12.953968253968243%%,11.995634920634913%%,11.601190476190471%%,11.05119047619047%%,10.578968253968249%%,10.292857142857137%%,11.238888888888885%%
8,0.0%%,5.266666666666667%%,10.645238095238096%%,7.496825396825395%%,9.578571428571431%%,13.269841269841267%%,11.20714285714285%%,9.43769841269841%%,10.205952380952375%%,8.948809523809519%%,10.064285714285706%%,10.80198412698412%%,12.907539682539674%%,13.163492063492058%%,12.635714285714279%%,13.644444444444439%%,12.549999999999994%%,11.347222222222218%%,10.744444444444442%%,10.577777777777776%%
9,0.0%%,9.200000000000001%%,7.195238095238096%%,9.099603174603178%%,7.828968253968255%%,10.461507936507939%%,10.741269841269839%%,9.783730158730156%%,11.23928571428571%%,11.015476190476186%%,12.302380952380945%%,11.645634920634912%%,11.026587301587295%%,11.285317460317453%%,11.305158730158725%%,10.656746031746026%%,11.20555555555555%%,10.658333333333328%%,10.313888888888883%%,10.05833333333333%%
10,0.0%%,0.0%%,11.572619047619046%%,11.24920634920635%%,9.115476190476189%%,11.089285714285714%%,10.656746031746032%%,11.069841269841268%%,12.585317460317453%%,12.915079365079357%%,12.234920634920625%%,12.540873015873006%%,10.420238095238089%%,10.017857142857137%%,9.849999999999993%%,10.077777777777772%%,10.097222222222216%%,10.347222222222218%%,10.324999999999996%%,10.18055555555555%%
