,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,94.02817460317459%%,94.15310245310243%%,92.64662837162834%%,92.03108892741245%%,92.2336864932453%%,92.37427221900907%%,92.56932919180699%%,92.91483938915961%%,93.1531787216886%%,93.07835493076644%%,93.02564946666979%%,93.07969791916412%%,92.97274804480439%%,93.06425069132598%%,93.19385185716628%%,93.31208475761431%%,93.31737576290533%%,93.3702579684191%%,93.40597225413339%%,93.40597225413339%%
2,90.00714285714287%%,94.23691863691863%%,93.96787051098198%%,93.33002572762632%%,93.77102741506258%%,94.10546604377876%%,94.42517323818105%%,94.37654237878505%%,94.79099210007443%%,94.83744825691957%%,94.88025158201383%%,95.03394548302053%%,95.32303989504213%%,95.38653937740106%%,95.36090472250811%%,95.34176707991847%%,95.34260741605293%%,95.34426562330323%%,95.2851168024846%%,95.2851168024846%%
3,91.66666666666666%%,94.02413419913422%%,94.06795859369387%%,94.0990917836893%%,94.36086282079147%%,94.7359050271546%%,95.30241942394028%%,95.25787805848863%%,95.19017306846314%%,95.1863192495773%%,95.25574301605995%%,95.51662954497057%%,95.50376698608682%%,95.57477372128868%%,95.62283127756992%%,95.59894108403961%%,95.61194082818604%%,95.64321773841031%%,95.64449978969236%%,95.64449978969236%%
4,79.25%%,95.39642857142857%%,92.84087162837163%%,93.75542575329725%%,94.83405057097876%%,95.14270882125822%%,95.4073587713186%%,95.26006810277336%%,95.20630174548141%%,95.34968033866049%%,95.56794964274019%%,95.75874057171801%%,95.75114276433825%%,95.8356716243636%%,95.83669803521973%%,95.77522470289576%%,95.79169006936112%%,95.79449688314352%%,95.79449688314352%%,95.79617755541243%%
5,65.63333333333334%%,91.35952380952382%%,93.3941586191586%%,94.39212763519366%%,94.96760218796311%%,95.77858590977642%%,95.88221939287565%%,95.93497283872748%%,95.65897385915625%%,95.59164306045217%%,95.77374755262663%%,95.87121793207847%%,95.88834153523028%%,95.89915390284627%%,95.829627452647%%,95.85328363507386%%,95.86446272455845%%,95.86446272455845%%,95.86446272455845%%,95.86588519966513%%
6,49.66666666666667%%,91.80714285714286%%,92.28506493506491%%,94.26479648662308%%,95.46677804071095%%,96.01297807142998%%,96.0304086988643%%,95.79870017284821%%,95.76840593511672%%,95.75277964492255%%,95.78357387124979%%,95.90356608462571%%,95.88330281044716%%,95.86935732898675%%,95.85399469763458%%,95.87785541516553%%,95.87785541516553%%,95.87785541516553%%,95.87785541516553%%,95.8792778902722%%
7,38.416666666666664%%,89.31666666666668%%,93.37741702741701%%,94.39646103380623%%,95.7306895408994%%,95.93970252262854%%,96.12843871606793%%,95.82366559197494%%,95.84549548060232%%,95.85146956565424%%,95.87126629602446%%,95.78348558546006%%,95.84816405316465%%,95.93221740104225%%,95.8979374242719%%,95.90050919966139%%,95.90050919966139%%,95.90050919966139%%,95.90050919966139%%,95.90185872732671%%
8,40.166666666666664%%,85.3%%,92.92356254856253%%,94.39987011612396%%,95.52461987104657%%,95.92431887298353%%,95.8501275796556%%,95.95254119735908%%,95.94623113344942%%,95.92871987031573%%,95.90625868605633%%,95.85302850871817%%,95.93407097174921%%,95.93968176841373%%,95.90563889381546%%,95.90821066920496%%,95.90821066920496%%,95.90821066920496%%,95.90821066920496%%,95.90956019687027%%
9,22.0%%,82.41666666666669%%,92.90512265512265%%,94.80226524570985%%,95.65175654710806%%,95.76971559191934%%,95.72296878077765%%,95.78540026024868%%,95.83123040126743%%,95.93179550492499%%,95.91383580067017%%,95.89418438369%%,95.9936174714433%%,95.9774196738761%%,95.93694520012178%%,95.909167422344%%,95.909167422344%%,95.91038693453913%%,95.91038693453913%%,95.91173646220444%%
10,12.0%%,76.5%%,91.29440836940834%%,94.30134829499481%%,95.14966235935273%%,95.70874331146513%%,96.0351009291701%%,95.97795950134352%%,95.88833067964262%%,95.83759384623667%%,95.80202102238349%%,95.813620677677%%,95.93688497855021%%,95.98604513057602%%,95.91159877390886%%,95.91231001146221%%,95.91231001146221%%,95.91352952365733%%,95.91352952365733%%,95.91487905132264%%
