,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,86.16666666666669%%,89.66666666666669%%,93.83333333333331%%,93.3488095238095%%,92.69047619047619%%,93.22142857142858%%,95.1059523809524%%,95.52261904761905%%,95.69484126984128%%,95.56984126984128%%,95.56984126984128%%,95.8654761904762%%,95.91666666666669%%,95.91666666666669%%,96.09523809523812%%,96.09523809523812%%,96.26702741702742%%,95.7670274170274%%,95.76424963924964%%,95.6059163059163%%
2,45.0%%,65.0%%,89.16666666666669%%,95.13095238095238%%,97.27261904761905%%,96.98531746031748%%,96.80436507936508%%,97.67453102453102%%,97.31904761904761%%,97.28210678210678%%,97.08701298701295%%,96.83026695526692%%,96.73935786435783%%,97.11651126651124%%,97.27783050283045%%,97.52096237096231%%,97.43403263403259%%,97.43403263403259%%,97.13387723387721%%,96.9783827283827%%
3,21.5%%,36.0%%,63.0%%,93.7%%,96.68095238095236%%,96.13809523809522%%,96.09642857142858%%,95.93730158730159%%,96.22611832611835%%,95.83405483405484%%,96.1011183261183%%,96.79908702408702%%,97.04433899433896%%,97.16578976578974%%,96.97596847596844%%,96.80451492951492%%,96.92900571650571%%,96.90490820668835%%,96.98755807316176%%,96.91841765475665%%
4,5.0%%,28.5%%,66.16666666666667%%,87.75%%,96.31666666666666%%,96.96825396825396%%,96.6686507936508%%,97.01461038961041%%,96.39354256854259%%,96.65155122655122%%,96.8388528138528%%,96.67473637473636%%,96.96352813852809%%,97.17432387873563%%,97.19877818260169%%,97.26749141381497%%,97.22459280915163%%,97.21891515347397%%,97.2906487131719%%,97.1036122589141%%
5,11.5%%,50.91666666666667%%,74.13333333333334%%,96.87261904761904%%,96.80829725829724%%,96.73315295815293%%,96.61170218670217%%,96.59776889776887%%,96.8106365856366%%,97.11503219003218%%,97.45612818553995%%,97.44855242796419%%,97.5331812795048%%,97.38133451515804%%,97.40341388917241%%,97.38254284844841%%,97.43904439643606%%,97.27708203389321%%,97.1372567448032%%,96.99210365657737%%
6,5.0%%,40.5%%,89.55%%,95.46190476190478%%,95.3857142857143%%,95.86064213564212%%,95.88811743811742%%,96.55943778443776%%,97.12174908424907%%,97.11616732940263%%,97.15094864286043%%,97.11444446076798%%,97.29009150893826%%,97.53975481432911%%,97.6061512661745%%,97.34423752631959%%,97.35429613815839%%,97.36209589773834%%,97.32434527117192%%,97.28340014818346%%
7,0.0%%,57.66666666666666%%,80.63333333333333%%,96.4686507936508%%,96.2280303030303%%,96.30477439227438%%,96.56721889221888%%,96.86776001776003%%,96.9965666686255%%,97.17113721761554%%,97.23877230011132%%,97.24000560842664%%,97.22521894600064%%,97.23218779414601%%,97.38662006638015%%,97.38903333938165%%,97.29827964862795%%,97.25091122757534%%,97.28319683412565%%,97.3361483588651%%
8,3.0%%,46.0%%,86.7%%,96.17857142857143%%,96.12619047619046%%,96.65273337773334%%,96.1361777111777%%,96.33791625041626%%,96.75839438339439%%,97.04680654313007%%,96.91951835144559%%,96.94439712764013%%,97.17451013468815%%,97.25357535051812%%,97.53204596830763%%,97.60084357506962%%,97.5124796728899%%,97.52438504907546%%,97.52438504907546%%,97.46345945076598%%
9,1.0%%,32.166666666666664%%,77.68333333333334%%,94.67698412698414%%,96.20826118326119%%,97.02399267399264%%,96.73822011322011%%,97.11267621267619%%,97.17670858553214%%,97.28414045105222%%,97.22135658459189%%,97.2557122229336%%,97.27458583298369%%,97.25169267437067%%,97.47498268415451%%,97.33196289864247%%,97.3627871053955%%,97.37290468819108%%,97.39545287014329%%,97.40517509236551%%
10,0.0%%,14.0%%,74.88333333333333%%,97.63809523809523%%,97.32301587301585%%,96.84329281829278%%,96.75655455655453%%,96.96154694978225%%,97.22860448375151%%,97.3141908573023%%,97.10256082067227%%,97.10891094629487%%,97.19856206315184%%,97.33437480132527%%,97.40725690288386%%,97.3792968512396%%,97.22043339357582%%,97.23391378573268%%,97.243625608138%%,97.3261074065254%%
