,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,92.0833333333333%%,92.00444555444554%%,90.42938206873963%%,88.96188927377344%%,89.36072425803113%%,90.4800310204713%%,90.22586917609918%%,90.79666580915132%%,91.28787330330555%%,91.4618313970403%%,91.07136935114617%%,91.23875914582227%%,91.23356899083227%%,91.19780406430334%%,91.43632960596605%%,91.3703064436184%%,91.28311238767435%%,91.32568699826886%%,91.32568699826886%%,91.29443699826886%%
2,94.54166666666666%%,91.62677632824689%%,92.26000357801911%%,91.79247165349626%%,92.32319019186406%%,93.46644611100064%%,93.47928978332631%%,93.15584654768058%%,93.63737386909703%%,93.46060230058146%%,93.20379962562056%%,93.40971640623688%%,93.52911502199744%%,93.41544344907425%%,93.41114180145536%%,93.48332340788615%%,93.42960234681213%%,93.53819870010628%%,93.53819870010628%%,93.51779053684096%%
3,96.24047619047619%%,95.09683111006638%%,92.40864757933176%%,92.69198186502241%%,93.29631944315688%%,93.3188145554194%%,93.59623863013223%%,93.43776534770087%%,93.60668802272275%%,93.6981961600147%%,93.71038956082475%%,93.81669621200835%%,93.78030588869485%%,93.68534301369996%%,93.73491835385073%%,93.78149219651583%%,93.83406001043933%%,93.86109327492804%%,93.90400184331345%%,93.9054629771533%%
4,96.50238095238096%%,94.92440188810157%%,91.90599945719913%%,91.13775774693796%%,92.73310962536173%%,92.91666364419738%%,92.99554453796627%%,93.12538599371979%%,93.48566084467947%%,93.75958856980043%%,93.71329765191852%%,93.88544403202384%%,93.84165468191426%%,93.83965709619984%%,93.91785546555177%%,93.97601625104058%%,93.96017011919314%%,93.96017011919314%%,94.002251219878%%,94.002251219878%%
5,84.00000000000001%%,93.54523809523809%%,91.00407537938496%%,92.51474169565303%%,93.10148245934815%%,93.69140773381598%%,93.91386113492504%%,93.74934482040615%%,93.76572627039279%%,93.85590589049525%%,93.96636938355448%%,94.01641919754086%%,94.00810401968461%%,94.05792107394143%%,94.07269876025083%%,94.0603985767119%%,94.06336185867485%%,94.0832899731537%%,94.0832899731537%%,94.0832899731537%%
6,66.91666666666666%%,93.9225468975469%%,91.2587463750709%%,91.82790613084985%%,92.69509974260623%%,93.4479742036019%%,93.74645965906888%%,93.75788629671962%%,93.86036757953306%%,94.00800378668319%%,93.99268714900072%%,94.00214285735518%%,94.06877728875423%%,94.06121468175955%%,94.06326026913537%%,94.06326026913537%%,94.06439021263819%%,94.06439021263819%%,94.06439021263819%%,94.06439021263819%%
7,68.66666666666667%%,92.98809523809523%%,90.76975446630513%%,91.60707321309306%%,92.86615862755006%%,93.63130344347181%%,93.90310148302821%%,93.92317696650599%%,93.97597030938215%%,94.04385044522341%%,94.04674965531524%%,94.0981272450362%%,94.09350864129394%%,94.09690074223595%%,94.09690074223595%%,94.09690074223595%%,94.09690074223595%%,94.09690074223595%%,94.09690074223595%%,94.09690074223595%%
8,65.0%%,89.01666666666667%%,91.66101991833415%%,91.56876606740352%%,92.76273617083216%%,93.8353644265474%%,94.08879847460535%%,93.93847980267715%%,93.9214143192571%%,93.98237965692853%%,93.91723472115163%%,93.9725558716079%%,94.0119558779526%%,94.08093399260183%%,94.10302007791486%%,94.10866748511806%%,94.11054718436618%%,94.11054718436618%%,94.11054718436618%%,94.11054718436618%%
9,34.0%%,93.81309523809524%%,90.33382849091058%%,91.7912361737298%%,93.01842364826194%%,93.53430859204292%%,93.78527027622516%%,93.89952598434662%%,93.9540857334722%%,94.00183623476512%%,94.06738402568578%%,94.09277532924621%%,94.09434174528631%%,94.09434174528631%%,94.09622144453442%%,94.09768257837428%%,94.09768257837428%%,94.09768257837428%%,94.09768257837428%%,94.09768257837428%%
10,24.0%%,71.33333333333333%%,91.06616578296143%%,92.11209470198197%%,92.94776531616837%%,93.56662790765408%%,93.91962300773666%%,93.98538360787684%%,94.05104617937823%%,94.05788204131233%%,94.04955330485714%%,94.08322619676433%%,94.08479261280443%%,94.08479261280443%%,94.08806862867695%%,94.08806862867695%%,94.08806862867695%%,94.08806862867695%%,94.08806862867695%%,94.08806862867695%%
