,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,12.360485822172743%%,12.550004415019949%%,11.968113611118888%%,11.812697971508133%%,13.328990091732335%%,13.908049409514511%%,14.522503402861615%%,15.158572969890434%%,14.932506026618302%%,13.976452450503091%%,13.691021583901328%%,14.219672995780597%%,13.724342745861739%%,13.46745780590718%%,13.353846153846163%%,13.215080331061351%%,13.177105647517044%%,13.315713242453754%%,13.302738558909448%%,13.264922103213246%%
2,12.020523057420958%%,10.732651827996749%%,11.425754078072039%%,12.455879298050675%%,14.094504031603456%%,14.674089580967323%%,15.300210216615959%%,15.341110199482971%%,14.822504405432467%%,14.544270378189433%%,14.116980804006126%%,14.112788055826028%%,13.81759980525803%%,13.639240506329111%%,13.563765822784807%%,13.412658227848102%%,13.374683544303796%%,13.336867088607594%%,13.28623417721519%%,13.235601265822783%%
3,14.829137584607702%%,12.64442473884114%%,13.441040525299513%%,14.029499304972877%%,14.950581162757647%%,15.726833669483506%%,15.445953961650183%%,14.577631241731847%%,14.059897331183144%%,13.609132520266762%%,13.30143216488153%%,13.286035378123989%%,13.114524505030834%%,13.036639889646219%%,13.184493670886077%%,13.121835443037975%%,13.084018987341773%%,13.008386075949366%%,13.046202531645568%%,13.096835443037971%%
4,11.632393174421036%%,11.504920730427338%%,11.35317342110228%%,13.208783462825625%%,14.830268215931524%%,15.346343678444084%%,15.54950442961437%%,14.345983061464414%%,13.993182819290423%%,13.508426172983132%%,13.312299989040499%%,13.032367737747485%%,13.087264686790004%%,13.22231012658228%%,13.209493670886078%%,13.109018987341774%%,13.058702531645567%%,13.008227848101262%%,12.995569620253164%%,13.033544303797466%%
5,16.281840381840382%%,10.144614116430962%%,11.928317055960258%%,13.666858788353897%%,15.703982081993974%%,16.220724942231683%%,15.712945812237956%%,14.701151987586034%%,14.092717936072379%%,13.691258056289705%%,13.32426850575585%%,13.144871794871795%%,13.111643946770533%%,13.133069620253169%%,13.044778481012662%%,13.006803797468356%%,12.969145569620254%%,12.994462025316455%%,12.969145569620252%%,12.956487341772151%%
6,26.184163059163065%%,10.85920627344371%%,11.31569605497421%%,14.885968502313826%%,16.34215493766591%%,16.25379500025682%%,15.434557614256146%%,14.390873267305654%%,13.959791504853138%%,13.781527017286521%%,13.223536221162808%%,13.1122620522937%%,13.072362869198313%%,13.15822784810127%%,13.070094936708863%%,13.006803797468356%%,13.007120253164555%%,12.969145569620252%%,12.969145569620252%%,12.956487341772151%%
7,23.46948051948052%%,12.097159127991853%%,10.844322747313159%%,13.831622550950465%%,15.906087056128293%%,16.273014097379637%%,15.219466038609955%%,14.585309410221146%%,13.985404263735383%%,13.762525027714906%%,13.365338775148901%%,13.170245050308345%%,13.322468354430383%%,13.284810126582279%%,13.184018987341775%%,13.07009493670886%%,13.007120253164555%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%
8,39.11666666666668%%,12.903064981226576%%,10.736125290342189%%,13.375971643931555%%,15.303232560744215%%,16.277327816390958%%,15.126205486508622%%,14.605464041843131%%,14.32208867082286%%,13.987514542419614%%,13.42101189949291%%,13.30803310613437%%,13.423259493670889%%,13.272310126582278%%,13.234493670886076%%,13.04493670886076%%,12.981803797468354%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%
9,12.666666666666668%%,13.066006460162127%%,12.702660102394214%%,12.705892393300086%%,15.368949665106381%%,15.564374297923639%%,15.181329987992218%%,14.652023665319811%%,14.49847209752274%%,13.856025040360487%%,13.334095387734628%%,13.284156929568326%%,13.35996835443038%%,13.297310126582278%%,13.15870253164557%%,13.019778481012656%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%
10,15.80952380952381%%,17.107874070374063%%,11.22979661320594%%,12.781096504687246%%,15.294870772975344%%,15.613796574426672%%,15.200670565247517%%,14.590385070736518%%,14.333589081915209%%,13.805326898839564%%,13.256476540337301%%,13.2093070431678%%,13.360284810126581%%,13.234493670886076%%,13.133544303797466%%,13.032436708860759%%,12.981803797468354%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%
11,8.476190476190476%%,17.55366973497778%%,11.616290249749307%%,13.380008670569739%%,14.819176128937485%%,14.20295161763441%%,14.894569316561332%%,14.930192262212602%%,14.27207175735658%%,13.800784816449381%%,13.207184956393817%%,13.222285783836417%%,13.397943037974683%%,13.284810126582279%%,13.146202531645569%%,12.969145569620252%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%
12,5.25%%,17.298359973359968%%,12.110491830167168%%,14.510145891470312%%,14.740580173719518%%,13.788888417819123%%,14.529689439710525%%,14.847521800872915%%,14.30554039842016%%,13.685672291843186%%,13.114789429979307%%,13.211846802986045%%,13.397943037974683%%,13.208860759493671%%,13.120886075949368%%,12.981803797468356%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%
13,0.0%%,16.044687257187256%%,12.66459903892311%%,14.565428523810102%%,14.806593396702475%%,13.560629059786159%%,14.257899311612665%%,14.798011995222202%%,14.21845696497596%%,13.472634011558064%%,13.018211746059853%%,13.057558422590064%%,13.296835443037974%%,13.196360759493668%%,13.121044303797468%%,12.969145569620252%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%
14,0.0%%,16.712549950049947%%,13.286811472517147%%,14.848397287323696%%,14.65266347583479%%,14.074518029337577%%,14.041576899356642%%,14.909265598381205%%,14.448136290757889%%,13.398408395402068%%,12.950409716865416%%,13.02477280103862%%,13.273296007789677%%,13.183860759493669%%,13.120886075949368%%,12.981803797468356%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%
15,0.0%%,15.079397399985638%%,11.930818195694263%%,14.972686057501974%%,14.634644915031645%%,14.032398008343296%%,14.040364917739549%%,14.758792034081859%%,14.479886951822339%%,13.440702809848379%%,12.93911684307254%%,12.96119112954556%%,13.223296007789678%%,13.171202531645568%%,13.04509493670886%%,12.969145569620252%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%
16,0.0%%,13.931586877175107%%,11.978506335803266%%,14.79931039117364%%,15.329127444837702%%,14.39782418420808%%,14.33915515275322%%,14.49248951914176%%,14.47000459567083%%,13.473991040604966%%,13.02479472004789%%,12.973892405063289%%,13.197979552093475%%,13.158544303797466%%,13.019778481012658%%,12.969145569620252%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%
17,0.0%%,12.239228826728827%%,11.62269638264997%%,14.346136750065943%%,14.836952409570477%%,14.363459871056268%%,14.276344107535097%%,14.696786910069735%%,14.269156900727532%%,13.346916848973814%%,12.926275886560699%%,13.072189835480975%%,13.411234177215187%%,13.095411392405062%%,12.981803797468356%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%
18,0.0%%,12.400881063381064%%,11.025355912676277%%,13.939417482477841%%,14.952402434381177%%,14.684624029746042%%,14.443865100381764%%,14.779357777465714%%,14.466930737483708%%,13.323946728377118%%,13.014905189746962%%,13.181660586249192%%,13.461708860759494%%,13.032120253164555%%,12.981803797468356%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%
19,0.0%%,14.22532092090915%%,11.290461165133268%%,15.068919276273675%%,14.785299727791855%%,14.551231195136412%%,14.595893779894404%%,14.737504636713508%%,14.40900979433625%%,13.457998369607301%%,13.23992953249282%%,13.715129016553067%%,13.486867088607594%%,13.019778481012658%%,12.981803797468356%%,12.969145569620252%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%
20,0.0%%,14.7101023976024%%,11.420931863395984%%,15.344843511531026%%,15.408896249035397%%,14.583898180830431%%,15.230914660038895%%,15.201430041200204%%,14.43380741787639%%,13.529159448146794%%,13.378193852560944%%,13.772914638104512%%,13.524841772151897%%,13.019778481012656%%,12.994462025316457%%,12.969145569620252%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%,12.956487341772151%%
