,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.366666666666667%%,13.98333333333333%%,16.399999999999995%%,14.85%%,18.299999999999997%%,19.766666666666666%%,19.2%%,20.466666666666665%%,20.93333333333333%%,20.81666666666667%%,20.4%%,20.4%%,19.8%%,19.4%%,19.2%%,19.2%%,19.0%%,19.6%%,20.0%%,20.0%%
2,3.666666666666666%%,6.7%%,16.533333333333328%%,16.799999999999997%%,17.116666666666664%%,19.21666666666667%%,21.78333333333333%%,20.93333333333333%%,20.5%%,19.6%%,19.65%%,20.65%%,20.6%%,20.4%%,20.4%%,20.0%%,20.0%%,20.0%%,20.0%%,20.0%%
3,10.666666666666668%%,24.566666666666674%%,24.016666666666673%%,20.03333333333333%%,22.63333333333333%%,23.66666666666667%%,22.41666666666667%%,20.4%%,20.0%%,19.55%%,19.05%%,19.7%%,20.0%%,19.8%%,20.2%%,20.0%%,20.0%%,20.0%%,20.0%%,20.0%%
4,3.833333333333333%%,23.083333333333336%%,20.83333333333333%%,20.78333333333333%%,21.75%%,23.55%%,23.23333333333333%%,20.83333333333333%%,19.833333333333332%%,19.65%%,19.3%%,18.95%%,20.0%%,20.4%%,20.2%%,20.0%%,20.0%%,20.0%%,20.0%%,20.0%%
5,6.166666666666666%%,11.916666666666668%%,23.416666666666664%%,22.93333333333333%%,23.766666666666666%%,24.766666666666666%%,23.78333333333333%%,21.43333333333333%%,19.983333333333334%%,19.15%%,19.15%%,19.9%%,19.65%%,20.4%%,20.2%%,20.2%%,20.0%%,20.0%%,20.0%%,20.0%%
6,4.666666666666666%%,8.833333333333334%%,16.33333333333333%%,26.33333333333333%%,24.48333333333333%%,23.716666666666665%%,22.98333333333333%%,21.08333333333333%%,19.733333333333334%%,19.35%%,19.6%%,19.9%%,19.85%%,20.2%%,20.2%%,20.0%%,20.0%%,20.0%%,20.0%%,20.0%%
7,3.666666666666666%%,9.166666666666668%%,16.066666666666666%%,24.849999999999994%%,24.88333333333333%%,24.16666666666667%%,22.98333333333333%%,21.08333333333333%%,20.383333333333333%%,19.75%%,20.0%%,19.9%%,20.4%%,20.2%%,20.2%%,20.0%%,20.0%%,20.0%%,20.0%%,20.0%%
8,1.5%%,8.166666666666666%%,19.33333333333333%%,24.0%%,24.383333333333336%%,23.65%%,22.78333333333333%%,21.25%%,19.8%%,20.75%%,20.05%%,19.9%%,20.05%%,20.4%%,20.2%%,20.2%%,20.0%%,20.0%%,20.0%%,20.0%%
9,3.666666666666666%%,4.166666666666666%%,19.849999999999994%%,21.149999999999995%%,21.449999999999996%%,22.266666666666666%%,24.06666666666667%%,21.23333333333333%%,20.2%%,20.8%%,20.3%%,19.7%%,20.4%%,20.2%%,20.2%%,20.2%%,20.0%%,20.0%%,20.0%%,20.0%%
10,3.833333333333333%%,4.499999999999999%%,18.433333333333326%%,19.799999999999997%%,21.583333333333336%%,21.75%%,23.88333333333333%%,21.35%%,20.7%%,20.6%%,20.15%%,19.5%%,20.0%%,20.4%%,20.2%%,20.2%%,20.0%%,20.0%%,20.0%%,20.0%%
11,4.166666666666666%%,8.666666666666666%%,12.816666666666665%%,19.049999999999997%%,21.466666666666665%%,21.13333333333333%%,22.466666666666665%%,21.5%%,20.05%%,20.6%%,20.0%%,19.7%%,20.2%%,20.2%%,20.2%%,20.2%%,20.0%%,20.0%%,20.0%%,20.0%%
12,0.0%%,5.833333333333332%%,13.299999999999997%%,20.249999999999996%%,21.399999999999995%%,19.566666666666666%%,23.08333333333333%%,22.0%%,20.4%%,20.4%%,20.05%%,19.75%%,20.05%%,20.4%%,20.2%%,20.0%%,20.0%%,20.0%%,20.0%%,20.0%%
13,0.0%%,3.333333333333333%%,12.05%%,18.45%%,21.48333333333333%%,19.28333333333333%%,22.316666666666666%%,21.73333333333333%%,20.6%%,20.8%%,19.9%%,19.55%%,19.8%%,20.4%%,20.2%%,20.0%%,20.0%%,20.0%%,20.0%%,20.0%%
14,0.0%%,3.8333333333333326%%,13.883333333333333%%,18.15%%,20.949999999999996%%,20.416666666666664%%,21.166666666666664%%,22.65%%,21.0%%,20.2%%,19.65%%,19.55%%,19.6%%,20.4%%,20.4%%,20.0%%,20.0%%,20.0%%,20.0%%,20.0%%
15,0.0%%,3.833333333333333%%,12.316666666666668%%,17.88333333333333%%,19.65%%,19.549999999999997%%,21.23333333333333%%,21.95%%,21.05%%,20.2%%,19.9%%,19.55%%,19.8%%,20.4%%,20.2%%,20.0%%,20.0%%,20.0%%,20.0%%,20.0%%
16,0.0%%,4.166666666666666%%,11.733333333333334%%,19.599999999999994%%,21.4%%,19.78333333333333%%,21.93333333333333%%,21.65%%,21.05%%,20.2%%,19.95%%,19.55%%,19.6%%,20.4%%,20.4%%,20.0%%,20.0%%,20.0%%,20.0%%,20.0%%
17,0.0%%,2.4999999999999996%%,13.200000000000003%%,19.08333333333333%%,20.68333333333333%%,20.166666666666664%%,20.58333333333333%%,21.85%%,20.65%%,20.2%%,19.75%%,19.9%%,19.8%%,20.4%%,20.2%%,20.0%%,20.0%%,20.0%%,20.0%%,20.0%%
18,0.0%%,2.916666666666666%%,11.1%%,18.88333333333333%%,20.23333333333333%%,20.866666666666664%%,21.333333333333336%%,22.15%%,20.85%%,20.2%%,19.7%%,19.5%%,20.4%%,20.4%%,20.4%%,20.0%%,20.0%%,20.0%%,20.0%%,20.0%%
19,0.0%%,2.166666666666666%%,10.050000000000002%%,19.849999999999994%%,20.53333333333333%%,21.28333333333333%%,21.500000000000004%%,22.15%%,21.3%%,20.25%%,19.95%%,20.35%%,20.4%%,20.4%%,20.2%%,20.0%%,20.0%%,20.0%%,20.0%%,20.0%%
20,0.0%%,2.9999999999999996%%,13.933333333333332%%,18.71666666666666%%,22.933333333333326%%,21.43333333333333%%,21.866666666666664%%,22.0%%,21.55%%,20.5%%,19.75%%,20.35%%,20.4%%,20.4%%,20.2%%,20.0%%,20.0%%,20.0%%,20.0%%,20.0%%
