10,7.511636995223617
20,13.880239290905998
30,19.543074929324163
40,25.060559911291058
50,31.042033830183318
60,35.8142337237084
70,39.19101888880506
80,43.02443519635867
90,47.258353973411765
100,50.108156049850216
110,52.40372316504106
120,55.10191369177954
130,56.911669772638106
140,59.230251058245315
150,59.54871061967243
160,62.707895104836425
170,63.642002138589866
180,65.62473969089262
190,66.48658501513466
200,68.7685841917675
210,68.10465924512982
220,69.96955089383438
230,70.04255170314643
240,72.37463843905775
250,73.54716013807199
260,73.77150590313046
270,73.71553722852295
280,73.91459269825167
290,74.12289088316874
300,74.73490812623612
310,74.02188844494066
320,75.75702971332336
330,76.59046849521087
340,76.10500420921794
350,76.5598711640473
