R,T,I,score
4,6,17,97.4642599660401%
4,6,18,97.34439743263269%
4,6,19,97.40461873008311%
4,6,20,97.24090605387045%
5,6,1,95.73650793650792%
5,6,2,96.79098679098679%
5,6,3,97.3374621293739%
5,6,4,96.83925755616934%
5,6,5,96.50043387984566%
5,6,6,96.62508808700758%
5,6,7,96.97630253733192%
5,6,8,96.6555281319987%
5,6,9,96.96060967326446%
5,6,10,97.00475905243705%
5,6,11,97.13377458025289%
5,6,12,97.15750306195352%
5,6,13,97.63535364704096%
5,6,14,97.67682216304507%
5,6,15,97.75050750762826%
5,6,16,97.65257294305283%
5,6,17,97.53823530700467%
5,6,18,97.59911568479681%
5,6,19,97.59056912729513%
5,6,20,97.51794185776387%
6,6,1,95.3518759018759%
6,6,2,97.16483932733934%
6,6,3,97.36835197396341%
6,6,4,96.71333970467096%
6,6,5,97.29786639229361%
6,6,6,96.63984559901742%
6,6,7,97.13059588760053%
6,6,8,97.0538468626317%
6,6,9,97.24153076885278%
6,6,10,97.24098112929383%
6,6,11,97.35157927298022%
6,6,12,97.32615273873016%
6,6,13,97.44016878374462%
6,6,14,97.54334666881108%
6,6,15,97.38617149104766%
6,6,16,97.47121843155126%
6,6,17,97.40550205728226%
6,6,18,97.45395714107016%
6,6,19,97.48436649779532%
6,6,20,97.48763447165153%
7,6,1,95.36271228771227%
7,6,2,97.23012379777083%
7,6,3,97.05937945353583%
7,6,4,96.79599732912426%
7,6,5,97.20469928678135%
7,6,6,97.2092480103316%
7,6,7,97.34677089336536%
7,6,8,97.33902299540846%
7,6,9,97.40792502990648%
7,6,10,97.4268923199264%
7,6,11,97.46938681373669%
7,6,12,97.421391826268%
7,6,13,97.44088848458047%
7,6,14,97.46245281206582%
7,6,15,97.46572078592204%
7,6,16,97.47356392317695%
7,6,17,97.3885847640492%
7,6,18,97.43824076680116%
7,6,19,97.44613014264719%
7,6,20,97.44613014264719%
8,6,1,95.22905427905425%
8,6,2,96.98545865898807%
8,6,3,96.7290284792607%
8,6,4,96.58652962964108%
8,6,5,97.21726186180521%
8,6,6,97.34626267265588%
8,6,7,97.3240597294003%
8,6,8,97.48541993352366%
8,6,9,97.43386334597635%
8,6,10,97.45370523009842%
8,6,11,97.47356392317695%
8,6,12,97.39028218943082%
8,6,13,97.41216041440501%
8,6,14,97.41542838826122%
8,6,15,97.41542838826122%
8,6,16,97.41910485884947%
8,6,17,97.41695649551689%
8,6,18,97.46354232283028%
8,6,19,97.45618938165379%
8,6,20,97.45618938165379%
9,6,1,95.476196026196%
9,6,2,96.93773355127841%
9,6,3,96.88101652819147%
9,6,4,96.5710036824201%
9,6,5,97.2770084189976%
9,6,6,97.33640752951901%
9,6,7,97.37220412886049%
9,6,8,97.37781759434237%
9,6,9,97.46730172132649%
9,6,10,97.48793602768063%
9,6,11,97.42433953645255%
9,6,12,97.41432491656951%
9,6,13,97.42960269434728%
9,6,14,97.42960269434728%
9,6,15,97.42960269434728%
9,6,16,97.42960269434728%
9,6,17,97.46149431064292%
9,6,18,97.46884725181941%
9,6,19,97.46884725181941%
9,6,20,97.46884725181941%
10,6,1,95.47950382950381%
10,6,2,96.99890032568048%
10,6,3,97.06035495722028%
10,6,4,97.01341506790425%
10,6,5,97.2944747375088%
10,6,6,97.41380813888554%
10,6,7,97.41907129678029%
10,6,8,97.40063505465983%
10,6,9,97.41313505465983%
10,6,10,97.5189817793146%
10,6,11,97.46015824990285%
10,6,12,97.44314758598816%
10,6,13,97.42960269434728%
10,6,14,97.42960269434728%
10,6,15,97.46383472049109%
10,6,16,97.4609107438829%
10,6,17,97.46884725181941%
10,6,18,97.46884725181941%
10,6,19,97.46884725181941%
10,6,20,97.46884725181941%
11,6,1,95.51485736485736%
11,6,2,96.89101770692326%
11,6,3,97.23409520905652%
11,6,4,97.27781949302849%
11,6,5,97.37226494265971%
11,6,6,97.41911306787468%
11,6,7,97.42491924999666%
11,6,8,97.4113493403741%
11,6,9,97.4625392022838%
11,6,10,97.46621567287204%
11,6,11,97.46621567287204%
11,6,12,97.46329169626387%
11,6,13,97.46621567287204%
11,6,14,97.4625392022838%
11,6,15,97.46621567287204%
11,6,16,97.46621567287204%
11,6,17,97.46884725181941%
11,6,18,97.46884725181941%
11,6,19,97.46884725181941%
11,6,20,97.46884725181941%
12,6,1,95.69535187035184%
12,6,2,96.93743568952546%
12,6,3,97.29792843465447%
12,6,4,97.3473784299636%
12,6,5,97.40377079061291%
12,6,6,97.42591131348871%
12,6,7,97.45161097931998%
12,6,8,97.4326200416371%
12,6,9,97.46621567287204%
12,6,10,97.46621567287204%
12,6,11,97.46621567287204%
12,6,12,97.46621567287204%
12,6,13,97.46621567287204%
12,6,14,97.46621567287204%
12,6,15,97.46621567287204%
12,6,16,97.46621567287204%
12,6,17,97.46884725181941%
12,6,18,97.46884725181941%
12,6,19,97.46884725181941%
12,6,20,97.46884725181941%
13,6,1,95.7698329448329%
13,6,2,96.99150090535541%
13,6,3,97.2351866442811%
13,6,4,97.40739304984663%
13,6,5,97.40961874382927%
13,6,6,97.44868700271178%
13,6,7,97.45161097931998%
13,6,8,97.43525162058445%
13,6,9,97.46621567287204%
13,6,10,97.46621567287204%
13,6,11,97.46621567287204%
13,6,12,97.46621567287204%
13,6,13,97.46621567287204%
13,6,14,97.46621567287204%
13,6,15,97.46621567287204%
13,6,16,97.46621567287204%
13,6,17,97.46884725181941%
13,6,18,97.46884725181941%
13,6,19,97.46884725181941%
13,6,20,97.46884725181941%
14,6,1,95.7698329448329%
14,6,2,96.93962182038807%
14,6,3,97.24253958545756%
14,6,4,97.34372246690359%
14,6,5,97.43543450873172%
14,6,6,97.44868700271178%
14,6,7,97.45161097931998%
14,6,8,97.45961522567562%
14,6,9,97.46621567287204%
14,6,10,97.46621567287204%
14,6,11,97.46621567287204%
14,6,12,97.46621567287204%
14,6,13,97.46621567287204%
14,6,14,97.46621567287204%
14,6,15,97.46621567287204%
14,6,16,97.46621567287204%
14,6,17,97.46884725181941%
14,6,18,97.46884725181941%
14,6,19,97.46884725181941%
14,6,20,97.46884725181941%
15,6,1,95.88566433566432%
15,6,2,97.06356171348432%
15,6,3,97.30101911762131%
15,6,4,97.42167054222008%
15,6,5,97.4427874499082%
15,6,6,97.44868700271178%
15,6,7,97.45161097931998%
15,6,8,97.4625392022838%
15,6,9,97.46621567287204%
15,6,10,97.46621567287204%
15,6,11,97.46621567287204%
15,6,12,97.46621567287204%
15,6,13,97.46621567287204%
15,6,14,97.46621567287204%
15,6,15,97.46621567287204%
15,6,16,97.46621567287204%
15,6,17,97.46884725181941%
15,6,18,97.46884725181941%
15,6,19,97.46884725181941%
15,6,20,97.46884725181941%
16,6,1,95.88566433566432%
16,6,2,97.20101786328568%
16,6,3,97.33868880087923%
16,6,4,97.46972634348796%
16,6,5,97.4427874499082%
16,6,6,97.44868700271178%
16,6,7,97.45161097931998%
16,6,8,97.46621567287204%
16,6,9,97.46621567287204%
16,6,10,97.46621567287204%
16,6,11,97.46621567287204%
16,6,12,97.46621567287204%
16,6,13,97.46621567287204%
16,6,14,97.46621567287204%
16,6,15,97.46621567287204%
16,6,16,97.46621567287204%
16,6,17,97.46884725181941%
16,6,18,97.46884725181941%
16,6,19,97.46884725181941%
16,6,20,97.46884725181941%
17,6,1,95.78566433566431%
17,6,2,97.20101786328568%
17,6,3,97.42485151157754%
17,6,4,97.4170947645406%
17,6,5,97.4427874499082%
17,6,6,97.44868700271178%
17,6,7,97.45161097931998%
17,6,8,97.46621567287204%
17,6,9,97.46621567287204%
17,6,10,97.46621567287204%
17,6,11,97.46621567287204%
17,6,12,97.46621567287204%
17,6,13,97.46621567287204%
17,6,14,97.46621567287204%
17,6,15,97.46621567287204%
17,6,16,97.46621567287204%
17,6,17,97.46884725181941%
17,6,18,97.46884725181941%
17,6,19,97.46884725181941%
17,6,20,97.46884725181941%
18,6,1,95.78566433566431%
18,6,2,97.24667612659101%
18,6,3,97.42811948543374%
18,6,4,97.4170947645406%
18,6,5,97.4460554237644%
18,6,6,97.44868700271178%
18,6,7,97.45161097931998%
18,6,8,97.46621567287204%
18,6,9,97.46621567287204%
18,6,10,97.46621567287204%
18,6,11,97.46621567287204%
18,6,12,97.46621567287204%
18,6,13,97.46621567287204%
18,6,14,97.46621567287204%
18,6,15,97.46621567287204%
18,6,16,97.46621567287204%
18,6,17,97.46884725181941%
18,6,18,97.46884725181941%
18,6,19,97.46884725181941%
18,6,20,97.46884725181941%
19,6,1,95.78566433566431%
19,6,2,97.24667612659101%
19,6,3,97.37916437707462%
19,6,4,97.42562589629156%
19,6,5,97.4460554237644%
19,6,6,97.44868700271178%
19,6,7,97.45161097931998%
19,6,8,97.46621567287204%
19,6,9,97.46621567287204%
19,6,10,97.46621567287204%
19,6,11,97.46621567287204%
19,6,12,97.46621567287204%
19,6,13,97.46621567287204%
19,6,14,97.46621567287204%
19,6,15,97.46621567287204%
19,6,16,97.46621567287204%
19,6,17,97.46884725181941%
19,6,18,97.46884725181941%
19,6,19,97.46884725181941%
19,6,20,97.46884725181941%
20,6,1,95.78566433566431%
20,6,2,97.24667612659101%
20,6,3,97.38442753496936%
20,6,4,97.42562589629156%
20,6,5,97.4460554237644%
20,6,6,97.44868700271178%
20,6,7,97.45161097931998%
20,6,8,97.46621567287204%
20,6,9,97.46621567287204%
20,6,10,97.46621567287204%
20,6,11,97.46621567287204%
20,6,12,97.46621567287204%
20,6,13,97.46621567287204%
20,6,14,97.46621567287204%
20,6,15,97.46621567287204%
20,6,16,97.46621567287204%
20,6,17,97.46884725181941%
20,6,18,97.46884725181941%
20,6,19,97.46884725181941%
20,6,20,97.46884725181941%
