R,T,I,score
1,6,1,5.0%
1,6,2,5.0%
1,6,3,4.0%
1,6,4,2.0%
1,6,5,2.0%
1,6,6,1.0%
1,6,7,0.0%
1,6,8,1.0%
1,6,9,0.0%
1,6,10,0.0%
1,6,11,1.0%
1,6,12,0.0%
1,6,13,0.0%
1,6,14,0.0%
1,6,15,0.0%
1,6,16,0.0%
1,6,17,0.0%
1,6,18,0.0%
1,6,19,0.0%
1,6,20,0.0%
2,6,1,10.0%
2,6,2,11.0%
2,6,3,9.0%
2,6,4,7.0%
2,6,5,4.0%
2,6,6,2.0%
2,6,7,3.0%
2,6,8,1.0%
2,6,9,1.0%
2,6,10,1.0%
2,6,11,1.0%
2,6,12,3.0%
2,6,13,1.0%
2,6,14,1.0%
2,6,15,1.0%
2,6,16,1.0%
2,6,17,1.0%
2,6,18,1.0%
2,6,19,1.0%
2,6,20,1.0%
3,6,1,16.0%
3,6,2,19.0%
3,6,3,18.0%
3,6,4,18.0%
3,6,5,19.0%
3,6,6,13.0%
3,6,7,13.0%
3,6,8,13.0%
3,6,9,12.0%
3,6,10,10.0%
3,6,11,8.0%
3,6,12,8.0%
3,6,13,10.0%
3,6,14,9.0%
3,6,15,5.0%
3,6,16,5.0%
3,6,17,5.0%
3,6,18,4.0%
3,6,19,4.0%
3,6,20,6.0%
4,6,1,21.0%
4,6,2,24.0%
4,6,3,30.0%
4,6,4,33.0%
4,6,5,34.0%
4,6,6,31.0%
4,6,7,33.0%
4,6,8,33.0%
4,6,9,32.0%
4,6,10,25.0%
4,6,11,26.0%
4,6,12,22.0%
4,6,13,26.0%
4,6,14,25.0%
4,6,15,27.0%
4,6,16,26.0%
4,6,17,26.0%
4,6,18,23.0%
4,6,19,26.0%
4,6,20,23.0%
5,6,1,26.0%
5,6,2,37.0%
5,6,3,40.0%
5,6,4,49.0%
5,6,5,55.0%
5,6,6,64.0%
5,6,7,61.0%
5,6,8,58.0%
5,6,9,56.0%
5,6,10,54.0%
5,6,11,54.0%
5,6,12,55.0%
5,6,13,52.0%
5,6,14,51.0%
5,6,15,53.0%
5,6,16,50.0%
5,6,17,57.0%
5,6,18,53.0%
5,6,19,55.0%
5,6,20,59.0%
6,6,1,36.0%
6,6,2,51.0%
6,6,3,60.0%
6,6,4,70.0%
6,6,5,73.0%
6,6,6,77.0%
6,6,7,76.0%
6,6,8,76.0%
6,6,9,73.0%
6,6,10,71.0%
6,6,11,68.0%
6,6,12,71.0%
6,6,13,68.0%
6,6,14,70.0%
6,6,15,70.0%
6,6,16,72.0%
6,6,17,74.0%
6,6,18,74.0%
6,6,19,74.0%
6,6,20,75.0%
7,6,1,40.0%
7,6,2,59.0%
7,6,3,73.0%
7,6,4,80.0%
7,6,5,82.0%
7,6,6,83.0%
7,6,7,83.0%
7,6,8,84.0%
7,6,9,82.0%
7,6,10,85.0%
7,6,11,83.0%
7,6,12,84.0%
7,6,13,84.0%
7,6,14,84.0%
7,6,15,84.0%
7,6,16,85.0%
7,6,17,83.0%
7,6,18,85.0%
7,6,19,88.0%
7,6,20,86.0%
8,6,1,49.0%
8,6,2,63.0%
8,6,3,78.0%
8,6,4,81.0%
8,6,5,82.0%
8,6,6,84.0%
8,6,7,89.0%
8,6,8,89.0%
8,6,9,88.0%
8,6,10,89.0%
8,6,11,91.0%
8,6,12,90.0%
8,6,13,91.0%
8,6,14,94.0%
8,6,15,91.0%
8,6,16,90.0%
8,6,17,92.0%
8,6,18,93.0%
8,6,19,91.0%
8,6,20,92.0%
9,6,1,56.0%
9,6,2,70.0%
9,6,3,80.0%
9,6,4,83.0%
9,6,5,85.0%
9,6,6,89.0%
9,6,7,89.0%
9,6,8,94.0%
9,6,9,94.0%
9,6,10,94.0%
9,6,11,94.0%
9,6,12,94.0%
9,6,13,94.0%
9,6,14,94.0%
9,6,15,94.0%
9,6,16,94.0%
9,6,17,94.0%
9,6,18,94.0%
9,6,19,94.0%
9,6,20,94.0%
10,6,1,56.0%
10,6,2,74.0%
10,6,3,84.0%
10,6,4,85.0%
10,6,5,88.0%
10,6,6,92.0%
10,6,7,92.0%
10,6,8,94.0%
10,6,9,94.0%
10,6,10,94.0%
10,6,11,94.0%
10,6,12,94.0%
10,6,13,94.0%
10,6,14,94.0%
10,6,15,94.0%
10,6,16,94.0%
10,6,17,94.0%
10,6,18,94.0%
10,6,19,94.0%
10,6,20,94.0%
11,6,1,57.0%
11,6,2,75.0%
11,6,3,84.0%
11,6,4,85.0%
11,6,5,95.0%
11,6,6,94.0%
11,6,7,95.0%
11,6,8,94.0%
11,6,9,95.0%
11,6,10,94.0%
11,6,11,94.0%
11,6,12,94.0%
11,6,13,94.0%
11,6,14,94.0%
11,6,15,94.0%
11,6,16,94.0%
11,6,17,94.0%
11,6,18,94.0%
11,6,19,94.0%
11,6,20,94.0%
12,6,1,59.0%
12,6,2,78.0%
12,6,3,91.0%
12,6,4,94.0%
12,6,5,97.0%
12,6,6,97.0%
12,6,7,97.0%
12,6,8,96.0%
12,6,9,96.0%
12,6,10,96.0%
12,6,11,95.0%
12,6,12,96.0%
12,6,13,96.0%
12,6,14,95.0%
12,6,15,96.0%
12,6,16,94.0%
12,6,17,95.0%
12,6,18,96.0%
12,6,19,98.0%
12,6,20,98.0%
13,6,1,62.0%
13,6,2,83.0%
13,6,3,91.0%
13,6,4,95.0%
13,6,5,97.0%
13,6,6,97.0%
13,6,7,97.0%
13,6,8,97.0%
13,6,9,97.0%
13,6,10,97.0%
13,6,11,97.0%
13,6,12,97.0%
13,6,13,97.0%
13,6,14,97.0%
13,6,15,97.0%
13,6,16,97.0%
13,6,17,98.0%
13,6,18,100.0%
13,6,19,100.0%
13,6,20,100.0%
14,6,1,62.0%
14,6,2,84.0%
14,6,3,92.0%
14,6,4,97.0%
14,6,5,97.0%
14,6,6,98.0%
14,6,7,100.0%
14,6,8,100.0%
14,6,9,100.0%
14,6,10,100.0%
14,6,11,100.0%
14,6,12,100.0%
14,6,13,98.0%
14,6,14,99.0%
14,6,15,100.0%
14,6,16,98.0%
14,6,17,100.0%
14,6,18,100.0%
14,6,19,100.0%
14,6,20,100.0%
15,6,1,62.0%
15,6,2,86.0%
15,6,3,93.0%
15,6,4,98.0%
15,6,5,98.0%
15,6,6,100.0%
15,6,7,100.0%
15,6,8,100.0%
15,6,9,100.0%
15,6,10,100.0%
15,6,11,100.0%
15,6,12,100.0%
15,6,13,100.0%
15,6,14,100.0%
15,6,15,100.0%
15,6,16,100.0%
15,6,17,100.0%
15,6,18,100.0%
15,6,19,100.0%
15,6,20,100.0%
16,6,1,63.0%
16,6,2,86.0%
16,6,3,94.0%
16,6,4,100.0%
16,6,5,100.0%
16,6,6,100.0%
16,6,7,100.0%
16,6,8,100.0%
16,6,9,100.0%
16,6,10,100.0%
16,6,11,100.0%
16,6,12,100.0%
16,6,13,100.0%
16,6,14,100.0%
16,6,15,100.0%
16,6,16,100.0%
16,6,17,100.0%
16,6,18,100.0%
