R,T,I,score
1,6,1,6.0%
1,6,2,2.0%
1,6,3,1.0%
1,6,4,0.0%
1,6,5,0.0%
1,6,6,0.0%
1,6,7,0.0%
1,6,8,0.0%
1,6,9,0.0%
1,6,10,0.0%
1,6,11,0.0%
1,6,12,0.0%
1,6,13,0.0%
1,6,14,0.0%
1,6,15,0.0%
1,6,16,0.0%
1,6,17,0.0%
1,6,18,1.0%
1,6,19,1.0%
1,6,20,1.0%
2,6,1,8.0%
2,6,2,4.0%
2,6,3,1.0%
2,6,4,0.0%
2,6,5,1.0%
2,6,6,0.0%
2,6,7,1.0%
2,6,8,0.0%
2,6,9,1.0%
2,6,10,0.0%
2,6,11,3.0%
2,6,12,1.0%
2,6,13,1.0%
2,6,14,0.0%
2,6,15,0.0%
2,6,16,0.0%
2,6,17,1.0%
2,6,18,1.0%
2,6,19,1.0%
2,6,20,1.0%
3,6,1,16.0%
3,6,2,6.0%
3,6,3,2.0%
3,6,4,1.0%
3,6,5,8.0%
3,6,6,4.0%
3,6,7,6.0%
3,6,8,6.0%
3,6,9,5.0%
3,6,10,5.0%
3,6,11,6.0%
3,6,12,6.0%
3,6,13,7.0%
3,6,14,6.0%
3,6,15,5.0%
3,6,16,4.0%
3,6,17,3.0%
3,6,18,5.0%
3,6,19,3.0%
3,6,20,7.0%
4,6,1,17.0%
4,6,2,8.0%
4,6,3,10.0%
4,6,4,7.0%
4,6,5,19.0%
4,6,6,17.0%
4,6,7,15.0%
4,6,8,18.0%
4,6,9,21.0%
4,6,10,17.0%
4,6,11,17.0%
4,6,12,18.0%
4,6,13,18.0%
4,6,14,19.0%
4,6,15,16.0%
4,6,16,19.0%
4,6,17,18.0%
4,6,18,14.0%
4,6,19,19.0%
4,6,20,29.0%
5,6,1,18.0%
5,6,2,11.0%
5,6,3,13.0%
5,6,4,15.0%
5,6,5,31.0%
5,6,6,28.0%
5,6,7,29.0%
5,6,8,35.0%
5,6,9,30.0%
5,6,10,31.0%
5,6,11,28.0%
5,6,12,32.0%
5,6,13,37.0%
5,6,14,36.0%
5,6,15,39.0%
5,6,16,42.0%
5,6,17,41.0%
5,6,18,41.0%
5,6,19,49.0%
5,6,20,53.0%
6,6,1,25.0%
6,6,2,16.0%
6,6,3,16.0%
6,6,4,24.0%
6,6,5,35.0%
6,6,6,35.0%
6,6,7,45.0%
6,6,8,44.0%
6,6,9,39.0%
6,6,10,44.0%
6,6,11,37.0%
6,6,12,40.0%
6,6,13,45.0%
6,6,14,51.0%
6,6,15,51.0%
6,6,16,53.0%
6,6,17,51.0%
6,6,18,60.0%
6,6,19,59.0%
6,6,20,63.0%
7,6,1,27.0%
7,6,2,21.0%
7,6,3,20.0%
7,6,4,27.0%
7,6,5,42.0%
7,6,6,44.0%
7,6,7,48.0%
7,6,8,50.0%
7,6,9,47.0%
7,6,10,49.0%
7,6,11,47.0%
7,6,12,53.0%
7,6,13,51.0%
7,6,14,57.0%
7,6,15,53.0%
7,6,16,59.0%
7,6,17,62.0%
7,6,18,68.0%
7,6,19,70.0%
7,6,20,71.0%
8,6,1,29.0%
8,6,2,28.0%
8,6,3,22.0%
8,6,4,30.0%
8,6,5,48.0%
8,6,6,47.0%
8,6,7,53.0%
8,6,8,51.0%
8,6,9,53.0%
8,6,10,59.0%
8,6,11,58.0%
8,6,12,57.0%
8,6,13,60.0%
8,6,14,62.0%
8,6,15,55.0%
8,6,16,67.0%
8,6,17,71.0%
8,6,18,73.0%
8,6,19,73.0%
8,6,20,81.0%
9,6,1,34.0%
9,6,2,34.0%
9,6,3,27.0%
9,6,4,39.0%
9,6,5,52.0%
9,6,6,51.0%
9,6,7,57.0%
9,6,8,56.0%
9,6,9,55.0%
9,6,10,61.0%
9,6,11,61.0%
9,6,12,61.0%
9,6,13,65.0%
9,6,14,66.0%
9,6,15,67.0%
9,6,16,69.0%
9,6,17,72.0%
9,6,18,77.0%
9,6,19,80.0%
9,6,20,84.0%
10,6,1,34.0%
10,6,2,38.0%
10,6,3,34.0%
10,6,4,39.0%
10,6,5,55.0%
10,6,6,58.0%
10,6,7,64.0%
10,6,8,62.0%
10,6,9,61.0%
10,6,10,69.0%
10,6,11,74.0%
10,6,12,67.0%
10,6,13,72.0%
10,6,14,75.0%
10,6,15,74.0%
10,6,16,69.0%
10,6,17,74.0%
10,6,18,81.0%
10,6,19,84.0%
10,6,20,86.0%
11,6,1,34.0%
11,6,2,41.0%
11,6,3,42.0%
11,6,4,43.0%
11,6,5,63.0%
11,6,6,62.0%
11,6,7,72.0%
11,6,8,70.0%
11,6,9,64.0%
11,6,10,70.0%
11,6,11,75.0%
11,6,12,78.0%
11,6,13,79.0%
11,6,14,82.0%
11,6,15,79.0%
11,6,16,77.0%
11,6,17,76.0%
11,6,18,86.0%
11,6,19,86.0%
11,6,20,88.0%
12,6,1,34.0%
12,6,2,44.0%
12,6,3,52.0%
12,6,4,52.0%
12,6,5,64.0%
12,6,6,67.0%
12,6,7,77.0%
12,6,8,75.0%
12,6,9,69.0%
12,6,10,71.0%
12,6,11,76.0%
12,6,12,78.0%
12,6,13,83.0%
12,6,14,85.0%
12,6,15,82.0%
12,6,16,83.0%
12,6,17,86.0%
12,6,18,87.0%
12,6,19,89.0%
12,6,20,91.0%
13,6,1,34.0%
13,6,2,44.0%
13,6,3,55.0%
13,6,4,58.0%
13,6,5,68.0%
13,6,6,71.0%
13,6,7,83.0%
13,6,8,83.0%
13,6,9,70.0%
13,6,10,73.0%
13,6,11,76.0%
13,6,12,81.0%
13,6,13,87.0%
13,6,14,88.0%
13,6,15,87.0%
13,6,16,86.0%
13,6,17,90.0%
13,6,18,90.0%
13,6,19,89.0%
13,6,20,97.0%
14,6,1,34.0%
