R,T,I,score
1,6,1,9.65%
1,6,2,1.833333333333333%
1,6,3,9.583333333333334%
1,6,4,18.5%
1,6,5,7.0%
1,6,6,6.0%
1,6,7,6.0%
1,6,8,6.5%
1,6,9,6.5%
1,6,10,0.0%
1,6,11,0.0%
1,6,12,8.0%
1,6,13,7.5%
1,6,14,7.0%
1,6,15,7.5%
1,6,16,6.333333333333332%
1,6,17,0.0%
1,6,18,0.0%
1,6,19,0.0%
1,6,20,0.0%
2,6,1,12.066666666666665%
2,6,2,8.983333333333334%
2,6,3,18.916666666666664%
2,6,4,19.58333333333333%
2,6,5,17.666666666666664%
2,6,6,14.849999999999996%
2,6,7,12.483333333333333%
2,6,8,10.316666666666665%
2,6,9,11.83333333333333%
2,6,10,3.9999999999999996%
2,6,11,3.3666666666666663%
2,6,12,5.583333333333332%
2,6,13,5.75%
2,6,14,2.333333333333333%
2,6,15,2.25%
2,6,16,2.25%
2,6,17,5.45%
2,6,18,5.433333333333333%
2,6,19,6.683333333333334%
2,6,20,5.266666666666665%
3,6,1,16.166666666666664%
3,6,2,16.349999999999998%
3,6,3,23.400000000000006%
3,6,4,22.05%
3,6,5,17.366666666666664%
3,6,6,20.88333333333333%
3,6,7,21.199999999999996%
3,6,8,19.783333333333328%
3,6,9,19.83333333333333%
3,6,10,21.21666666666666%
3,6,11,20.116666666666664%
3,6,12,18.016666666666662%
3,6,13,18.283333333333328%
3,6,14,20.949999999999992%
3,6,15,15.299999999999997%
3,6,16,21.83333333333333%
3,6,17,18.883333333333333%
3,6,18,20.399999999999995%
3,6,19,18.23333333333333%
3,6,20,20.116666666666664%
4,6,1,15.3%
4,6,2,18.316666666666666%
4,6,3,22.916666666666664%
4,6,4,20.316666666666666%
4,6,5,23.7%
4,6,6,19.05%
4,6,7,22.08333333333333%
4,6,8,22.5%
4,6,9,20.266666666666666%
4,6,10,20.2%
4,6,11,18.133333333333333%
4,6,12,20.783333333333335%
4,6,13,23.216666666666665%
4,6,14,22.883333333333336%
4,6,15,25.06666666666667%
4,6,16,26.28333333333333%
4,6,17,28.78333333333333%
4,6,18,27.066666666666666%
4,6,19,27.68333333333333%
4,6,20,26.566666666666666%
5,6,1,17.28333333333333%
5,6,2,20.63333333333333%
5,6,3,25.016666666666666%
5,6,4,19.066666666666666%
5,6,5,22.58333333333333%
5,6,6,20.65%
5,6,7,19.6%
5,6,8,17.45%
5,6,9,17.5%
5,6,10,19.8%
5,6,11,21.8%
5,6,12,23.0%
5,6,13,22.2%
5,6,14,23.2%
5,6,15,22.35%
5,6,16,23.95%
5,6,17,22.75%
5,6,18,22.35%
5,6,19,22.15%
5,6,20,22.9%
6,6,1,21.649999999999995%
6,6,2,22.58333333333333%
6,6,3,24.2%
6,6,4,18.05%
6,6,5,20.3%
6,6,6,19.75%
6,6,7,22.05%
6,6,8,22.25%
6,6,9,21.65%
6,6,10,21.6%
6,6,11,21.4%
6,6,12,21.2%
6,6,13,20.8%
6,6,14,20.8%
6,6,15,21.0%
6,6,16,20.6%
6,6,17,20.6%
6,6,18,20.45%
6,6,19,20.45%
6,6,20,20.4%
7,6,1,21.03333333333333%
7,6,2,22.0%
7,6,3,21.0%
7,6,4,18.7%
7,6,5,20.15%
7,6,6,20.25%
7,6,7,20.85%
7,6,8,21.05%
7,6,9,20.8%
7,6,10,20.6%
7,6,11,20.2%
7,6,12,20.4%
7,6,13,20.4%
7,6,14,20.4%
7,6,15,20.4%
7,6,16,20.4%
7,6,17,20.4%
7,6,18,20.2%
7,6,19,20.0%
7,6,20,20.0%
8,6,1,19.283333333333335%
8,6,2,22.95%
8,6,3,20.0%
8,6,4,18.2%
8,6,5,19.7%
8,6,6,20.85%
8,6,7,20.4%
8,6,8,20.6%
8,6,9,20.4%
8,6,10,20.0%
8,6,11,20.0%
8,6,12,20.2%
8,6,13,20.2%
8,6,14,20.2%
8,6,15,20.2%
8,6,16,20.2%
8,6,17,20.0%
8,6,18,20.0%
8,6,19,20.0%
8,6,20,20.0%
9,6,1,21.45%
9,6,2,20.75%
9,6,3,20.45%
9,6,4,19.3%
9,6,5,20.05%
9,6,6,20.2%
9,6,7,20.2%
9,6,8,20.0%
9,6,9,20.0%
9,6,10,20.0%
9,6,11,20.0%
9,6,12,20.0%
9,6,13,20.0%
9,6,14,20.0%
9,6,15,20.0%
9,6,16,20.0%
9,6,17,20.0%
9,6,18,20.0%
9,6,19,20.0%
9,6,20,20.0%
10,6,1,21.35%
10,6,2,19.5%
10,6,3,20.15%
10,6,4,19.75%
10,6,5,20.2%
10,6,6,20.2%
10,6,7,20.0%
10,6,8,20.0%
10,6,9,20.0%
10,6,10,20.0%
10,6,11,20.0%
10,6,12,20.0%
10,6,13,20.0%
10,6,14,20.0%
10,6,15,20.0%
10,6,16,20.0%
10,6,17,20.0%
10,6,18,20.0%
10,6,19,20.0%
10,6,20,20.0%
11,6,1,21.2%
11,6,2,19.75%
11,6,3,19.9%
11,6,4,19.7%
11,6,5,20.2%
11,6,6,20.0%
11,6,7,20.0%
11,6,8,20.0%
11,6,9,20.0%
11,6,10,20.0%
11,6,11,20.0%
11,6,12,20.0%
11,6,13,20.0%
11,6,14,20.0%
11,6,15,20.0%
11,6,16,20.0%
11,6,17,20.0%
11,6,18,20.0%
11,6,19,20.0%
11,6,20,20.0%
12,6,1,20.6%
12,6,2,21.4%
12,6,3,19.8%
12,6,4,19.8%
12,6,5,20.2%
12,6,6,20.0%
12,6,7,20.0%
12,6,8,20.0%
12,6,9,20.0%
12,6,10,20.0%
12,6,11,20.0%
12,6,12,20.0%
12,6,13,20.0%
12,6,14,20.0%
12,6,15,20.0%
12,6,16,20.0%
12,6,17,20.0%
12,6,18,20.0%
12,6,19,20.0%
12,6,20,20.0%
13,6,1,20.2%
13,6,2,20.8%
13,6,3,19.6%
13,6,4,20.2%
13,6,5,20.0%
13,6,6,20.0%
13,6,7,20.0%
13,6,8,20.0%
13,6,9,20.0%
13,6,10,20.0%
13,6,11,20.0%
13,6,12,20.0%
13,6,13,20.0%
13,6,14,20.0%
13,6,15,20.0%
13,6,16,20.0%
13,6,17,20.0%
13,6,18,20.0%
13,6,19,20.0%
13,6,20,20.0%
14,6,1,19.6%
14,6,2,20.2%
14,6,3,19.6%
14,6,4,20.2%
14,6,5,20.0%
14,6,6,20.0%
14,6,7,20.0%
14,6,8,20.0%
14,6,9,20.0%
14,6,10,20.0%
14,6,11,20.0%
14,6,12,20.0%
14,6,13,20.0%
14,6,14,20.0%
14,6,15,20.0%
14,6,16,20.0%
14,6,17,20.0%
14,6,18,20.0%
14,6,19,20.0%
14,6,20,20.0%
15,6,1,19.4%
15,6,2,20.2%
15,6,3,20.0%
15,6,4,20.0%
15,6,5,20.0%
15,6,6,20.0%
15,6,7,20.0%
15,6,8,20.0%
15,6,9,20.0%
15,6,10,20.0%
15,6,11,20.0%
15,6,12,20.0%
15,6,13,20.0%
15,6,14,20.0%
15,6,15,20.0%
15,6,16,20.0%
15,6,17,20.0%
15,6,18,20.0%
15,6,19,20.0%
15,6,20,20.0%
16,6,1,19.2%
16,6,2,20.0%
16,6,3,20.0%
16,6,4,20.0%
16,6,5,20.0%
16,6,6,20.0%
16,6,7,20.0%
16,6,8,20.0%
16,6,9,20.0%
16,6,10,20.0%
16,6,11,20.0%
16,6,12,20.0%
16,6,13,20.0%
16,6,14,20.0%
16,6,15,20.0%
16,6,16,20.0%
16,6,17,20.0%
16,6,18,20.0%
16,6,19,20.0%
16,6,20,20.0%
17,6,1,19.0%
17,6,2,20.0%
17,6,3,20.0%
17,6,4,20.0%
17,6,5,20.0%
17,6,6,20.0%
17,6,7,20.0%
17,6,8,20.0%
17,6,9,20.0%
17,6,10,20.0%
17,6,11,20.0%
17,6,12,20.0%
17,6,13,20.0%
17,6,14,20.0%
17,6,15,20.0%
17,6,16,20.0%
17,6,17,20.0%
17,6,18,20.0%
17,6,19,20.0%
17,6,20,20.0%
18,6,1,20.0%
18,6,2,20.0%
18,6,3,20.0%
18,6,4,20.0%
18,6,5,20.0%
18,6,6,20.0%
18,6,7,20.0%
18,6,8,20.0%
18,6,9,20.0%
18,6,10,20.0%
18,6,11,20.0%
18,6,12,20.0%
18,6,13,20.0%
18,6,14,20.0%
18,6,15,20.0%
18,6,16,20.0%
18,6,17,20.0%
18,6,18,20.0%
18,6,19,20.0%
18,6,20,20.0%
19,6,1,20.0%
19,6,2,20.0%
19,6,3,20.0%
19,6,4,20.0%
19,6,5,20.0%
19,6,6,20.0%
19,6,7,20.0%
19,6,8,20.0%
19,6,9,20.0%
19,6,10,20.0%
19,6,11,20.0%
19,6,12,20.0%
19,6,13,20.0%
19,6,14,20.0%
19,6,15,20.0%
19,6,16,20.0%
19,6,17,20.0%
19,6,18,20.0%
19,6,19,20.0%
19,6,20,20.0%
20,6,1,20.0%
20,6,2,20.0%
20,6,3,20.0%
20,6,4,20.0%
20,6,5,20.0%
20,6,6,20.0%
20,6,7,20.0%
20,6,8,20.0%
20,6,9,20.0%
20,6,10,20.0%
20,6,11,20.0%
20,6,12,20.0%
20,6,13,20.0%
20,6,14,20.0%
20,6,15,20.0%
20,6,16,20.0%
20,6,17,20.0%
20,6,18,20.0%
20,6,19,20.0%
20,6,20,20.0%
