R,T,I,score
1,6,1,12.733333333333334%
1,6,2,4.666666666666666%
1,6,3,15.833333333333332%
1,6,4,7.666666666666666%
1,6,5,6.25%
1,6,6,2.5%
1,6,7,2.666666666666666%
1,6,8,4.166666666666666%
1,6,9,0.8333333333333333%
1,6,10,3.333333333333333%
1,6,11,1.333333333333333%
1,6,12,0.0%
1,6,13,0.0%
1,6,14,0.0%
1,6,15,0.0%
1,6,16,0.0%
1,6,17,0.0%
1,6,18,0.0%
1,6,19,0.0%
1,6,20,0.0%
2,6,1,14.050000000000002%
2,6,2,8.166666666666666%
2,6,3,23.733333333333338%
2,6,4,19.499999999999993%
2,6,5,10.166666666666668%
2,6,6,10.983333333333333%
2,6,7,10.083333333333334%
2,6,8,8.333333333333332%
2,6,9,5.5%
2,6,10,4.999999999999999%
2,6,11,9.666666666666668%
2,6,12,6.0%
2,6,13,3.833333333333333%
2,6,14,3.0833333333333326%
2,6,15,3.166666666666666%
2,6,16,2.7499999999999996%
2,6,17,3.166666666666666%
2,6,18,1.333333333333333%
2,6,19,2.166666666666666%
2,6,20,2.033333333333333%
3,6,1,16.549999999999997%
3,6,2,17.799999999999997%
3,6,3,22.833333333333336%
3,6,4,20.58333333333333%
3,6,5,20.61666666666666%
3,6,6,17.316666666666666%
3,6,7,18.416666666666668%
3,6,8,24.18333333333333%
3,6,9,26.416666666666664%
3,6,10,18.816666666666666%
3,6,11,14.499999999999998%
3,6,12,15.433333333333332%
3,6,13,13.549999999999997%
3,6,14,15.149999999999999%
3,6,15,12.366666666666667%
3,6,16,12.033333333333333%
3,6,17,14.483333333333333%
3,6,18,11.483333333333333%
3,6,19,10.116666666666669%
3,6,20,12.483333333333334%
4,6,1,15.05%
4,6,2,17.799999999999997%
4,6,3,21.58333333333333%
4,6,4,20.466666666666665%
4,6,5,22.83333333333333%
4,6,6,24.499999999999996%
4,6,7,26.316666666666666%
4,6,8,24.73333333333333%
4,6,9,19.91666666666666%
4,6,10,20.78333333333333%
4,6,11,21.716666666666665%
4,6,12,20.016666666666666%
4,6,13,16.433333333333334%
4,6,14,16.766666666666666%
4,6,15,20.86666666666666%
4,6,16,18.93333333333333%
4,6,17,20.499999999999996%
4,6,18,21.233333333333334%
4,6,19,20.33333333333333%
4,6,20,21.083333333333325%
5,6,1,18.48333333333333%
5,6,2,17.499999999999996%
