R,T,I,score
10,6,3,13.21921521023158%
10,6,4,14.737495804738982%
10,6,5,12.73137373205296%
10,6,6,11.23830995035111%
10,6,7,10.9673921202868%
10,6,8,9.816577361062679%
10,6,9,10.321208319658899%
10,6,10,11.101030359227217%
10,6,11,10.754407232832426%
10,6,12,10.294455706255073%
10,6,13,9.732769954744105%
10,6,14,9.249112239142315%
10,6,15,9.827546489186467%
10,6,16,9.222949037348032%
10,6,17,9.007676521095389%
10,6,18,10.43777344845741%
10,6,19,9.944101594155875%
10,6,20,10.253583094965046%
11,6,1,8.00739949834796%
11,6,2,8.54687257853923%
11,6,3,12.738792395630377%
11,6,4,14.584270046737883%
11,6,5,13.095312116570359%
11,6,6,11.160831391195032%
11,6,7,10.922047843205014%
11,6,8,9.855423659668936%
11,6,9,10.55265075127311%
11,6,10,10.057320061487449%
11,6,11,10.85073311151693%
11,6,12,10.108090614574138%
11,6,13,10.270088446534315%
11,6,14,9.711894730029169%
11,6,15,9.866690921960686%
11,6,16,9.537927635638528%
11,6,17,9.65561016640797%
11,6,18,10.068021639235225%
11,6,19,10.029281618438077%
11,6,20,10.5007644844487%
12,6,1,7.990763268338753%
12,6,2,7.7217461212990575%
12,6,3,11.742983704457915%
12,6,4,13.572948664450696%
12,6,5,12.464744348422094%
12,6,6,11.136744868008277%
12,6,7,11.538089463184972%
12,6,8,10.218148194775631%
12,6,9,10.76815675680858%
12,6,10,9.836454875536491%
12,6,11,10.468715538046144%
12,6,12,10.048256478663836%
12,6,13,10.386162449309888%
12,6,14,9.830876469218218%
12,6,15,9.373384155417327%
12,6,16,9.317012213479412%
12,6,17,10.029225739887373%
12,6,18,10.28626155284177%
12,6,19,10.07709261795059%
12,6,20,10.56904937168096%
13,6,1,8.508512769896566%
13,6,2,8.023597780633912%
13,6,3,11.77425396078734%
13,6,4,13.783429658551393%
13,6,5,11.443763428414098%
13,6,6,10.67706249177984%
13,6,7,11.63406125303386%
13,6,8,10.624166282360232%
13,6,9,10.455242867490506%
13,6,10,9.635033170044649%
13,6,11,9.640963240433322%
13,6,12,9.80051734663487%
13,6,13,10.248889132955467%
13,6,14,9.685346043240784%
13,6,15,9.07340795288164%
13,6,16,9.376344238975822%
13,6,17,9.870469406727521%
13,6,18,10.36997750510368%
13,6,19,10.422278598594396%
13,6,20,9.926149799567535%
14,6,1,8.050790599775542%
14,6,2,7.931057585511838%
14,6,3,12.402916988232473%
14,6,4,12.98364862436334%
14,6,5,10.873918695350238%
14,6,6,11.42608903784823%
14,6,7,11.107754697740283%
14,6,8,11.128735831028555%
14,6,9,9.895612800555128%
14,6,10,9.413841330492378%
14,6,11,9.423036252964154%
14,6,12,9.465944055944064%
14,6,13,9.813865722214686%
14,6,14,9.746684619316206%
14,6,15,9.246214136740459%
14,6,16,9.421970921444608%
14,6,17,9.561219131745453%
14,6,18,10.16195471783081%
14,6,19,10.349318403115882%
14,6,20,9.640115159102514%
15,6,1,8.19190077633628%
15,6,2,8.049458114499176%
15,6,3,11.795420184300758%
15,6,4,12.367555902762472%
15,6,5,10.130109902241747%
15,6,6,10.80411869570486%
15,6,7,10.657772630728662%
15,6,8,11.185884034514174%
15,6,9,9.447909946857319%
15,6,10,8.91409682868948%
15,6,11,9.296538790749326%
15,6,12,9.462004136214674%
15,6,13,9.582179224284499%
15,6,14,9.56180476233109%
15,6,15,9.264726501568616%
15,6,16,9.379449497870558%
15,6,17,9.462218771679142%
15,6,18,10.116497038382454%
15,6,19,10.14725569788862%
15,6,20,9.450503083414485%
16,6,1,8.659391451051258%
16,6,2,7.7008311877202695%
16,6,3,11.305717256948355%
16,6,4,11.561207295422198%
16,6,5,9.744964451965636%
16,6,6,10.208810333907671%
16,6,7,9.986371763949274%
16,6,8,10.988959971851385%
16,6,9,9.492302315986526%
16,6,10,8.993977265029901%
16,6,11,9.633340343866672%
16,6,12,9.634123648947112%
16,6,13,9.632674343200671%
16,6,14,9.45785395373005%
16,6,15,9.391297299192047%
16,6,16,9.360696321222647%
16,6,17,9.436567651757535%
16,6,18,9.831759512972043%
16,6,19,9.843635267685908%
16,6,20,9.375365141187935%
17,6,1,8.899850613368917%
17,6,2,7.873956843647062%
17,6,3,11.581872844742852%
17,6,4,11.193233517338896%
17,6,5,9.505679598264825%
17,6,6,9.719388341289452%
17,6,7,9.530154562468914%
17,6,8,10.364293368190772%
17,6,9,9.32336797917078%
17,6,10,9.096011949169851%
17,6,11,9.677944862155403%
17,6,12,9.59446155665344%
17,6,13,9.665245203386455%
17,6,14,9.416088519519578%
17,6,15,9.418865944182413%
17,6,16,9.347158282534709%
17,6,17,9.456813228965137%
17,6,18,9.696040246673162%
17,6,19,9.7288218111003%
17,6,20,9.336092177864337%
18,6,1,8.355846286172573%
18,6,2,7.524437329746088%
18,6,3,10.858866359628461%
18,6,4,10.46876608521526%
18,6,5,9.257662176955755%
18,6,6,9.416780427799752%
18,6,7,9.331331711540804%
18,6,8,9.906035059765916%
18,6,9,9.48187877190543%
18,6,10,9.062082654187925%
18,6,11,9.627684773587518%
18,6,12,9.486928683131227%
18,6,13,9.561710441457288%
18,6,14,9.32355619064481%
18,6,15,9.43786382393978%
18,6,16,9.383294475899417%
18,6,17,9.522454338910041%
18,6,18,9.446445959104192%
18,6,19,9.420967218435582%
18,6,20,9.323433950016236%
19,6,1,7.938908061980316%
19,6,2,7.755189885759641%
19,6,3,10.810854365128602%
19,6,4,10.461223349474976%
19,6,5,9.140770704522454%
19,6,6,9.174665678476481%
19,6,7,9.182292648082127%
19,6,8,9.542128535466318%
19,6,9,9.21721475504288%
19,6,10,9.045655758853638%
19,6,11,9.65844493059684%
19,6,12,9.447898093467723%
19,6,13,9.448867588108106%
19,6,14,9.322190467760098%
19,6,15,9.519075860848021%
19,6,16,9.401349705147183%
19,6,17,9.442713404738729%
19,6,18,9.380882830249925%
19,6,19,9.36140863356054%
19,6,20,9.317429406037009%
20,6,1,7.8177498069151365%
20,6,2,7.815924967733984%
20,6,3,10.320278162036997%
20,6,4,10.458752072962602%
20,6,5,9.02222556341811%
20,6,6,9.067393856421182%
20,6,7,9.156246050556517%
20,6,8,9.15438259275702%
20,6,9,9.113521277745138%
20,6,10,9.150527354058342%
20,6,11,9.544767468818113%
20,6,12,9.319513819513828%
20,6,13,9.379521322559306%
20,6,14,9.267995717362815%
20,6,15,9.52618689327551%
20,6,16,9.438936590835333%
20,6,17,9.432976306394036%
20,6,18,9.330249918857522%
20,6,19,9.345180136319385%
20,6,20,9.31645569620254%
