R,T,I,score
1,6,1,4.165939615939614%
1,6,2,0.0%
1,6,3,9.167460317460318%
1,6,4,25.634523809523806%
1,6,5,7.2595238095238095%
1,6,6,8.749999999999998%
1,6,7,8.916666666666664%
1,6,8,9.583333333333332%
1,6,9,9.666666666666664%
1,6,10,0.0%
1,6,11,0.0%
1,6,12,13.833333333333332%
1,6,13,12.666666666666668%
1,6,14,9.916666666666666%
1,6,15,12.5%
1,6,16,10.66666666666667%
1,6,17,0.0%
1,6,18,0.0%
1,6,19,0.0%
1,6,20,0.0%
2,6,1,6.056931956931959%
2,6,2,4.1428959928959905%
2,6,3,7.230727605727602%
2,6,4,9.189094239094242%
2,6,5,7.2811632811632805%
2,6,6,7.593706293706294%
2,6,7,7.67201132201132%
2,6,8,8.50081585081585%
2,6,9,7.5701132201132175%
2,6,10,2.413131313131313%
2,6,11,2.840873015873015%
2,6,12,4.434271284271285%
2,6,13,4.505627705627705%
2,6,14,1.6171356421356422%
2,6,15,1.5603896103896104%
2,6,16,1.6738455988455987%
2,6,17,4.61634199134199%
2,6,18,3.8195526695526683%
2,6,19,3.8639971139971134%
2,6,20,3.763600288600289%
3,6,1,5.4964202464202465%
3,6,2,5.6029692529692525%
3,6,3,8.475749250749253%
3,6,4,6.565340215340215%
3,6,5,7.075582750582747%
3,6,6,5.147136197136199%
3,6,7,6.0104395604395595%
3,6,8,5.329348429348429%
3,6,9,6.147902097902097%
3,6,10,6.32262182262182%
3,6,11,6.309276834276835%
3,6,12,7.3067599067599085%
3,6,13,7.0567932067932055%
3,6,14,9.493864468864471%
3,6,15,7.173806748806745%
3,6,16,8.549211899211903%
3,6,17,9.947138972138978%
3,6,18,9.688225663225667%
3,6,19,9.706815406815414%
3,6,20,10.004304029304034%
4,6,1,6.53767898767899%
4,6,2,7.65222000222%
4,6,3,9.147619047619045%
4,6,4,6.282783882783884%
4,6,5,8.601282051282054%
4,6,6,6.444322344322344%
4,6,7,7.230036630036629%
4,6,8,6.9481684981685%
4,6,9,6.038095238095239%
4,6,10,7.604761904761899%
4,6,11,6.914285714285708%
4,6,12,6.5523809523809495%
4,6,13,8.76190476190476%
4,6,14,8.404761904761903%
4,6,15,9.685714285714283%
4,6,16,10.276190476190477%
4,6,17,9.957142857142856%
4,6,18,8.823809523809523%
4,6,19,8.566666666666666%
4,6,20,8.109523809523807%
5,6,1,7.552630702630702%
5,6,2,7.971861471861469%
5,6,3,9.265567765567761%
5,6,4,7.487179487179487%
5,6,5,8.553979353979352%
5,6,6,6.766666666666667%
5,6,7,6.388644688644692%
5,6,8,5.823809523809524%
5,6,9,6.819047619047617%
5,6,10,7.866666666666662%
5,6,11,7.866666666666663%
5,6,12,7.733333333333328%
5,6,13,7.466666666666663%
5,6,14,7.7999999999999945%
5,6,15,7.666666666666661%
5,6,16,7.533333333333327%
5,6,17,7.26666666666666%
5,6,18,7.066666666666666%
5,6,19,6.733333333333332%
5,6,20,6.799999999999998%
6,6,1,8.638278388278389%
6,6,2,9.151098901098894%
6,6,3,8.730036630036624%
6,6,4,7.184798534798532%
6,6,5,6.8011655011655%
6,6,6,7.747619047619043%
6,6,7,7.947619047619045%
6,6,8,8.028571428571425%
6,6,9,7.5333333333333306%
6,6,10,7.1999999999999975%
6,6,11,7.199999999999996%
6,6,12,7.133333333333329%
6,6,13,6.933333333333329%
6,6,14,6.866666666666662%
6,6,15,6.866666666666663%
6,6,16,6.799999999999995%
6,6,17,6.666666666666664%
6,6,18,6.666666666666664%
6,6,19,6.666666666666664%
6,6,20,6.666666666666664%
7,6,1,8.30238095238095%
7,6,2,8.403113553113547%
7,6,3,7.953113553113549%
7,6,4,6.815750915750914%
7,6,5,6.880952380952379%
7,6,6,6.999999999999996%
7,6,7,6.933333333333329%
7,6,8,6.999999999999997%
7,6,9,6.866666666666663%
7,6,10,6.733333333333332%
7,6,11,6.866666666666663%
7,6,12,6.799999999999996%
7,6,13,6.733333333333329%
7,6,14,6.799999999999995%
7,6,15,6.733333333333329%
7,6,16,6.666666666666664%
7,6,17,6.666666666666664%
7,6,18,6.666666666666664%
7,6,19,6.666666666666664%
7,6,20,6.666666666666664%
8,6,1,7.815018315018312%
8,6,2,8.258608058608054%
8,6,3,7.381684981684978%
8,6,4,6.300732600732599%
8,6,5,6.533333333333331%
8,6,6,6.799999999999996%
8,6,7,6.799999999999996%
8,6,8,6.733333333333332%
8,6,9,6.666666666666664%
8,6,10,6.666666666666664%
8,6,11,6.733333333333332%
8,6,12,6.666666666666664%
8,6,13,6.666666666666664%
