0,0.0%
10,0.0%
20,0.12%
30,0.8580392156862746%
40,2.5866666666666664%
50,5.729155354449471%
60,7.960015082956257%
70,11.348883861236795%
80,15.51481146304676%
90,18.731342383107094%
100,21.320904977375566%
110,25.869396681749627%
120,28.809678704573276%
130,31.995929593898516%
140,32.647586726998505%
150,36.214059307322344%
160,36.8525931301403%
170,40.2647078744415%
180,40.37141694413614%
190,45.08457683928271%
200,46.744390183746425%
210,48.35687014428413%
220,50.32835519887685%
230,50.484864205962985%
240,52.85914925170199%
250,52.14431897448546%
260,54.55803719197726%
270,54.997372173598606%
280,57.95392924664847%
290,57.48708092047715%
300,58.83248429828899%
310,60.1002344167938%
320,60.653611590448484%
330,61.28897206217964%
340,61.91228184679985%
350,63.391045150024055%
