R,T,I,score
1,6,1,86.16666666666669%
1,6,2,45.0%
1,6,3,21.5%
1,6,4,5.0%
1,6,5,11.5%
1,6,6,5.0%
1,6,7,0.0%
1,6,8,3.0%
1,6,9,1.0%
1,6,10,0.0%
1,6,11,4.0%
1,6,12,3.0%
1,6,13,0.0%
1,6,14,3.0%
1,6,15,4.0%
1,6,16,1.0%
1,6,17,4.0%
1,6,18,23.0%
1,6,19,23.0%
1,6,20,23.0%
2,6,1,89.66666666666669%
2,6,2,65.0%
2,6,3,36.0%
2,6,4,28.5%
2,6,5,50.91666666666667%
2,6,6,40.5%
2,6,7,57.66666666666666%
2,6,8,46.0%
2,6,9,32.166666666666664%
2,6,10,14.0%
2,6,11,29.0%
2,6,12,29.166666666666664%
2,6,13,30.166666666666664%
2,6,14,12.666666666666664%
2,6,15,16.0%
2,6,16,12.0%
2,6,17,39.0%
2,6,18,34.0%
2,6,19,35.0%
2,6,20,32.0%
3,6,1,93.83333333333331%
3,6,2,89.16666666666669%
3,6,3,63.0%
3,6,4,66.16666666666667%
3,6,5,74.13333333333334%
3,6,6,89.55%
3,6,7,80.63333333333333%
3,6,8,86.7%
3,6,9,77.68333333333334%
3,6,10,74.88333333333333%
3,6,11,80.41666666666667%
3,6,12,77.41666666666667%
3,6,13,78.33333333333333%
3,6,14,82.08333333333331%
3,6,15,83.16666666666669%
3,6,16,73.5%
3,6,17,65.5%
3,6,18,72.33333333333333%
3,6,19,77.75%
3,6,20,84.16666666666669%
4,6,1,93.3488095238095%
4,6,2,95.13095238095238%
4,6,3,93.7%
4,6,4,87.75%
4,6,5,96.87261904761904%
4,6,6,95.46190476190478%
4,6,7,96.4686507936508%
4,6,8,96.17857142857143%
4,6,9,94.67698412698414%
4,6,10,97.63809523809523%
4,6,11,95.89761904761903%
4,6,12,96.78690476190476%
4,6,13,95.8892857142857%
4,6,14,97.96309523809524%
4,6,15,97.03214285714286%
4,6,16,93.01666666666667%
4,6,17,93.65%
4,6,18,96.725%
4,6,19,96.84007936507938%
4,6,20,97.26980519480522%
5,6,1,92.69047619047619%
5,6,2,97.27261904761905%
5,6,3,96.68095238095236%
5,6,4,96.31666666666666%
5,6,5,96.80829725829724%
5,6,6,95.3857142857143%
5,6,7,96.2280303030303%
5,6,8,96.12619047619046%
5,6,9,96.20826118326119%
5,6,10,97.32301587301585%
5,6,11,97.14007936507936%
5,6,12,97.19603174603171%
5,6,13,96.86443001443%
5,6,14,96.66622266622265%
5,6,15,96.95786435786435%
5,6,16,96.87986180486179%
5,6,17,96.79193584193582%
5,6,18,96.50393217893216%
5,6,19,96.56971084471084%
5,6,20,97.11494061494061%
6,6,1,93.22142857142858%
6,6,2,96.98531746031748%
6,6,3,96.13809523809522%
6,6,4,96.96825396825396%
6,6,5,96.73315295815293%
6,6,6,95.86064213564212%
6,6,7,96.30477439227438%
6,6,8,96.65273337773334%
6,6,9,97.02399267399264%
6,6,10,96.84329281829278%
6,6,11,96.8723554223554%
6,6,12,96.96655289155285%
6,6,13,97.20803224553221%
6,6,14,97.12294233544235%
6,6,15,96.91603396603395%
6,6,16,96.9830572205572%
6,6,17,96.95835275835275%
6,6,18,96.85352066234417%
6,6,19,97.02066226257404%
6,6,20,97.11895286086465%
7,6,1,95.1059523809524%
7,6,2,96.80436507936508%
7,6,3,96.09642857142858%
7,6,4,96.6686507936508%
7,6,5,96.61170218670217%
7,6,6,95.88811743811742%
7,6,7,96.56721889221888%
7,6,8,96.1361777111777%
7,6,9,96.73822011322011%
7,6,10,96.75655455655453%
7,6,11,97.31536616977792%
7,6,12,97.5682525807526%
7,6,13,97.08499139749141%
7,6,14,96.70119178207415%
7,6,15,96.62727133977134%
7,6,16,96.83878590879365%
7,6,17,97.08376215287977%
7,6,18,97.07907043936456%
7,6,19,97.12878194217203%
7,6,20,97.01641810202182%
8,6,1,95.52261904761905%
8,6,2,97.67453102453102%
8,6,3,95.93730158730159%
8,6,4,97.01461038961041%
8,6,5,96.59776889776887%
8,6,6,96.55943778443776%
8,6,7,96.86776001776003%
8,6,8,96.33791625041626%
8,6,9,97.11267621267619%
8,6,10,96.96154694978225%
8,6,11,97.03754440004441%
8,6,12,97.21289976363506%
8,6,13,96.92334446599152%
8,6,14,96.80800261829674%
8,6,15,96.66537245434303%
8,6,16,96.94365122321777%
8,6,17,96.9255500433519%
8,6,18,97.13693859460115%
8,6,19,97.03712878538728%
8,6,20,97.27189499956526%
9,6,1,95.69484126984128%
9,6,2,97.31904761904761%
9,6,3,96.22611832611835%
9,6,4,96.39354256854259%
9,6,5,96.8106365856366%
9,6,6,97.12174908424907%
9,6,7,96.9965666686255%
9,6,8,96.75839438339439%
9,6,9,97.17670858553214%
9,6,10,97.22860448375151%
9,6,11,97.18551823993002%
9,6,12,97.11340344811708%
9,6,13,97.06398613856041%
9,6,14,97.01479309304386%
9,6,15,96.88317367187335%
9,6,16,97.0752787675001%
9,6,17,97.25969307180611%
9,6,18,97.27646931242134%
9,6,19,97.15406932678604%
9,6,20,97.1942830776035%
10,6,1,95.56984126984128%
10,6,2,97.28210678210678%
10,6,3,95.83405483405484%
10,6,4,96.65155122655122%
10,6,5,97.11503219003218%
10,6,6,97.11616732940263%
10,6,7,97.17113721761554%
10,6,8,97.04680654313007%
10,6,9,97.28414045105222%
10,6,10,97.3141908573023%
10,6,11,97.43294803751463%
10,6,12,97.15350858721604%
10,6,13,97.11547753931654%
10,6,14,97.09364583644769%
10,6,15,97.11846346378078%
10,6,16,97.04157048661689%
10,6,17,97.16846500163065%
10,6,18,97.38697994042423%
10,6,19,97.18548180405766%
10,6,20,97.22704312371492%
11,6,1,95.56984126984128%
11,6,2,97.08701298701295%
11,6,3,96.1011183261183%
11,6,4,96.8388528138528%
11,6,5,97.45612818553995%
11,6,6,97.15094864286043%
11,6,7,97.23877230011132%
11,6,8,96.91951835144559%
11,6,9,97.22135658459189%
11,6,10,97.10256082067227%
11,6,11,97.40744586510841%
11,6,12,97.10503920743858%
11,6,13,97.32068538616527%
11,6,14,97.14298392096381%
11,6,15,97.24742087118253%
11,6,16,96.841721908982%
11,6,17,97.14946451467351%
11,6,18,97.61682163295941%
11,6,19,97.3456107531959%
11,6,20,97.19734586019416%
12,6,1,95.8654761904762%
12,6,2,96.83026695526692%
12,6,3,96.79908702408702%
12,6,4,96.67473637473636%
12,6,5,97.44855242796419%
12,6,6,97.11444446076798%
12,6,7,97.24000560842664%
12,6,8,96.94439712764013%
12,6,9,97.2557122229336%
12,6,10,97.10891094629487%
12,6,11,97.2537987382415%
12,6,12,97.13090408903103%
12,6,13,97.23084467132456%
12,6,14,97.14442563800151%
12,6,15,97.23613383950074%
12,6,16,97.12198322403432%
12,6,17,97.45835544744216%
12,6,18,97.67491478249994%
12,6,19,97.44379944960443%
12,6,20,97.50766893065655%
13,6,1,95.91666666666669%
13,6,2,96.73935786435783%
13,6,3,97.04433899433896%
13,6,4,96.96352813852809%
13,6,5,97.5331812795048%
13,6,6,97.29009150893826%
13,6,7,97.22521894600064%
13,6,8,97.17451013468815%
13,6,9,97.27458583298369%
13,6,10,97.19856206315184%
13,6,11,97.12188439355623%
13,6,12,97.1217087092474%
13,6,13,97.30064031685548%
13,6,14,97.28792801196055%
13,6,15,97.2965316288459%
13,6,16,97.30724277442545%
13,6,17,97.45515459772429%
13,6,18,97.64041409227171%
13,6,19,97.51860289263541%
13,6,20,97.51517453564668%
14,6,1,95.91666666666669%
14,6,2,97.11651126651124%
14,6,3,97.16578976578974%
14,6,4,97.17432387873563%
14,6,5,97.38133451515804%
14,6,6,97.53975481432911%
14,6,7,97.23218779414601%
