R,T,I,score
1,6,1,6.667857142857142%
1,6,2,2.326190476190476%
1,6,3,5.833333333333332%
1,6,4,0.0%
1,6,5,0.0%
1,6,6,0.0%
1,6,7,0.0%
1,6,8,0.0%
1,6,9,0.0%
1,6,10,0.0%
1,6,11,0.0%
1,6,12,0.0%
1,6,13,0.0%
1,6,14,0.0%
1,6,15,0.0%
1,6,16,0.0%
1,6,17,0.0%
1,6,18,18.0%
1,6,19,18.0%
1,6,20,17.0%
2,6,1,4.960750360750359%
2,6,2,2.363492063492063%
2,6,3,7.170238095238096%
2,6,4,2.953571428571428%
2,6,5,3.4499999999999993%
2,6,6,0.0%
2,6,7,3.4956349206349198%
2,6,8,3.2920634920634915%
2,6,9,2.9833333333333325%
2,6,10,0.0%
2,6,11,11.276190476190477%
2,6,12,7.316666666666666%
2,6,13,7.883333333333333%
2,6,14,0.0%
2,6,15,0.0%
2,6,16,0.0%
2,6,17,4.533333333333332%
2,6,18,4.149999999999999%
2,6,19,4.466666666666666%
2,6,20,4.866666666666665%
3,6,1,7.621464646464646%
3,6,2,5.417640692640691%
3,6,3,5.43968253968254%
3,6,4,4.312698412698413%
3,6,5,4.331746031746031%
3,6,6,8.542099567099568%
3,6,7,9.268073593073591%
3,6,8,7.762432012432011%
3,6,9,5.124975024975024%
3,6,10,8.073629148629147%
3,6,11,6.322005772005772%
3,6,12,7.170790320790319%
3,6,13,8.669791319791322%
3,6,14,11.017676767676772%
3,6,15,7.560750360750361%
3,6,16,4.155555555555555%
3,6,17,2.9222222222222216%
3,6,18,8.078968253968256%
3,6,19,5.542063492063492%
3,6,20,5.56984126984127%
4,6,1,11.507142857142853%
4,6,2,8.387634587634585%
4,6,3,5.418686868686868%
4,6,4,9.075252525252523%
4,6,5,6.618109668109665%
4,6,6,8.65170662670663%
4,6,7,9.53081918081918%
4,6,8,6.452619602619601%
4,6,9,5.581032856032854%
4,6,10,7.402750027750025%
4,6,11,8.217055167055166%
4,6,12,8.163172938172936%
4,6,13,7.339571539571538%
4,6,14,8.979048729048728%
4,6,15,7.338322788322788%
4,6,16,6.298734598734595%
4,6,17,3.7908841158841153%
4,6,18,5.21671384171384%
4,6,19,4.531529581529581%
4,6,20,4.942965367965366%
5,6,1,9.337518037518036%
5,6,2,9.159121434121431%
5,6,3,7.740390165390165%
5,6,4,5.883585858585859%
5,6,5,6.5008658008658%
5,6,6,10.327025752025753%
5,6,7,8.113231213231215%
5,6,8,6.508977133977133%
5,6,9,4.357331557331555%
5,6,10,5.458241758241756%
5,6,11,7.480544455544456%
5,6,12,3.277686202686203%
5,6,13,4.353565878565877%
5,6,14,8.200047175047175%
5,6,15,11.399217449217444%
5,6,16,13.088897213897207%
5,6,17,8.806773781773787%
5,6,18,4.721767121767121%
5,6,19,6.908871683871683%
5,6,20,8.813014763014763%
6,6,1,8.248579198579197%
6,6,2,10.903185703185702%
6,6,3,6.624719724719722%
6,6,4,10.674431124431123%
6,6,5,5.982248307248304%
6,6,6,11.13242313242313%
6,6,7,8.803515928515928%
6,6,8,8.092035742035742%
6,6,9,7.716031191031189%
6,6,10,6.435248085248084%
6,6,11,7.0271756021756%
6,6,12,6.063322788322787%
6,6,13,6.527683427683425%
6,6,14,8.650682650682652%
6,6,15,8.333580308580311%
6,6,16,10.122391497391495%
6,6,17,9.560389610389613%
6,6,18,11.094005994005995%
6,6,19,9.084504384504381%
6,6,20,7.259951159951158%
7,6,1,10.258499833499831%
7,6,2,11.091211566211564%
7,6,3,7.056365856365857%
7,6,4,12.578876678876677%
7,6,5,6.77669275169275%
7,6,6,9.094780219780219%
7,6,7,8.04284326784327%
7,6,8,7.93244255744256%
7,6,9,6.877089577089578%
7,6,10,6.910705960705959%
7,6,11,6.43941058941059%
7,6,12,7.434701409701412%
7,6,13,6.1026862026862%
7,6,14,7.153735153735157%
7,6,15,6.247777222777224%
7,6,16,6.5104395604395595%
7,6,17,9.525141525141525%
7,6,18,9.091625041625045%
7,6,19,7.606993006993007%
7,6,20,8.08138528138528%
8,6,1,8.238261738261732%
8,6,2,10.947968697968696%
8,6,3,7.9986263736263705%
8,6,4,12.649492174492174%
8,6,5,7.694449994449994%
8,6,6,8.581052281052282%
8,6,7,6.104001554001553%
8,6,8,6.384526584526583%
8,6,9,6.558200133200131%
8,6,10,7.708325008325013%
8,6,11,7.840442890442891%
8,6,12,7.32095127095127%
8,6,13,6.261838161838163%
8,6,14,6.632639582639587%
8,6,15,6.616150516150519%
8,6,16,6.782334332334335%
8,6,17,7.189160839160841%
8,6,18,9.18648018648019%
8,6,19,8.097718947718949%
8,6,20,10.275774225774228%
9,6,1,7.94738872238872%
9,6,2,8.548926073926076%
9,6,3,8.921475746475744%
9,6,4,12.373989898989898%
9,6,5,8.860511710511705%
9,6,6,8.56797369297369%
9,6,7,5.943789543789544%
9,6,8,6.015950715950717%
9,6,9,8.41615606615607%
9,6,10,9.221711621711624%
9,6,11,9.245104895104896%
9,6,12,8.752253302253301%
9,6,13,8.583466533466535%
9,6,14,7.190259740259745%
9,6,15,7.066799866799869%
9,6,16,6.542690642690644%
9,6,17,6.885364635364637%
9,6,18,8.433533133533135%
9,6,19,8.024242424242425%
9,6,20,8.163869463869464%
10,6,1,7.393609168609167%
10,6,2,8.047771672771674%
10,6,3,13.108991008991008%
10,6,4,12.526800976800976%
10,6,5,9.421084471084468%
10,6,6,8.103252303252303%
10,6,7,8.30154845154845%
10,6,8,5.96789876789877%
10,6,9,7.838295038295042%
10,6,10,8.30742590742591%
10,6,11,8.490692640692641%
10,6,12,8.026307026307022%
10,6,13,8.050516150516149%
10,6,14,7.114718614718613%
10,6,15,8.017032967032963%
10,6,16,6.9940892440892455%
10,6,17,6.597269397269398%
10,6,18,7.609423909423913%
10,6,19,7.850183150183154%
10,6,20,7.256776556776557%
11,6,1,7.056476856476854%
11,6,2,7.032706182706184%
11,6,3,11.14134199134199%
11,6,4,12.947130647130647%
11,6,5,10.046558996559%
11,6,6,8.487795537795538%
11,6,7,8.530303030303033%
11,6,8,6.79562104562105%
11,6,9,8.413686313686316%
11,6,10,7.264968364968369%
11,6,11,8.077172827172829%
11,6,12,7.965717615717615%
11,6,13,7.367166167166171%
11,6,14,7.084315684315682%
11,6,15,7.255311355311356%
11,6,16,7.312271062271065%
11,6,17,7.4522144522144576%
11,6,18,7.516733266733271%
11,6,19,7.165934065934066%
11,6,20,8.745787545787543%
12,6,1,6.758219558219556%
12,6,2,6.710192585192585%
12,6,3,9.357647907647907%
12,6,4,11.506302031302033%
12,6,5,9.935120435120439%
12,6,6,7.66966366966367%
12,6,7,9.146403596403598%
12,6,8,7.224242424242427%
12,6,9,7.558857808857811%
12,6,10,7.259956709956715%
12,6,11,7.363919413919416%
12,6,12,7.248418248418245%
12,6,13,7.933583083583082%
12,6,14,7.90164835164835%
12,6,15,6.669780219780222%
12,6,16,7.00769230769231%
12,6,17,7.723626373626373%
12,6,18,7.129487179487179%
12,6,19,7.207509157509156%
12,6,20,7.45311355311355%
13,6,1,9.14083694083694%
13,6,2,6.122083472083474%
13,6,3,9.418947718947722%
13,6,4,10.443892218892223%
13,6,5,9.351787101787105%
13,6,6,8.155627705627705%
13,6,7,9.055860805860803%
13,6,8,8.004212454212455%
13,6,9,7.077172827172831%
13,6,10,6.684615384615389%
13,6,11,6.7350482850482845%
13,6,12,7.247136197136193%
13,6,13,7.524059274059271%
13,6,14,7.2448717948717976%
13,6,15,6.567582417582421%
13,6,16,7.0752747252747294%
13,6,17,7.428021978021977%
13,6,18,7.41098901098901%
13,6,19,7.69413919413919%
13,6,20,7.090476190476188%
14,6,1,8.237082362082361%
14,6,2,5.8526251526251505%
14,6,3,9.781035631035634%
14,6,4,9.200455100455097%
14,6,5,8.486951936951941%
14,6,6,7.991758241758239%
14,6,7,8.496153846153842%
14,6,8,8.853846153846156%
14,6,9,7.365268065268062%
14,6,10,6.9976190476190485%
14,6,11,6.838344988344987%
14,6,12,6.73999333999334%
14,6,13,6.937179487179485%
14,6,14,6.941758241758242%
14,6,15,6.822527472527473%
14,6,16,6.905677655677657%
14,6,17,6.771978021978022%
14,6,18,6.891025641025639%
14,6,19,7.126007326007323%
14,6,20,6.747619047619045%
15,6,1,7.919574869574868%
15,6,2,5.731246531246532%
15,6,3,9.073842823842828%
15,6,4,8.1534521034521%
15,6,5,7.853679653679657%
15,6,6,8.090176490176491%
15,6,7,7.483699633699633%
15,6,8,8.68882783882784%
15,6,9,7.262454212454211%
15,6,10,6.878021978021978%
15,6,11,6.799084249084249%
15,6,12,7.065750915750917%
15,6,13,7.350549450549452%
15,6,14,6.926007326007327%
15,6,15,6.771062271062272%
15,6,16,6.854212454212456%
15,6,17,6.716666666666665%
15,6,18,7.257875457875457%
15,6,19,7.961904761904759%
15,6,20,6.695238095238093%
16,6,1,8.729967254967255%
16,6,2,5.088189588189587%
16,6,3,8.25850815850816%
16,6,4,8.36918081918082%
16,6,5,7.356976356976361%
16,6,6,7.407509157509159%
16,6,7,7.3972527472527485%
16,6,8,8.808424908424907%
16,6,9,7.182051282051281%
16,6,10,6.906776556776554%
16,6,11,7.2705128205128196%
16,6,12,7.05934065934066%
16,6,13,7.05934065934066%
16,6,14,6.783150183150183%
16,6,15,6.7007326007326%
16,6,16,6.775824175824177%
16,6,17,6.671428571428569%
16,6,18,6.8714285714285674%
16,6,19,7.104761904761902%
16,6,20,6.6809523809523785%
17,6,1,9.439835164835161%
17,6,2,5.634471084471085%
17,6,3,7.574358974358973%
17,6,4,9.084865134865133%
17,6,5,7.24482184482185%
17,6,6,7.077655677655679%
17,6,7,7.171245421245425%
17,6,8,8.265567765567765%
17,6,9,7.341758241758242%
17,6,10,6.799633699633697%
17,6,11,7.306959706959707%
17,6,12,6.921245421245422%
17,6,13,6.9593406593406595%
17,6,14,6.768864468864468%
17,6,15,6.685714285714284%
17,6,16,6.720512820512819%
17,6,17,6.6428571428571415%
17,6,18,6.799999999999996%
17,6,19,6.885714285714281%
17,6,20,6.676190476190474%
18,6,1,7.962518037518039%
18,6,2,5.94824064824065%
18,6,3,6.98241758241758%
18,6,4,8.09450549450549%
18,6,5,7.211971361971366%
18,6,6,6.909523809523811%
18,6,7,6.983333333333335%
18,6,8,7.778388278388275%
18,6,9,6.9410256410256395%
18,6,10,6.9410256410256395%
18,6,11,7.025274725274724%
18,6,12,6.868131868131868%
18,6,13,6.844322344322344%
18,6,14,6.720512820512819%
18,6,15,6.680952380952379%
18,6,16,6.685714285714284%
18,6,17,6.84285714285714%
18,6,18,6.733333333333329%
18,6,19,6.676190476190474%
18,6,20,6.666666666666664%
19,6,1,7.674386724386725%
19,6,2,8.25088245088245%
19,6,3,7.888095238095238%
19,6,4,7.969413919413919%
19,6,5,7.112703962703966%
19,6,6,6.824175824175822%
19,6,7,6.920695970695972%
19,6,8,7.191941391941388%
19,6,9,6.93150183150183%
19,6,10,6.936263736263735%
19,6,11,6.934798534798534%
19,6,12,6.849084249084249%
19,6,13,6.8340659340659355%
19,6,14,6.715750915750914%
19,6,15,6.880952380952379%
19,6,16,6.680952380952379%
19,6,17,6.685714285714283%
19,6,18,6.666666666666664%
19,6,19,6.666666666666664%
19,6,20,6.666666666666664%
20,6,1,7.952791652791653%
20,6,2,7.693814518814521%
20,6,3,7.723260073260072%
20,6,4,7.510139860139855%
20,6,5,7.011421911421914%
20,6,6,6.814652014652013%
20,6,7,6.978754578754579%
20,6,8,6.810989010989008%
20,6,9,6.888644688644688%
