R,T,I,score
20,6,10,6.893406593406593%
20,6,11,6.815750915750916%
20,6,12,6.657875457875457%
20,6,13,6.7523809523809515%
20,6,14,6.667399267399267%
20,6,15,6.790476190476188%
20,6,16,6.657142857142855%
20,6,17,6.676190476190474%
20,6,18,6.666666666666664%
20,6,19,6.666666666666664%
20,6,20,6.666666666666664%
