R,T,I,score
1,6,1,9.64047619047619%
1,6,2,2.1999999999999997%
1,6,3,13.466666666666665%
1,6,4,11.533333333333333%
1,6,5,6.833333333333332%
1,6,6,2.666666666666666%
1,6,7,3.45%
1,6,8,1.95%
1,6,9,1.5333333333333332%
1,6,10,2.583333333333333%
1,6,11,4.166666666666666%
1,6,12,0.0%
1,6,13,0.0%
1,6,14,0.0%
1,6,15,0.0%
1,6,16,0.0%
1,6,17,0.0%
1,6,18,0.0%
1,6,19,0.0%
1,6,20,0.0%
2,6,1,9.898809523809524%
2,6,2,7.910714285714285%
2,6,3,14.550793650793645%
2,6,4,13.826984126984126%
2,6,5,10.542063492063495%
2,6,6,9.023015873015874%
2,6,7,9.727380952380955%
2,6,8,7.092857142857143%
2,6,9,6.233333333333333%
2,6,10,5.501190476190476%
2,6,11,4.983333333333333%
2,6,12,3.342857142857143%
2,6,13,3.7511904761904757%
2,6,14,2.659523809523809%
2,6,15,2.7416666666666667%
2,6,16,2.766666666666666%
2,6,17,1.5666666666666667%
2,6,18,1.9928571428571424%
2,6,19,2.1249999999999996%
2,6,20,1.2666666666666666%
3,6,1,9.180952380952379%
3,6,2,8.501190476190473%
3,6,3,12.547619047619044%
3,6,4,11.790476190476191%
3,6,5,11.143253968253964%
3,6,6,8.837301587301585%
3,6,7,8.578174603174602%
3,6,8,9.386507936507936%
3,6,9,10.234126984126984%
3,6,10,10.79285714285714%
3,6,11,8.403174603174602%
3,6,12,8.982142857142858%
3,6,13,8.484523809523811%
3,6,14,8.926190476190477%
3,6,15,7.5353174603174615%
3,6,16,7.393650793650794%
3,6,17,9.013492063492064%
3,6,18,7.288888888888889%
3,6,19,8.380555555555555%
3,6,20,9.856746031746033%
4,6,1,9.964682539682538%
4,6,2,9.437698412698408%
4,6,3,10.29285714285714%
4,6,4,10.577380952380947%
4,6,5,11.828174603174597%
4,6,6,11.152380952380947%
4,6,7,11.62539682539682%
4,6,8,11.349206349206344%
4,6,9,9.722619047619046%
4,6,10,9.226190476190474%
4,6,11,9.568650793650791%
4,6,12,10.265476190476187%
4,6,13,11.273809523809526%
4,6,14,10.746825396825397%
4,6,15,10.702777777777776%
4,6,16,11.429761904761904%
4,6,17,10.73968253968254%
4,6,18,10.831746031746036%
4,6,19,10.60952380952381%
4,6,20,9.688095238095237%
5,6,1,11.232142857142854%
5,6,2,9.92460317460317%
5,6,3,11.513888888888882%
5,6,4,11.140873015873012%
