R,T,I,score
1,6,1,92.62697857697854%
1,6,2,91.35497835497834%
1,6,3,92.92936507936507%
1,6,4,90.22380952380952%
1,6,5,89.06666666666666%
1,6,6,74.01666666666667%
1,6,7,71.66666666666666%
1,6,8,73.18333333333334%
1,6,9,28.5%
1,6,10,25.0%
1,6,11,22.0%
1,6,12,16.0%
1,6,13,9.0%
1,6,14,4.5%
1,6,15,6.5%
1,6,16,7.0%
1,6,17,5.5%
1,6,18,6.0%
1,6,19,8.0%
1,6,20,6.5%
2,6,1,90.62634270184576%
2,6,2,90.68120868639444%
2,6,3,90.53509962259957%
2,6,4,91.59250194250195%
2,6,5,90.91605339105337%
2,6,6,92.09556277056274%
2,6,7,92.44523809523807%
2,6,8,92.67142857142856%
2,6,9,93.59642857142858%
2,6,10,94.69166666666666%
2,6,11,96.23333333333332%
2,6,12,94.2738095238095%
2,6,13,90.25000000000001%
2,6,14,75.91666666666667%
2,6,15,80.91666666666667%
2,6,16,79.25000000000001%
2,6,17,79.5%
2,6,18,82.76666666666668%
2,6,19,82.58333333333331%
2,6,20,79.83333333333333%
3,6,1,88.44334236738864%
3,6,2,88.64009969659459%
3,6,3,89.3447683232875%
3,6,4,88.8500221540772%
3,6,5,88.80324982465073%
3,6,6,88.31203573706766%
3,6,7,88.4774736701207%
3,6,8,88.62662442047115%
3,6,9,89.88464432883937%
3,6,10,88.619623320436%
3,6,11,89.05597686627098%
3,6,12,88.78269369519367%
3,6,13,89.30394327894328%
3,6,14,89.33437118437118%
3,6,15,88.3314713064713%
3,6,16,87.36882978132977%
3,6,17,87.75141941391941%
3,6,18,87.74165001665%
3,6,19,88.09081474081471%
3,6,20,87.74199966699967%
4,6,1,87.46384347441632%
4,6,2,87.9573994885259%
4,6,3,88.74808336351117%
4,6,4,88.80962661023219%
4,6,5,89.69266278943047%
4,6,6,89.70820570761252%
4,6,7,89.38721160323004%
4,6,8,89.32332227351249%
4,6,9,89.7008790597606%
4,6,10,89.52228230246037%
4,6,11,89.94719145609022%
4,6,12,90.12099314822497%
4,6,13,89.76795824786319%
4,6,14,90.4405791458182%
4,6,15,90.0266244379108%
4,6,16,90.13182595917979%
4,6,17,90.04928001119073%
4,6,18,90.15190200233617%
4,6,19,90.07170389183544%
4,6,20,89.98622182514531%
5,6,1,86.41652449542313%
5,6,2,88.90318885513013%
5,6,3,89.81789800618498%
5,6,4,90.12709551361716%
5,6,5,90.86375570136317%
5,6,6,91.38172984530361%
5,6,7,91.81848114959023%
5,6,8,91.77641366430345%
5,6,9,91.4872717761535%
5,6,10,91.32687065892486%
5,6,11,91.36407399952505%
5,6,12,91.26502557809005%
5,6,13,91.11151866872298%
5,6,14,91.18417874169744%
5,6,15,91.06821362188698%
5,6,16,91.16520612664263%
5,6,17,91.10247053502385%
5,6,18,91.05161799017338%
5,6,19,91.30208987342458%
5,6,20,91.10298784836104%
6,6,1,86.90540967572093%
6,6,2,89.44222110042342%
6,6,3,91.15506547417422%
6,6,4,91.15208148721969%
6,6,5,91.86572376937974%
6,6,6,92.31424862576308%
6,6,7,92.34172934620392%
6,6,8,92.48739787213493%
6,6,9,91.84955401347428%
6,6,10,91.7286084729632%
6,6,11,91.30459107787092%
6,6,12,91.13993338042552%
6,6,13,91.33147478444293%
6,6,14,91.6394720824037%
6,6,15,91.46839442342369%
6,6,16,91.56960366357538%
6,6,17,91.5833270235043%
6,6,18,91.5649456379087%
6,6,19,91.63904515961316%
6,6,20,91.66281942826535%
7,6,1,87.18394493430073%
7,6,2,90.14664147034547%
7,6,3,91.5888831571553%
7,6,4,91.9391603627466%
7,6,5,92.29381702095363%
7,6,6,92.36453432523447%
7,6,7,92.304246659087%
7,6,8,92.37901444665839%
7,6,9,92.07710999056788%
7,6,10,92.21748549191787%
7,6,11,91.73357307287377%
7,6,12,91.98579989559134%
7,6,13,91.80338308769271%
7,6,14,91.63037829947987%
7,6,15,92.01796175257134%
7,6,16,91.97170964630448%
7,6,17,91.9992985716443%
7,6,18,91.90264266456117%
7,6,19,92.06106916268382%
7,6,20,91.89228081211795%
8,6,1,88.0223068857905%
8,6,2,90.3050004482891%
8,6,3,91.44997874609311%
8,6,4,91.49031785483129%
8,6,5,91.98521724659722%
8,6,6,92.14485375611912%
8,6,7,92.13775924488056%
8,6,8,92.22423428617132%
8,6,9,92.22098726736621%
8,6,10,92.3237355435269%
