0,1.2658227848101264
10,4.822784810126588
20,8.987341772151911
30,13.040981012658227
40,16.28401898734178
50,20.21997382403501
60,24.123562275355518
70,27.332561728395056
80,30.590594233473976
90,34.2900874374426
100,36.867754393788665
110,39.67083976535968
120,42.40061723630599
130,44.60298889117584
140,47.016828753730586
150,47.70001367401157
160,50.37630244084753
170,51.60206546688048
180,53.65789894739561
190,54.67078476794671
200,56.57305692129201
210,57.414808040009476
220,58.56247956725597
230,59.43094404494455
240,61.176711573978224
250,61.75334378690975
260,62.50689857639053
270,63.32800293525806
280,64.06432438415324
290,64.91695958723197
300,65.50941989124397
