R,T,I,score
1,6,1,12.360485822172743%
1,6,2,12.020523057420958%
1,6,3,14.829137584607702%
1,6,4,11.632393174421036%
1,6,5,16.281840381840382%
1,6,6,26.184163059163065%
1,6,7,23.46948051948052%
1,6,8,39.11666666666668%
1,6,9,12.666666666666668%
1,6,10,15.80952380952381%
1,6,11,8.476190476190476%
1,6,12,5.25%
1,6,13,0.0%
1,6,14,0.0%
1,6,15,0.0%
1,6,16,0.0%
1,6,17,0.0%
1,6,18,0.0%
1,6,19,0.0%
1,6,20,0.0%
2,6,1,12.550004415019949%
2,6,2,10.732651827996749%
2,6,3,12.64442473884114%
2,6,4,11.504920730427338%
2,6,5,10.144614116430962%
2,6,6,10.85920627344371%
2,6,7,12.097159127991853%
2,6,8,12.903064981226576%
2,6,9,13.066006460162127%
2,6,10,17.107874070374063%
2,6,11,17.55366973497778%
2,6,12,17.298359973359968%
2,6,13,16.044687257187256%
2,6,14,16.712549950049947%
2,6,15,15.079397399985638%
2,6,16,13.931586877175107%
2,6,17,12.239228826728827%
2,6,18,12.400881063381064%
2,6,19,14.22532092090915%
2,6,20,14.7101023976024%
3,6,1,11.968113611118888%
3,6,2,11.425754078072039%
3,6,3,13.441040525299513%
3,6,4,11.35317342110228%
3,6,5,11.928317055960258%
3,6,6,11.31569605497421%
3,6,7,10.844322747313159%
3,6,8,10.736125290342189%
3,6,9,12.702660102394214%
3,6,10,11.22979661320594%
3,6,11,11.616290249749307%
3,6,12,12.110491830167168%
3,6,13,12.66459903892311%
3,6,14,13.286811472517147%
3,6,15,11.930818195694263%
3,6,16,11.978506335803266%
3,6,17,11.62269638264997%
3,6,18,11.025355912676277%
3,6,19,11.290461165133268%
3,6,20,11.420931863395984%
4,6,1,11.812697971508133%
4,6,2,12.455879298050675%
4,6,3,14.029499304972877%
4,6,4,13.208783462825625%
4,6,5,13.666858788353897%
4,6,6,14.885968502313826%
4,6,7,13.831622550950465%
4,6,8,13.375971643931555%
4,6,9,12.705892393300086%
4,6,10,12.781096504687246%
4,6,11,13.380008670569739%
4,6,12,14.510145891470312%
4,6,13,14.565428523810102%
4,6,14,14.848397287323696%
4,6,15,14.972686057501974%
4,6,16,14.79931039117364%
4,6,17,14.346136750065943%
4,6,18,13.939417482477841%
4,6,19,15.068919276273675%
4,6,20,15.344843511531026%
5,6,1,13.328990091732335%
5,6,2,14.094504031603456%
5,6,3,14.950581162757647%
5,6,4,14.830268215931524%
5,6,5,15.703982081993974%
5,6,6,16.34215493766591%
5,6,7,15.906087056128293%
5,6,8,15.303232560744215%
5,6,9,15.368949665106381%
5,6,10,15.294870772975344%
5,6,11,14.819176128937485%
5,6,12,14.740580173719518%
5,6,13,14.806593396702475%
5,6,14,14.65266347583479%
5,6,15,14.634644915031645%
5,6,16,15.329127444837702%
5,6,17,14.836952409570477%
5,6,18,14.952402434381177%
5,6,19,14.785299727791855%
5,6,20,15.408896249035397%
6,6,1,13.908049409514511%
6,6,2,14.674089580967323%
6,6,3,15.726833669483506%
6,6,4,15.346343678444084%
6,6,5,16.220724942231683%
6,6,6,16.25379500025682%
6,6,7,16.273014097379637%
6,6,8,16.277327816390958%
6,6,9,15.564374297923639%
6,6,10,15.613796574426672%
6,6,11,14.20295161763441%
6,6,12,13.788888417819123%
6,6,13,13.560629059786159%
6,6,14,14.074518029337577%
6,6,15,14.032398008343296%
6,6,16,14.39782418420808%
6,6,17,14.363459871056268%
6,6,18,14.684624029746042%
6,6,19,14.551231195136412%
6,6,20,14.583898180830431%
7,6,1,14.522503402861615%
7,6,2,15.300210216615959%
7,6,3,15.445953961650183%
7,6,4,15.54950442961437%
7,6,5,15.712945812237956%
7,6,6,15.434557614256146%
7,6,7,15.219466038609955%
7,6,8,15.126205486508622%
7,6,9,15.181329987992218%
7,6,10,15.200670565247517%
7,6,11,14.894569316561332%
7,6,12,14.529689439710525%
7,6,13,14.257899311612665%
7,6,14,14.041576899356642%
7,6,15,14.040364917739549%
7,6,16,14.33915515275322%
7,6,17,14.276344107535097%
7,6,18,14.443865100381764%
7,6,19,14.595893779894404%
7,6,20,15.230914660038895%
8,6,1,15.158572969890434%
8,6,2,15.341110199482971%
8,6,3,14.577631241731847%
8,6,4,14.345983061464414%
8,6,5,14.701151987586034%
8,6,6,14.390873267305654%
8,6,7,14.585309410221146%
8,6,8,14.605464041843131%
8,6,9,14.652023665319811%
8,6,10,14.590385070736518%
8,6,11,14.930192262212602%
8,6,12,14.847521800872915%
8,6,13,14.798011995222202%
8,6,14,14.909265598381205%
8,6,15,14.758792034081859%
8,6,16,14.49248951914176%
8,6,17,14.696786910069735%
8,6,18,14.779357777465714%
8,6,19,14.737504636713508%
8,6,20,15.201430041200204%
9,6,1,14.932506026618302%
9,6,2,14.822504405432467%
9,6,3,14.059897331183144%
9,6,4,13.993182819290423%
9,6,5,14.092717936072379%
9,6,6,13.959791504853138%
9,6,7,13.985404263735383%
9,6,8,14.32208867082286%
9,6,9,14.49847209752274%
9,6,10,14.333589081915209%
9,6,11,14.27207175735658%
9,6,12,14.30554039842016%
9,6,13,14.21845696497596%
9,6,14,14.448136290757889%
9,6,15,14.479886951822339%
9,6,16,14.47000459567083%
9,6,17,14.269156900727532%
9,6,18,14.466930737483708%
9,6,19,14.40900979433625%
9,6,20,14.43380741787639%
10,6,1,13.976452450503091%
10,6,2,14.544270378189433%
10,6,3,13.609132520266762%
10,6,4,13.508426172983132%
10,6,5,13.691258056289705%
10,6,6,13.781527017286521%
10,6,7,13.762525027714906%
10,6,8,13.987514542419614%
10,6,9,13.856025040360487%
10,6,10,13.805326898839564%
10,6,11,13.800784816449381%
10,6,12,13.685672291843186%
10,6,13,13.472634011558064%
10,6,14,13.398408395402068%
10,6,15,13.440702809848379%
10,6,16,13.473991040604966%
10,6,17,13.346916848973814%
10,6,18,13.323946728377118%
10,6,19,13.457998369607301%
10,6,20,13.529159448146794%
11,6,1,13.691021583901328%
11,6,2,14.116980804006126%
11,6,3,13.30143216488153%
11,6,4,13.312299989040499%
11,6,5,13.32426850575585%
11,6,6,13.223536221162808%
11,6,7,13.365338775148901%
11,6,8,13.42101189949291%
