R,T,I,score
1,6,1,15.5%
1,6,2,0.0%
1,6,3,4.833333333333333%
1,6,4,0.0%
1,6,5,0.0%
1,6,6,0.0%
1,6,7,0.0%
1,6,8,0.0%
1,6,9,0.0%
1,6,10,0.0%
1,6,11,0.0%
1,6,12,0.0%
1,6,13,0.0%
1,6,14,0.0%
1,6,15,0.0%
1,6,16,0.0%
1,6,17,0.0%
1,6,18,8.0%
1,6,19,8.0%
1,6,20,7.0%
2,6,1,9.833333333333332%
2,6,2,2.0%
2,6,3,8.166666666666666%
2,6,4,2.5%
2,6,5,3.833333333333333%
2,6,6,0.0%
2,6,7,5.666666666666666%
2,6,8,2.9999999999999996%
2,6,9,1.5%
2,6,10,0.0%
2,6,11,8.5%
2,6,12,3.333333333333333%
2,6,13,3.333333333333333%
2,6,14,0.0%
2,6,15,0.0%
2,6,16,0.0%
2,6,17,6.0%
2,6,18,5.833333333333332%
2,6,19,5.833333333333332%
2,6,20,4.583333333333333%
3,6,1,23.08333333333333%
3,6,2,10.25%
3,6,3,8.333333333333334%
3,6,4,7.583333333333332%
3,6,5,8.916666666666668%
3,6,6,21.08333333333333%
3,6,7,12.616666666666665%
3,6,8,15.833333333333332%
3,6,9,11.583333333333336%
3,6,10,15.499999999999998%
3,6,11,13.083333333333332%
3,6,12,16.083333333333336%
3,6,13,20.449999999999996%
3,6,14,19.65%
3,6,15,13.933333333333335%
3,6,16,8.083333333333334%
3,6,17,8.0%
3,6,18,16.583333333333332%
3,6,19,12.666666666666663%
3,6,20,16.249999999999996%
4,6,1,24.83333333333333%
4,6,2,14.816666666666668%
4,6,3,9.483333333333334%
4,6,4,14.916666666666663%
4,6,5,26.166666666666664%
4,6,6,24.7%
4,6,7,19.48333333333333%
4,6,8,13.266666666666667%
4,6,9,19.616666666666664%
4,6,10,16.599999999999998%
4,6,11,16.666666666666664%
4,6,12,21.399999999999995%
4,6,13,17.966666666666665%
4,6,14,24.016666666666662%
4,6,15,18.316666666666663%
4,6,16,14.366666666666665%
4,6,17,12.199999999999996%
4,6,18,13.949999999999998%
4,6,19,14.999999999999998%
4,6,20,14.03333333333333%
5,6,1,23.0%
5,6,2,18.53333333333334%
5,6,3,21.816666666666666%
5,6,4,24.61666666666667%
5,6,5,26.18333333333334%
5,6,6,26.83333333333334%
5,6,7,25.56666666666667%
5,6,8,20.13333333333333%
5,6,9,16.18333333333333%
5,6,10,16.366666666666664%
5,6,11,17.23333333333333%
5,6,12,13.916666666666668%
5,6,13,15.549999999999997%
5,6,14,18.4%
5,6,15,20.15%
5,6,16,26.149999999999995%
5,6,17,18.866666666666664%
5,6,18,14.583333333333332%
5,6,19,18.916666666666664%
5,6,20,21.999999999999996%
6,6,1,27.150000000000006%
6,6,2,24.7%
6,6,3,18.033333333333328%
6,6,4,28.18333333333334%
6,6,5,27.78333333333333%
6,6,6,29.43333333333334%
6,6,7,23.266666666666662%
6,6,8,21.38333333333333%
6,6,9,20.316666666666666%
6,6,10,19.3%
6,6,11,18.366666666666664%
6,6,12,15.149999999999999%
6,6,13,16.499999999999996%
6,6,14,19.833333333333332%
6,6,15,22.0%
