R,T,I,score
1,6,1,19.556674783764574%
1,6,2,16.244828047769214%
1,6,3,21.817171717171714%
1,6,4,6.934523809523809%
1,6,5,0.0%
1,6,6,0.2%
1,6,7,0.0%
1,6,8,0.0%
1,6,9,0.0%
1,6,10,0.0%
1,6,11,0.0%
1,6,12,0.0%
1,6,13,0.0%
1,6,14,0.0%
1,6,15,0.0%
1,6,16,0.0%
1,6,17,2.0%
1,6,18,94.25%
1,6,19,92.83333333333334%
1,6,20,89.25%
2,6,1,14.588061437273469%
2,6,2,17.42903517469105%
2,6,3,10.171648058496892%
2,6,4,11.478579564570273%
2,6,5,12.35713878484776%
2,6,6,10.093591496223073%
2,6,7,13.7794259189383%
2,6,8,9.757360694860692%
2,6,9,15.319083694083695%
2,6,10,1.1166666666666665%
2,6,11,6.045670995670995%
2,6,12,16.80999278499278%
2,6,13,17.49404761904762%
2,6,14,12.146428571428574%
2,6,15,15.140476190476187%
2,6,16,16.201190476190472%
2,6,17,31.649603174603172%
2,6,18,26.71944444444445%
2,6,19,26.217857142857138%
2,6,20,28.16626984126984%
3,6,1,16.704965599013637%
3,6,2,20.6581741753281%
3,6,3,8.13489800363979%
3,6,4,8.20260338313651%
3,6,5,9.643852687670254%
3,6,6,10.765647870500056%
3,6,7,15.027282870836512%
3,6,8,13.938339318162011%
3,6,9,8.908271371678655%
3,6,10,11.73974505949065%
3,6,11,11.12104101281975%
3,6,12,15.537117577361172%
3,6,13,13.157235647077568%
3,6,14,14.060841153794293%
3,6,15,15.43522501578658%
3,6,16,12.098828838448913%
3,6,17,10.693781654735682%
3,6,18,15.28485197379161%
3,6,19,14.483068673707384%
3,6,20,17.644709096514358%
4,6,1,15.621277241640485%
4,6,2,19.71570238070196%
4,6,3,8.65312741854552%
4,6,4,10.188998494337932%
4,6,5,11.50937059410619%
4,6,6,12.636834237293156%
4,6,7,15.091610472798848%
4,6,8,11.996553472348273%
4,6,9,11.306441874470709%
4,6,10,11.800527779600378%
4,6,11,13.00657787285163%
4,6,12,12.934322383100811%
4,6,13,12.894139873875272%
4,6,14,15.051012486705298%
4,6,15,12.939540821737797%
4,6,16,11.445024241164482%
4,6,17,8.955586879927502%
4,6,18,11.045243806696986%
4,6,19,11.187544036330111%
4,6,20,13.95713483497297%
5,6,1,14.483662550264372%
5,6,2,18.730439902971014%
5,6,3,12.24880236277847%
5,6,4,15.438710376753159%
5,6,5,12.875022781704045%
5,6,6,16.010205248877934%
5,6,7,16.633349370681703%
5,6,8,13.848468152669362%
5,6,9,10.62799825789765%
5,6,10,11.584969707046069%
5,6,11,13.095074397222326%
5,6,12,10.371175254265323%
5,6,13,11.677352563105313%
5,6,14,15.495777293309608%
5,6,15,16.680017115245928%
5,6,16,18.294014678328146%
5,6,17,13.847270276860293%
5,6,18,11.508519304721238%
5,6,19,13.453752719075876%
5,6,20,16.31184602007177%
6,6,1,15.580991078693428%
6,6,2,18.0660323212324%
6,6,3,11.756180256061505%
6,6,4,16.852198731818746%
6,6,5,12.070893558786928%
6,6,6,16.579135241271278%
6,6,7,16.21377941780331%
6,6,8,14.462978666084835%
6,6,9,11.434531366674818%
6,6,10,12.387730396278156%
6,6,11,13.348589424883391%
6,6,12,11.462825316578012%
6,6,13,12.455834222827962%
6,6,14,14.52388576805948%
6,6,15,15.140745497665542%
6,6,16,17.590577246982196%
6,6,17,16.529080142929065%
6,6,18,15.823720260828617%
6,6,19,15.40948941874561%
6,6,20,14.496676465968115%
7,6,1,15.109427646034426%
7,6,2,16.957193196127335%
7,6,3,11.189114623935959%
7,6,4,18.75629636212357%
7,6,5,15.176924799050017%
7,6,6,15.756659768693044%
7,6,7,15.193904592530464%
7,6,8,14.750626927465936%
7,6,9,12.338366703571392%
7,6,10,12.977196349395534%
7,6,11,12.589167908805148%
7,6,12,13.430147664760192%
7,6,13,11.357642052378742%
7,6,14,12.9698638906477%
7,6,15,13.02623116628919%
7,6,16,13.912352800892418%
7,6,17,15.679496735635206%
7,6,18,14.902306347642497%
7,6,19,14.99367028113135%
7,6,20,14.101601136343028%
8,6,1,14.324637429253757%
8,6,2,16.902470277810284%
8,6,3,11.41487833247702%
8,6,4,17.835909564586203%
8,6,5,15.235482334985345%
8,6,6,16.360460682907316%
8,6,7,14.313989798014937%
8,6,8,13.62277781551332%
8,6,9,14.261308072284692%
8,6,10,13.748698643925113%
8,6,11,14.05927354933054%
8,6,12,13.657153804103922%
8,6,13,11.58186599530472%
8,6,14,12.490369778409674%
8,6,15,12.837649636733303%
8,6,16,13.352236919523504%
8,6,17,14.041967735602833%
8,6,18,15.346122447771627%
8,6,19,14.304527664478314%
8,6,20,15.747972006218923%
9,6,1,12.879636241118165%
9,6,2,15.733799735751564%
9,6,3,13.855209652772828%
9,6,4,18.12723518161169%
9,6,5,16.85613067630213%
9,6,6,16.703538790657124%
9,6,7,14.508017789083155%
9,6,8,13.75539370150436%
9,6,9,14.400217727781234%
9,6,10,15.123885117159396%
9,6,11,15.312121293218695%
9,6,12,14.319035766724546%
9,6,13,13.309389966534349%
9,6,14,12.907958973932507%
9,6,15,12.836396756419251%
9,6,16,12.6222092881459%
9,6,17,12.932504070624972%
9,6,18,14.684411099615973%
9,6,19,13.999031494797554%
9,6,20,14.971401529458836%
10,6,1,11.826345242154373%
10,6,2,14.820288372123814%
10,6,3,16.329773279789983%
10,6,4,18.923139568173394%
10,6,5,17.521213606249102%
10,6,6,16.066207868194915%
10,6,7,15.64469370399855%
10,6,8,14.451665547388098%
10,6,9,14.590903040943012%
10,6,10,15.057557529726264%
10,6,11,15.040699285855583%
10,6,12,14.238766904735161%
10,6,13,13.368879724204069%
10,6,14,12.556778862609885%
10,6,15,13.242884595228299%
10,6,16,12.608416487060593%
10,6,17,12.285063257797281%
10,6,18,13.946209974785216%
10,6,19,13.690348834107944%
10,6,20,13.758576078835633%
11,6,1,12.21577111600943%
11,6,2,13.503350897377588%
11,6,3,16.234392454504615%
11,6,4,18.736044611923315%
11,6,5,17.922711895671476%
11,6,6,15.834505652672222%
11,6,7,15.777668352384053%
11,6,8,14.653258651612692%
11,6,9,15.028388510263376%
11,6,10,14.063564548397363%
11,6,11,15.087721159273196%
11,6,12,13.881977883444268%
11,6,13,13.943273108466688%
11,6,14,13.49612407003712%
11,6,15,13.99809485765506%
11,6,16,13.189708741154814%
11,6,17,13.090244182193826%
11,6,18,13.838333423967232%
11,6,19,13.92509357495943%
11,6,20,14.155887232729345%
12,6,1,12.713041080778737%
12,6,2,12.130826123538817%
12,6,3,15.150117969816165%
12,6,4,18.342093844251853%
12,6,5,17.401789716551356%
12,6,6,16.083158999838655%
12,6,7,15.731401591084207%
12,6,8,14.720013538887088%
12,6,9,15.141583311208846%
12,6,10,14.086325581798079%
12,6,11,14.228890744868895%
12,6,12,13.703440595504835%
12,6,13,14.319606690277862%
12,6,14,13.783610156829535%
12,6,15,13.21002146323704%
12,6,16,13.159588153683325%
12,6,17,13.95495361598675%
12,6,18,14.01782573644379%
12,6,19,13.870845951855323%
12,6,20,14.665504271433658%
13,6,1,13.237151313059774%
13,6,2,12.11025732447425%
13,6,3,15.687626388057376%
13,6,4,18.27710238834794%
13,6,5,16.44532746920079%
13,6,6,15.417989351221074%
13,6,7,15.940118776076767%
13,6,8,14.778915574242912%
13,6,9,14.682390974407229%
13,6,10,13.822996552118616%
13,6,11,13.245017741210047%
13,6,12,13.61047207917432%
13,6,13,14.166534747320622%
13,6,14,13.707525677673482%
13,6,15,12.750413114623644%
13,6,16,13.399323927759406%
13,6,17,13.993651939145806%
13,6,18,14.23096966889609%
13,6,19,14.15520671512678%
13,6,20,13.87892165573712%
14,6,1,12.368708909601406%
14,6,2,12.002027718440788%
14,6,3,16.89782675568006%
14,6,4,17.679960258848304%
14,6,5,15.476579500538726%
14,6,6,16.49050046064714%
14,6,7,15.641123668730012%
14,6,8,15.440213528165948%
14,6,9,14.193416256920223%
14,6,10,13.488716427908162%
14,6,11,13.232518133282369%
14,6,12,13.176745199953569%
14,6,13,13.582256444361713%
14,6,14,13.621206337522123%
14,6,15,12.952238533624282%
14,6,16,13.145505291294764%
14,6,17,13.441554087436836%
14,6,18,14.182802151962711%
14,6,19,14.304339897277956%
14,6,20,13.680752317302959%
15,6,1,12.197515173807417%
15,6,2,11.820374464988156%
15,6,3,16.218241562982058%
15,6,4,16.599012643808695%
15,6,5,14.72486111669667%
15,6,6,15.84581158392262%
15,6,7,14.753730105446033%
15,6,8,15.481117105904422%
15,6,9,13.498188994526416%
15,6,10,12.761690685432571%
15,6,11,13.101825430273136%
15,6,12,13.32102321270209%
15,6,13,13.192580847317693%
15,6,14,13.342187461661153%
15,6,15,12.890039310012662%
15,6,16,12.982478048267522%
