R,T,I,score
1,6,1,92.63333333333334%
1,6,2,70.41666666666667%
1,6,3,69.0%
1,6,4,35.66666666666667%
1,6,5,45.0%
1,6,6,29.5%
1,6,7,25.5%
1,6,8,22.0%
1,6,9,10.5%
1,6,10,10.5%
1,6,11,7.5%
1,6,12,6.5%
1,6,13,3.0%
1,6,14,2.0%
1,6,15,3.0%
1,6,16,2.0%
1,6,17,1.0%
1,6,18,1.0%
1,6,19,0.0%
1,6,20,0.0%
2,6,1,97.81428571428573%
2,6,2,97.57380952380953%
2,6,3,94.52380952380952%
2,6,4,94.51666666666667%
2,6,5,86.83333333333334%
2,6,6,73.93333333333334%
2,6,7,76.01666666666667%
2,6,8,71.3%
2,6,9,56.08333333333334%
2,6,10,53.91666666666667%
2,6,11,57.91666666666667%
2,6,12,60.33333333333334%
2,6,13,30.166666666666664%
2,6,14,26.33333333333333%
2,6,15,23.33333333333333%
2,6,16,23.0%
2,6,17,12.0%
2,6,18,12.0%
2,6,19,9.0%
2,6,20,14.0%
3,6,1,96.98690476190477%
3,6,2,95.72420634920636%
3,6,3,95.2170634920635%
3,6,4,96.61468253968255%
3,6,5,95.6154761904762%
3,6,6,94.34047619047617%
3,6,7,94.48809523809523%
3,6,8,97.62380952380953%
3,6,9,94.21190476190478%
3,6,10,93.08095238095238%
3,6,11,90.14761904761905%
3,6,12,86.03333333333335%
3,6,13,88.51666666666668%
3,6,14,86.71666666666668%
3,6,15,84.93333333333334%
3,6,16,79.76666666666667%
3,6,17,83.01666666666668%
3,6,18,82.36666666666667%
3,6,19,84.01666666666668%
3,6,20,82.76666666666668%
4,6,1,96.58722943722944%
4,6,2,95.42182539682538%
4,6,3,96.58069985569986%
4,6,4,95.96497113997113%
4,6,5,96.09870129870129%
4,6,6,96.22965367965365%
4,6,7,95.8946608946609%
4,6,8,96.38298645798645%
4,6,9,96.66699134199132%
4,6,10,95.80198412698411%
4,6,11,96.72110389610388%
4,6,12,96.37554112554109%
4,6,13,96.7537518037518%
4,6,14,97.09743867243866%
4,6,15,97.1652958152958%
4,6,16,97.04397546897546%
4,6,17,97.02698412698412%
4,6,18,96.47222222222221%
4,6,19,96.75108225108224%
4,6,20,96.70396825396826%
5,6,1,95.18088023088023%
5,6,2,96.06627539127538%
5,6,3,96.4990204240204%
5,6,4,95.89363136863135%
5,6,5,96.6367521367521%
5,6,6,96.66744325935501%
5,6,7,97.42378316128315%
5,6,8,97.11792472233648%
5,6,9,96.70692657016187%
5,6,10,97.23959945283475%
5,6,11,96.76659688350863%
5,6,12,97.04016400266399%
5,6,13,96.9025627150627%
5,6,14,97.01242287124639%
5,6,15,96.5771349565467%
5,6,16,96.55778486219663%
5,6,17,96.66238026679201%
5,6,18,96.68487762237761%
5,6,19,97.19015984015985%
5,6,20,97.06375389316563%
6,6,1,95.1924603174603%
6,6,2,96.46639749139747%
6,6,3,97.06911519852696%
6,6,4,96.58248475380827%
6,6,5,97.19958011974263%
6,6,6,97.32174355572188%
6,6,7,97.36852571662943%
6,6,8,97.25690945621284%
6,6,9,97.00828024744433%
6,6,10,97.02745131115873%
6,6,11,96.86263110384627%
6,6,12,96.90963081466178%
6,6,13,96.73808399632703%
6,6,14,96.77234758705349%
6,6,15,96.72026755923815%
6,6,16,96.78342297107778%
6,6,17,96.7460806780079%
6,6,18,96.9816383221182%
6,6,19,96.86818963630112%
6,6,20,97.13170591878021%
7,6,1,95.70683205683204%
7,6,2,96.823334998335%
7,6,3,97.07489406018816%
7,6,4,97.16923407689659%
7,6,5,97.28563575227658%
7,6,6,97.29479014277774%
7,6,7,97.23002568037398%
7,6,8,97.19079585275408%
7,6,9,97.19988720859465%
7,6,10,97.17004705390929%
7,6,11,97.23662198224895%
7,6,12,97.1778251031734%
7,6,13,97.14300213889997%
7,6,14,97.27985605725547%
7,6,15,97.18839363680696%
7,6,16,97.22449277159032%
7,6,17,97.2334011404832%
7,6,18,97.20082152969151%
7,6,19,97.28312509214214%
7,6,20,97.24570395634638%
8,6,1,95.7244005994006%
8,6,2,96.88473568914746%
8,6,3,97.19034497064683%
8,6,4,97.12048083065883%
8,6,5,97.40820718239449%
8,6,6,97.27351505993151%
8,6,7,97.2217834152432%
8,6,8,97.35560102522179%
8,6,9,97.2219584852712%
8,6,10,97.27750298377235%
8,6,11,97.2687421110022%
8,6,12,97.36539349883007%
8,6,13,97.36828362126352%
8,6,14,97.46795928100111%
8,6,15,97.49370010364596%
8,6,16,97.26069233913664%
8,6,17,97.24344312378369%
8,6,18,97.28945497656801%
8,6,19,97.28473100257158%
8,6,20,97.41582895518657%
9,6,1,95.55546398046395%
9,6,2,96.99601032352581%
9,6,3,97.16225223434976%
9,6,4,97.1650793908534%
9,6,5,97.26259599533596%
9,6,6,97.40312255683776%
9,6,7,97.3819759402964%
9,6,8,97.42316709778011%
9,6,9,97.41964726879587%
9,6,10,97.41517206563645%
9,6,11,97.3664229647202%
9,6,12,97.44599153856122%
9,6,13,97.3234171100657%
9,6,14,97.49312861201408%
9,6,15,97.44599153856122%
9,6,16,97.31828810164727%
9,6,17,97.36659038416005%
9,6,18,97.37550851281503%
9,6,19,97.39720698977666%
9,6,20,97.43159219521449%
10,6,1,95.5885836385836%
10,6,2,96.97235585621809%
10,6,3,97.06807852020702%
10,6,4,97.19213255354899%
10,6,5,97.35615894683237%
10,6,6,97.46610169586178%
10,6,7,97.48100576753828%
10,6,8,97.50341919862045%
10,6,9,97.45634317522862%
10,6,10,97.40533307421852%
10,6,11,97.45078761967308%
10,6,12,97.44815604072572%
10,6,13,97.40533307421852%
10,6,14,97.40533307421852%
10,6,15,97.40533307421852%
10,6,16,97.40116640755187%
10,6,17,97.40771402659948%
10,6,18,97.34840030110928%
10,6,19,97.34993538882858%
10,6,20,97.34993538882858%
11,6,1,95.4982878232878%
11,6,2,96.89590338711858%
11,6,3,97.14105770390599%
11,6,4,97.19767705205011%
11,6,5,97.44964550413468%
11,6,6,97.50530548742626%
11,6,7,97.46142718650461%
11,6,8,97.41619355876324%
11,6,9,97.42898595642406%
11,6,10,97.37467309092698%
11,6,11,97.36356197981586%
11,6,12,97.35562547187934%
11,6,13,97.35562547187934%
11,6,14,97.36971215918588%
11,6,15,97.31644418532966%
11,6,16,97.25837314989792%
11,6,17,97.2003438855606%
11,6,18,97.2532678621688%
11,6,19,97.2062434383642%
11,6,20,97.15906175867478%
12,6,1,95.7619325119325%
12,6,2,97.02004421876717%
12,6,3,97.34775251408378%
12,6,4,97.34379408860833%
12,6,5,97.45907694816366%
12,6,6,97.38210326395313%
12,6,7,97.3675374376226%
12,6,8,97.50730737270986%
12,6,9,97.5031407060432%
12,6,10,97.45101038022867%
12,6,11,97.38524240637246%
12,6,12,97.38063714321456%
12,6,13,97.33524240637246%
12,6,14,97.34368078172258%
12,6,15,97.27240885189804%
12,6,16,97.28009534754892%
12,6,17,97.22106173410356%
12,6,18,97.24859932808852%
12,6,19,97.37920586895045%
12,6,20,97.38505382216685%
13,6,1,95.72165889665888%
13,6,2,97.00527936545741%
13,6,3,97.33446992034455%
13,6,4,97.37826568426415%
13,6,5,97.41304581641272%
13,6,6,97.29721334307249%
13,6,7,97.38120457114267%
