R,T,I,score
1,6,1,4.993215118215116%
1,6,2,3.135714285714286%
1,6,3,4.735714285714285%
1,6,4,0.0%
1,6,5,0.0%
1,6,6,0.0%
1,6,7,0.0%
1,6,8,0.0%
1,6,9,0.0%
1,6,10,0.0%
1,6,11,0.0%
1,6,12,0.0%
1,6,13,0.0%
1,6,14,0.0%
1,6,15,0.0%
1,6,16,0.0%
1,6,17,0.0%
1,6,18,23.0%
1,6,19,19.5%
1,6,20,19.5%
2,6,1,2.99092019092019%
2,6,2,3.1005161505161505%
2,6,3,4.162337662337663%
2,6,4,3.111904761904762%
2,6,5,4.138492063492063%
2,6,6,0.0%
2,6,7,2.1782467532467527%
2,6,8,3.4329365079365073%
2,6,9,3.726190476190476%
2,6,10,0.0%
2,6,11,10.619047619047619%
2,6,12,5.357936507936508%
2,6,13,5.2595238095238095%
2,6,14,0.0%
2,6,15,0.0%
2,6,16,0.0%
2,6,17,5.126190476190476%
2,6,18,5.40952380952381%
2,6,19,4.135714285714285%
2,6,20,3.9761904761904754%
3,6,1,4.763694638694638%
3,6,2,4.259379346144051%
3,6,3,2.928943278943279%
3,6,4,3.9544011544011535%
3,6,5,2.9082084582084575%
3,6,6,5.7814990564990545%
3,6,7,8.231805694305693%
3,6,8,5.792634163222398%
3,6,9,2.5792568542568546%
3,6,10,6.695356032856032%
3,6,11,3.8973350179232527%
3,6,12,4.103396603396602%
3,6,13,5.953005328005325%
3,6,14,7.5255938505938476%
3,6,15,6.865304140304138%
3,6,16,2.803246753246753%
3,6,17,2.111446886446886%
3,6,18,5.651104451104452%
3,6,19,3.4341380841380844%
3,6,20,4.224084249084248%
4,6,1,7.684812817901053%
4,6,2,6.062004498769204%
4,6,3,4.303681041181039%
4,6,4,9.037287712287712%
4,6,5,4.209206479794713%
4,6,6,5.078799386887622%
4,6,7,7.03882571676689%
4,6,8,5.197441447441445%
4,6,9,4.6818948595264365%
4,6,10,5.042615717615717%
4,6,11,6.3210044040926405%
4,6,12,6.109959158488573%
4,6,13,5.577011305687775%
4,6,14,7.659298136504019%
4,6,15,6.9321210652093%
4,6,16,5.394225627313862%
4,6,17,2.984417380005614%
4,6,18,3.763076689392479%
4,6,19,3.0852138058020397%
4,6,20,3.2069531775414117%
5,6,1,6.990744386332621%
5,6,2,6.595179493708903%
5,6,3,6.035283262489142%
5,6,4,5.75649073149073%
5,6,5,3.980356163444398%
5,6,6,5.133198174374642%
5,6,7,6.0505412672982315%
5,6,8,4.9357586642803355%
5,6,9,3.0669163138203372%
5,6,10,4.280686857002646%
5,6,11,5.548399433383953%
5,6,12,2.814642607134867%
5,6,13,4.23606848517839%
5,6,14,7.899380061802661%
5,6,15,9.16246963390926%
5,6,16,11.158092105692722%
5,6,17,6.798655098771195%
5,6,18,4.210741094990322%
5,6,19,6.083127166950698%
5,6,20,7.040484270631327%
6,6,1,5.714057184645419%
6,6,2,9.418977591036414%
6,6,3,5.1063225989696575%
6,6,4,8.70596152213799%
6,6,5,4.886219946204464%
6,6,6,8.169574521625607%
6,6,7,6.494109850417898%
6,6,8,6.720476294431398%
6,6,9,5.911147164668835%
6,6,10,5.270683461705135%
6,6,11,5.316719675233607%
6,6,12,4.556818770324963%
6,6,13,4.659114982025199%
6,6,14,5.905411410055369%
6,6,15,6.037084651674429%
6,6,16,7.570248585264062%
6,6,17,7.684331728642871%
6,6,18,8.667599759201922%
6,6,19,6.100497331186184%
6,6,20,5.008940620782723%
7,6,1,5.234667130255365%
7,6,2,9.317977447389213%
7,6,3,6.759824162765337%
7,6,4,10.484022448999223%
7,6,5,6.36562299929173%
7,6,6,6.252291946099993%
7,6,7,5.668879825884468%
7,6,8,5.945254350053108%
7,6,9,4.769511306546908%
7,6,10,5.847988561146455%
7,6,11,4.753388514650124%
7,6,12,5.2240780805022276%
7,6,13,4.479848660111816%
7,6,14,5.513255565384045%
7,6,15,4.7387095188952735%
7,6,16,4.865756302521004%
7,6,17,7.81915143250282%
7,6,18,8.17017643089624%
7,6,19,6.596598727210177%
7,6,20,5.974941643323991%
8,6,1,4.310159693247928%
8,6,2,9.21526375671113%
8,6,3,7.917669924674567%
8,6,4,10.086230943119487%
8,6,5,6.085547862869844%
8,6,6,7.445339709310293%
8,6,7,4.957171492078608%
8,6,8,4.946994702064357%
8,6,9,4.870972302551248%
8,6,10,5.90868607226966%
8,6,11,5.704543504311304%
8,6,12,5.324299930375779%
8,6,13,4.597899537682816%
8,6,14,5.208381861516532%
8,6,15,5.21775640080593%
8,6,16,5.36961828591085%
8,6,17,5.819594328959648%
8,6,18,8.628487272101815%
8,6,19,6.777003783969722%
8,6,20,8.490656174750598%
9,6,1,4.1432335638217985%
9,6,2,7.775931580459443%
9,6,3,8.175912700990102%
9,6,4,10.063335885820406%
9,6,5,6.867537622336378%
9,6,6,7.907043485410353%
9,6,7,4.603278794648759%
9,6,8,4.5878028404344136%
9,6,9,6.920703105803719%
9,6,10,6.8819405912285125%
9,6,11,7.243120669320356%
9,6,12,7.131140350877189%
9,6,13,6.976494545186492%
9,6,14,5.591229298737034%
9,6,15,5.531860287974832%
9,6,16,5.354770504693098%
9,6,17,5.59448928694284%
9,6,18,6.55603285173718%
9,6,19,6.299152906776741%
9,6,20,6.302614379084965%
10,6,1,3.8916633203397897%
10,6,2,7.267953039392668%
