R,T,I,score
1,6,1,90.05%
1,6,2,78.41666666666667%
1,6,3,71.33333333333333%
1,6,4,49.0%
1,6,5,41.66666666666666%
1,6,6,19.0%
1,6,7,17.5%
1,6,8,18.0%
1,6,9,10.5%
1,6,10,8.0%
1,6,11,8.5%
1,6,12,7.0%
1,6,13,3.5%
1,6,14,2.0%
1,6,15,2.5%
1,6,16,3.0%
1,6,17,0.0%
1,6,18,1.0%
1,6,19,0.0%
1,6,20,0.0%
2,6,1,97.25714285714288%
2,6,2,96.43333333333332%
2,6,3,94.53571428571428%
2,6,4,94.58333333333331%
2,6,5,85.16666666666669%
2,6,6,72.93333333333334%
2,6,7,71.76666666666667%
2,6,8,70.3%
2,6,9,56.75%
2,6,10,47.58333333333333%
2,6,11,49.26666666666667%
2,6,12,44.0%
2,6,13,31.5%
2,6,14,26.5%
2,6,15,18.333333333333336%
2,6,16,24.5%
2,6,17,13.5%
2,6,18,15.0%
2,6,19,13.0%
2,6,20,10.5%
3,6,1,96.78452380952382%
3,6,2,95.93809523809524%
3,6,3,95.23650793650793%
3,6,4,96.60833333333333%
3,6,5,96.28928571428571%
3,6,6,94.43611111111109%
3,6,7,94.82539682539681%
3,6,8,96.13492063492062%
3,6,9,93.6%
3,6,10,91.96428571428572%
3,6,11,89.54761904761905%
3,6,12,85.91666666666669%
3,6,13,86.05%
3,6,14,84.01666666666668%
3,6,15,84.53333333333335%
3,6,16,83.1%
3,6,17,82.75%
3,6,18,81.81666666666666%
3,6,19,81.25000000000001%
3,6,20,84.6%
4,6,1,96.40079365079366%
4,6,2,95.83398268398267%
4,6,3,96.54401154401154%
4,6,4,96.68515096015095%
4,6,5,96.16648629148631%
4,6,6,96.09632034632034%
4,6,7,96.23049728049727%
4,6,8,96.39370074370073%
4,6,9,96.82028804528804%
4,6,10,96.25555555555555%
4,6,11,95.39859307359308%
4,6,12,96.47557720057719%
4,6,13,96.31421356421355%
4,6,14,96.65898268398269%
4,6,15,97.52615440115439%
4,6,16,96.88690476190477%
4,6,17,96.70656565656566%
4,6,18,96.99801587301589%
4,6,19,95.88210678210679%
4,6,20,96.9418831168831%
5,6,1,95.62449494949495%
5,6,2,95.93185425685425%
5,6,3,96.51168276168274%
5,6,4,96.2127761127761%
5,6,5,96.77256354756354%
5,6,6,96.36583139083137%
5,6,7,96.9893204018204%
5,6,8,96.92241010623361%
5,6,9,96.79496075819601%
5,6,10,97.09941267882445%
5,6,11,96.66773602214776%
5,6,12,97.04407332863215%
5,6,13,96.91584347025523%
5,6,14,96.73315116256293%
5,6,15,96.83332280464634%
5,6,16,96.58334541275718%
5,6,17,96.56671106671105%
5,6,18,96.8584249084249%
5,6,19,96.8299395049395%
5,6,20,97.0548461342579%
