R,T,I,score
1,6,1,3.1103350674187515%
1,6,2,2.949649898605386%
1,6,3,4.635592564743513%
1,6,4,2.982584635894284%
1,6,5,3.8614233728012177%
1,6,6,6.809635990944039%
1,6,7,6.909476471241176%
1,6,8,8.729401154401154%
1,6,9,4.011988011988011%
1,6,10,4.91031746031746%
1,6,11,5.203643578643579%
1,6,12,1.45%
1,6,13,0.7916666666666665%
1,6,14,1.4102564102564101%
1,6,15,0.8373015873015872%
1,6,16,0.611111111111111%
1,6,17,1.2361111111111112%
1,6,18,0.45%
1,6,19,0.5%
1,6,20,1.975%
2,6,1,4.259541684223853%
2,6,2,3.9237544223219643%
2,6,3,5.330206450093495%
2,6,4,4.276758659349461%
2,6,5,3.310941873037919%
2,6,6,3.0449850176851587%
2,6,7,3.8271833558246686%
2,6,8,4.070981467131713%
2,6,9,4.428036161898457%
2,6,10,4.912179984246774%
2,6,11,5.752071643652031%
2,6,12,5.574421751012377%
2,6,13,4.6093686027117675%
2,6,14,5.062876161356775%
2,6,15,4.370411417476298%
2,6,16,4.327312806421029%
2,6,17,3.714905055260419%
2,6,18,3.6652901824607507%
2,6,19,4.234367847644626%
2,6,20,3.908220559783017%
3,6,1,3.647036022598174%
3,6,2,4.667880176348354%
3,6,3,6.316868503099715%
3,6,4,4.858052419353325%
3,6,5,4.955415044337617%
3,6,6,4.141204679309995%
3,6,7,4.104683674937365%
3,6,8,4.141558105293486%
3,6,9,4.713154159987603%
3,6,10,4.830150828680456%
3,6,11,4.30472281167709%
3,6,12,4.6958076074518456%
3,6,13,5.337203613627086%
3,6,14,5.306514110692685%
3,6,15,5.326675620622456%
3,6,16,4.961030435294635%
3,6,17,4.683066343250246%
3,6,18,4.551626621064053%
3,6,19,4.5286096639833735%
3,6,20,4.857852051420224%
4,6,1,4.131940893362002%
4,6,2,4.640851203369001%
4,6,3,5.738153255102902%
4,6,4,5.158572785521638%
4,6,5,5.082448763213615%
4,6,6,6.006728710695505%
4,6,7,5.030543585544996%
4,6,8,5.119127777046023%
4,6,9,5.198832003491491%
4,6,10,5.620724581023421%
4,6,11,5.792168512679999%
4,6,12,6.25375024853809%
4,6,13,5.974308246370797%
4,6,14,6.047509051373737%
4,6,15,6.054082731526922%
4,6,16,6.0975782615516865%
4,6,17,5.999953637310858%
4,6,18,5.68711297745771%
4,6,19,6.2311721383834096%
4,6,20,6.490364349759477%
5,6,1,4.849341560600725%
5,6,2,5.383767717718422%
5,6,3,6.238515284764455%
5,6,4,6.094906252434571%
5,6,5,6.339439894528617%
5,6,6,6.59203916124969%
5,6,7,5.788268115554286%
5,6,8,5.609063750914336%
5,6,9,5.964914729956611%
5,6,10,6.069889947510637%
5,6,11,5.88173421857815%
5,6,12,5.9658336675511165%
5,6,13,6.066285639455893%
5,6,14,5.964636493533558%
5,6,15,5.879227458491832%
5,6,16,5.782105316430115%
5,6,17,6.150126163000201%
5,6,18,5.808807675665713%
5,6,19,5.81080675517556%
5,6,20,6.127145823118153%
6,6,1,5.0914790273018165%
6,6,2,5.83922717300466%
6,6,3,6.57096145027525%
6,6,4,6.426830442486678%
6,6,5,6.586007359285179%
6,6,6,6.562676265221239%
6,6,7,6.534198941367504%
6,6,8,6.574961786362048%
6,6,9,6.492427479969122%
6,6,10,6.275951374618842%
6,6,11,5.5992835197920945%
6,6,12,5.459924275668212%
6,6,13,5.500910653132698%
6,6,14,5.453949509486643%
6,6,15,5.6379133584248%
6,6,16,5.656745421439008%
6,6,17,5.5409822871966865%
6,6,18,5.607458742964406%
6,6,19,5.803335153292253%
6,6,20,5.967432690774135%
7,6,1,5.418086798832971%
7,6,2,6.172850356394666%
7,6,3,6.330250917192957%
7,6,4,6.201781341021851%
7,6,5,6.362071683590671%
7,6,6,6.119455383612614%
7,6,7,6.246394511551081%
7,6,8,6.322683035374578%
7,6,9,6.251555462081783%
7,6,10,6.232151301951441%
7,6,11,5.838794411919002%
7,6,12,5.628172043368584%
7,6,13,5.79625427768%
7,6,14,5.535611715471815%
7,6,15,5.48465388486708%
7,6,16,5.696177591187587%
7,6,17,5.8416645177271445%
7,6,18,5.8607340660372%
7,6,19,5.901024387500073%
7,6,20,6.07226456991938%
8,6,1,5.55068770891556%
8,6,2,5.909299561198299%
8,6,3,5.717982439501433%
8,6,4,5.603725388535521%
8,6,5,5.786795482998018%
8,6,6,5.79851372256436%
8,6,7,5.683047742841219%
8,6,8,5.737313985148765%
8,6,9,5.921397168232615%
8,6,10,5.933801208784556%
8,6,11,5.972360695045577%
8,6,12,5.888281826989364%
8,6,13,5.983972709502365%
8,6,14,5.979553480053155%
8,6,15,5.879333968274678%
8,6,16,5.901353254784307%
8,6,17,6.017493998340106%
8,6,18,6.1219990313927735%
8,6,19,6.230593900880382%
8,6,20,6.093490453583729%
9,6,1,5.920339154516373%
9,6,2,6.004706264199943%
9,6,3,5.641196356386234%
9,6,4,5.498377150275892%
9,6,5,5.519828272992835%
9,6,6,5.429252182416744%
9,6,7,5.457997698504034%
9,6,8,5.4487601006588395%
9,6,9,5.500520576469949%
9,6,10,5.46450174298276%
9,6,11,5.6043871740074325%
9,6,12,5.594500436272592%
9,6,13,5.44520669204214%
9,6,14,5.568500009872434%
9,6,15,5.717955040739856%
9,6,16,5.722119652499401%
9,6,17,5.795988821305282%
