R,T,I,score
1,6,1,92.10747308247308%
1,6,2,92.80375180375177%
1,6,3,95.06013708513709%
1,6,4,96.4281746031746%
1,6,5,94.03333333333335%
1,6,6,88.51666666666668%
1,6,7,89.16666666666669%
1,6,8,90.5%
1,6,9,29.0%
1,6,10,25.5%
1,6,11,23.75%
1,6,12,94.16666666666669%
1,6,13,93.0%
1,6,14,93.33333333333334%
1,6,15,95.16666666666669%
1,6,16,95.16666666666669%
1,6,17,95.16666666666669%
1,6,18,95.16666666666669%
1,6,19,95.16666666666669%
1,6,20,95.16666666666669%
2,6,1,89.85963672120789%
2,6,2,89.29823954854912%
2,6,3,94.09581307495391%
2,6,4,94.33131097918249%
2,6,5,90.79325396825394%
2,6,6,91.87168664668663%
2,6,7,90.76655844155843%
2,6,8,91.51190476190477%
2,6,9,94.1202380952381%
2,6,10,72.62619047619047%
2,6,11,85.87142857142857%
2,6,12,93.15357142857142%
2,6,13,93.58928571428574%
2,6,14,92.71666666666665%
2,6,15,93.08333333333331%
2,6,16,93.08333333333331%
2,6,17,93.08333333333331%
2,6,18,93.08333333333331%
2,6,19,93.08333333333331%
2,6,20,93.08333333333331%
3,6,1,87.8402993656857%
3,6,2,89.1210303719891%
3,6,3,90.76518747535093%
3,6,4,90.34735241991612%
3,6,5,88.21985737639964%
3,6,6,89.00949853818479%
3,6,7,89.08230420635286%
3,6,8,89.61207148309286%
3,6,9,89.06864596875431%
3,6,10,89.54632102843536%
3,6,11,89.48624919990345%
3,6,12,91.1320761313812%
3,6,13,90.86831801239694%
3,6,14,91.18484757024429%
3,6,15,90.3336499723187%
3,6,16,90.3336499723187%
3,6,17,90.3336499723187%
3,6,18,90.3336499723187%
3,6,19,90.3336499723187%
3,6,20,90.3336499723187%
4,6,1,86.42851211436637%
4,6,2,88.80493897076234%
4,6,3,90.4557477563567%
4,6,4,88.50265420704064%
4,6,5,90.93450721580366%
4,6,6,89.73069662863001%
4,6,7,90.18520339018653%
4,6,8,90.09869251407378%
4,6,9,90.09770604432686%
4,6,10,90.36681716634617%
4,6,11,89.7739264040189%
4,6,12,90.0739059884365%
4,6,13,90.5164182114476%
4,6,14,90.73571297657169%
4,6,15,90.80156587153078%
4,6,16,90.80156587153078%
4,6,17,90.80156587153078%
4,6,18,90.80156587153078%
4,6,19,90.80156587153078%
4,6,20,90.80156587153078%
5,6,1,85.91915031607988%
5,6,2,89.70162381773713%
5,6,3,91.52489489414393%
5,6,4,90.28382745675488%
5,6,5,91.0567962129078%
5,6,6,90.56683932088993%
5,6,7,90.58701947901429%
5,6,8,90.72927077153017%
5,6,9,90.7812231526963%
5,6,10,90.78111645328792%
5,6,11,91.21724307766387%
5,6,12,91.40778077893764%
5,6,13,91.78832086714166%
5,6,14,91.74181914144111%
5,6,15,92.23925663404623%
5,6,16,92.23925663404623%
5,6,17,92.23925663404623%
5,6,18,92.23925663404623%
5,6,19,92.23925663404623%
5,6,20,92.23925663404623%
6,6,1,86.61283895188375%
6,6,2,90.61472919042518%
6,6,3,91.57726223279919%
6,6,4,90.8902361770934%
6,6,5,91.57521227023636%
6,6,6,91.10676508720819%
6,6,7,91.58808470479538%
6,6,8,91.73984625284187%
6,6,9,91.44220807187665%
6,6,10,91.38131242009926%
6,6,11,91.79940218591513%
6,6,12,91.88464058327565%
6,6,13,91.92695504269324%
6,6,14,92.02461111600381%
6,6,15,92.02440976396636%
6,6,16,92.02440976396636%
6,6,17,92.02440976396636%
6,6,18,92.02440976396636%
6,6,19,92.02440976396636%
6,6,20,92.02440976396636%
7,6,1,86.55802512215047%
7,6,2,90.7219886426011%
7,6,3,91.48887482785676%
7,6,4,90.87264770324946%
7,6,5,91.69139699151266%
7,6,6,91.72349351286157%
7,6,7,92.06813259469182%
7,6,8,92.08219117222247%
7,6,9,91.82075004785962%
7,6,10,91.82041114850912%
7,6,11,92.04458340371639%
7,6,12,91.92930135071042%
7,6,13,92.02856990456945%
7,6,14,92.13465801173665%
7,6,15,92.09227613811285%
7,6,16,92.09227613811285%
7,6,17,92.09227613811285%
7,6,18,92.09227613811285%
7,6,19,92.09227613811285%
7,6,20,92.09227613811285%
8,6,1,86.96727031116565%
8,6,2,90.68302827984195%
8,6,3,91.4765987576576%
8,6,4,90.886814382679%
8,6,5,91.669546110634%
8,6,6,91.94899269361117%
8,6,7,92.07321472072505%
8,6,8,92.03777529299518%
8,6,9,91.97448948602303%
8,6,10,92.07554147595175%
8,6,11,92.1145768307194%
8,6,12,92.00509442612385%
8,6,13,92.08781499601174%
8,6,14,92.12984094940843%
8,6,15,92.12356874574003%
8,6,16,92.12356874574003%
8,6,17,92.12356874574003%
8,6,18,92.12356874574003%
8,6,19,92.12356874574003%
8,6,20,92.12356874574003%
9,6,1,87.77294980228169%
9,6,2,91.13220608294866%
9,6,3,91.56212570022267%
9,6,4,91.13274128701336%
