R,T,I,score
1,6,1,7.768958790903436%
1,6,2,4.310477483687008%
1,6,3,11.071370663326652%
1,6,4,13.960377270935405%
1,6,5,14.112412462838149%
1,6,6,17.65817238317238%
1,6,7,16.9282079032079%
1,6,8,33.109126984126995%
1,6,9,41.552777777777784%
1,6,10,1.8666666666666665%
1,6,11,0.0%
1,6,12,47.37460317460317%
1,6,13,44.2186507936508%
1,6,14,42.8920634920635%
1,6,15,44.68336940836941%
1,6,16,42.04289321789322%
1,6,17,0.0%
1,6,18,6.326190476190477%
1,6,19,6.816666666666666%
1,6,20,0.0%
2,6,1,8.417002400671233%
2,6,2,7.3550617195107995%
2,6,3,9.83889813529891%
2,6,4,12.082060577470727%
2,6,5,8.413570498456309%
2,6,6,10.52449103355602%
2,6,7,9.132375542072403%
2,6,8,10.964424256490775%
2,6,9,13.533076365664627%
2,6,10,10.335317788466455%
2,6,11,9.587654353523808%
2,6,12,13.432603559003846%
2,6,13,13.130472814920076%
2,6,14,8.114363323170696%
2,6,15,8.017710712161023%
2,6,16,7.208581836084898%
2,6,17,10.37777374232222%
2,6,18,13.187798253333872%
2,6,19,14.185846709837831%
2,6,20,13.826843959087535%
3,6,1,7.407039023279496%
3,6,2,8.987010674057165%
3,6,3,10.318211034961353%
3,6,4,8.246774966354888%
3,6,5,8.913957969725422%
3,6,6,8.155394371145581%
3,6,7,8.092997335705205%
3,6,8,7.416505647402082%
3,6,9,6.95500357102075%
3,6,10,7.50284482047303%
3,6,11,9.298336325777084%
3,6,12,10.64592690728958%
3,6,13,10.291168811873542%
3,6,14,11.614750802961117%
3,6,15,10.071461542341659%
3,6,16,11.551982090265476%
3,6,17,12.341078214450658%
3,6,18,11.865481746068909%
