R,T,I,score
1,6,1,1.8910195881551863%
1,6,2,0.60466592401564%
1,6,3,3.4352859840641754%
1,6,4,2.8380463078373297%
1,6,5,4.950908561271665%
1,6,6,2.9994560994560984%
1,6,7,2.411283977460448%
1,6,8,2.7607864357864362%
1,6,9,2.5247835497835496%
1,6,10,3.4536186036186027%
1,6,11,3.691738816738815%
1,6,12,0.0%
1,6,13,0.0%
1,6,14,0.0%
1,6,15,0.0%
1,6,16,0.0%
1,6,17,0.0%
1,6,18,0.0%
1,6,19,0.0%
1,6,20,0.0%
2,6,1,2.3387919177973355%
2,6,2,2.6505994627423632%
2,6,3,3.826929553849663%
2,6,4,3.7726914627216486%
2,6,5,2.6038236452437826%
2,6,6,2.319443004347245%
2,6,7,2.415406409963965%
2,6,8,1.983743522808184%
2,6,9,2.3416035668661253%
2,6,10,2.830507988369744%
2,6,11,3.3194983109749554%
2,6,12,2.4632437250235735%
2,6,13,2.469422373740586%
2,6,14,3.5390432022397955%
2,6,15,1.9850837529007537%
2,6,16,2.052360951741756%
2,6,17,1.4550178291967222%
2,6,18,0.651862331854592%
2,6,19,0.932577755062275%
2,6,20,0.9015930391081822%
3,6,1,1.7263899603682886%
3,6,2,1.7463685200527308%
3,6,3,3.2960654754578904%
3,6,4,3.182651931415413%
3,6,5,2.971385752263606%
3,6,6,2.3757801942385033%
3,6,7,1.5986152594023566%
3,6,8,2.0697988792565836%
3,6,9,2.438308999753992%
3,6,10,2.796615441091737%
3,6,11,2.062231273348802%
3,6,12,2.2704187623946237%
3,6,13,1.9482256770438897%
3,6,14,2.5732504005829755%
3,6,15,2.2436545722383774%
3,6,16,2.306618985005509%
3,6,17,1.7420637770368748%
3,6,18,1.8803748183852715%
3,6,19,1.6429853362623463%
3,6,20,1.699655836598767%
4,6,1,2.350261394998238%
4,6,2,2.065432031221506%
4,6,3,3.2802326916104%
4,6,4,2.530068010141415%
4,6,5,2.63489340286941%
4,6,6,2.788228694111046%
4,6,7,2.1808037767209596%
4,6,8,2.5060442936023444%
4,6,9,2.6421497102243383%
4,6,10,2.0597777790520975%
4,6,11,2.1969420611273702%
4,6,12,2.3216689144551665%
4,6,13,2.4224709563157085%
4,6,14,2.5873329073250426%
4,6,15,2.5289654800197354%
4,6,16,2.8446682571582698%
4,6,17,2.6106403566241334%
4,6,18,2.665417705832472%
4,6,19,2.606114208549792%
4,6,20,3.056936544516376%
5,6,1,2.9657612065506793%
5,6,2,2.4347165991902835%
5,6,3,3.8284300494826806%
5,6,4,3.5758611705980132%
5,6,5,3.766238404396299%
5,6,6,4.504049798786641%
5,6,7,3.3784033020875124%
5,6,8,3.4595579385053066%
5,6,9,3.176521881320643%
5,6,10,3.3610761647913354%
5,6,11,3.323953002435975%
5,6,12,3.2706310798416056%
5,6,13,3.5171747169425203%
5,6,14,3.2272044651301615%
5,6,15,3.171881511277795%
5,6,16,3.02665975351734%
5,6,17,3.2001130155928923%
5,6,18,2.935858192862837%
5,6,19,2.807568528079363%
5,6,20,3.1247511470808664%
6,6,1,2.807188970346865%
6,6,2,3.2282051282051283%
6,6,3,4.062887989203778%
6,6,4,4.3284495021337115%
