10,4.9
20,11.56
30,18.391717459586495
40,24.96804216556334
50,32.41020964648046
60,38.86777047571164
70,41.78931554457404
80,46.468194373149274
90,49.73764383849832
100,52.20756490989256
110,55.59685399675822
120,59.05356144061473
130,60.18136045511327
140,63.591478707029864
150,63.99607437073643
160,65.56046668549033
170,66.31414845833346
180,68.29985647665332
190,70.70233511664208
200,71.42350298919416
210,71.82008563375729
220,71.19604884493452
230,73.10636489976254
240,73.4507383230576
250,75.43310378664802
260,75.70483009548627
270,75.56450670882894
280,75.44059508365336
290,75.75643162067703
300,76.02876463772316
310,75.09642308958917
320,77.18671660504612
330,77.58732705368759
340,77.17051320710169
350,76.63488614528757
