R,T,I,score
1,6,1,91.81544011544011%
1,6,2,91.54285714285714%
1,6,3,91.53095238095239%
1,6,4,87.0%
1,6,5,84.63333333333334%
1,6,6,56.0%
1,6,7,58.5%
1,6,8,56.5%
1,6,9,25.5%
1,6,10,14.5%
1,6,11,15.5%
1,6,12,15.0%
1,6,13,4.0%
1,6,14,2.0%
1,6,15,6.0%
1,6,16,6.0%
1,6,17,4.0%
1,6,18,3.0%
1,6,19,2.0%
1,6,20,4.0%
2,6,1,92.46674436674435%
2,6,2,91.84300560550557%
2,6,3,91.5791292041292%
2,6,4,93.15074647574646%
2,6,5,92.94282106782106%
2,6,6,93.10476190476189%
2,6,7,93.32380952380953%
2,6,8,90.15238095238095%
2,6,9,90.53333333333332%
2,6,10,85.55%
2,6,11,87.16666666666669%
2,6,12,82.91666666666669%
2,6,13,67.38333333333333%
2,6,14,59.83333333333334%
2,6,15,57.46666666666666%
2,6,16,52.91666666666666%
2,6,17,47.83333333333334%
2,6,18,51.41666666666666%
2,6,19,40.5%
2,6,20,48.5%
3,6,1,90.60233004869225%
3,6,2,92.25873777301054%
3,6,3,91.2722116277928%
3,6,4,90.8483107235042%
3,6,5,90.76975253418752%
3,6,6,90.6712324698006%
3,6,7,90.35221358019344%
3,6,8,91.15584752364938%
3,6,9,91.8340276553512%
3,6,10,91.68769286269284%
3,6,11,90.00613553113553%
3,6,12,91.1776945276945%
3,6,13,91.45422077922075%
3,6,14,91.80454545454545%
3,6,15,90.88777056277057%
3,6,16,90.80858585858584%
3,6,17,91.40057720057719%
3,6,18,90.39870129870128%
3,6,19,91.25158730158729%
3,6,20,91.77349872349872%
4,6,1,90.58861760500605%
4,6,2,91.49028980370461%
4,6,3,91.44254038747046%
4,6,4,91.48009293104022%
4,6,5,92.15901861292969%
4,6,6,91.98205607480277%
4,6,7,91.08330570813808%
4,6,8,91.76854699081349%
4,6,9,91.89046814722707%
4,6,10,91.72798832374097%
4,6,11,91.79213214375275%
4,6,12,91.96648312753439%
4,6,13,92.57371972097759%
4,6,14,92.29468081380446%
4,6,15,92.20813124159842%
4,6,16,91.876791839791%
4,6,17,91.38459348874808%
4,6,18,91.48689048597156%
4,6,19,91.95074867047774%
4,6,20,92.28323643086138%
5,6,1,89.91688548700964%
5,6,2,91.67431298724378%
5,6,3,92.41170657500072%
5,6,4,92.88638149037662%
5,6,5,93.34715908224327%
5,6,6,93.30048036370017%
5,6,7,93.20986729920536%
5,6,8,93.49038405800397%
5,6,9,93.24797945380136%
5,6,10,93.09365229046554%
5,6,11,93.33039716303048%
5,6,12,93.05971196538233%
5,6,13,93.02701318470595%
5,6,14,93.08063498123825%
5,6,15,93.2102119406876%
5,6,16,93.2189322575977%
5,6,17,93.31052442772472%
5,6,18,93.03796304691214%
5,6,19,93.14471893658708%
5,6,20,93.32479933693352%
6,6,1,90.84045647741672%
6,6,2,92.95866703833072%
6,6,3,93.46000329361412%
6,6,4,93.7213374791647%
6,6,5,93.80889775957812%
6,6,6,94.03881914413415%
6,6,7,93.95111258570692%
6,6,8,94.17089143134912%
6,6,9,93.53611950157693%
6,6,10,93.43852026427808%
6,6,11,93.40348083502637%
6,6,12,93.19065494405464%
6,6,13,93.43628625226586%
6,6,14,93.23466421627795%
6,6,15,93.40000041779986%
6,6,16,93.46169437628978%
6,6,17,93.49647148312128%
6,6,18,93.66539132665015%
6,6,19,93.56521017619339%
6,6,20,93.55258782221016%
7,6,1,90.93191999168722%
7,6,2,92.89200745049831%
7,6,3,93.74036194512846%
