R,T,I,score
1,6,1,1.1745593150061089%
1,6,2,0.0%
1,6,3,3.5614373232770706%
1,6,4,8.90227865660461%
1,6,5,3.9509802145402477%
1,6,6,8.213095238095237%
1,6,7,6.045550283050282%
1,6,8,9.991666666666667%
1,6,9,10.323809523809524%
1,6,10,0.0%
1,6,11,0.0%
1,6,12,21.41666666666666%
1,6,13,18.649999999999995%
1,6,14,13.476190476190476%
1,6,15,17.183333333333326%
1,6,16,13.65%
1,6,17,0.0%
1,6,18,0.0%
1,6,19,0.0%
1,6,20,0.0%
2,6,1,2.476914376449981%
2,6,2,1.8130642159860435%
2,6,3,2.4131378581668206%
2,6,4,3.953450418386494%
2,6,5,2.2921771496890653%
2,6,6,2.8295165312750328%
2,6,7,3.7237515546161695%
2,6,8,3.2882531871542047%
2,6,9,3.210419639294967%
2,6,10,2.2946274012267636%
2,6,11,2.3907374301625968%
2,6,12,3.216242772585147%
2,6,13,3.210098629017393%
2,6,14,0.8089071435810565%
2,6,15,0.7595457843283928%
2,6,16,0.8337091849162788%
2,6,17,4.540437455586195%
2,6,18,2.988446571737819%
2,6,19,2.923956068612029%
2,6,20,2.927739990165224%
3,6,1,1.7983122296589789%
3,6,2,1.8968353836774896%
3,6,3,2.9340303875133595%
3,6,4,2.6973526828789987%
3,6,5,2.038926578400263%
3,6,6,1.5090020182125445%
3,6,7,2.4462404712404706%
3,6,8,1.2881548552601192%
3,6,9,1.2674426450742242%
3,6,10,1.5121794871794876%
3,6,11,1.6616059379217276%
3,6,12,1.952052254683834%
3,6,13,2.1195566011355482%
3,6,14,3.33087561245456%
3,6,15,2.730789986053145%
3,6,16,3.0648440227387597%
3,6,17,5.1196734038839296%
3,6,18,4.160010820537136%
3,6,19,4.289767905557379%
3,6,20,4.171043513148776%
4,6,1,2.5993614059403543%
4,6,2,3.2543379411800464%
4,6,3,3.8211255790203147%
4,6,4,2.239164265480056%
4,6,5,2.692982456140352%
4,6,6,1.525%
4,6,7,2.8532051282051283%
4,6,8,2.6076923076923078%
4,6,9,2.5314102564102567%
4,6,10,3.028205128205128%
4,6,11,2.05%
4,6,12,2.05%
4,6,13,3.3269230769230775%
4,6,14,3.0762820512820515%
4,6,15,3.5%
4,6,16,3.975%
4,6,17,3.425%
4,6,18,2.6756410256410255%
4,6,19,2.651282051282051%
4,6,20,2.6012820512820514%
5,6,1,2.9136977058029685%
5,6,2,3.5070512820512825%
5,6,3,3.2590080971659923%
5,6,4,3.5483805668016197%
5,6,5,4.0%
5,6,6,3.1%
5,6,7,2.55%
5,6,8,2.875%
5,6,9,2.475%
5,6,10,3.2%
5,6,11,3.175%
5,6,12,3.15%
5,6,13,2.55%
5,6,14,2.625%
5,6,15,2.6%
5,6,16,2.6%
5,6,17,2.55%
5,6,18,2.5%
5,6,19,2.5%
5,6,20,2.5%
6,6,1,3.807051282051282%
6,6,2,4.152564102564103%
6,6,3,3.1295209176788124%
6,6,4,2.9762820512820514%
6,6,5,2.525%
6,6,6,2.65%
6,6,7,2.65%
6,6,8,2.575%
6,6,9,2.55%
6,6,10,2.5%
6,6,11,2.5%
6,6,12,2.5%
6,6,13,2.5%
6,6,14,2.5%
6,6,15,2.525%
6,6,16,2.525%
6,6,17,2.5%
6,6,18,2.5%
6,6,19,2.5%
6,6,20,2.5%
7,6,1,3.802564102564103%
7,6,2,3.6%
7,6,3,3.0756410256410254%
7,6,4,2.5256410256410255%
7,6,5,2.5%
7,6,6,2.5%
7,6,7,2.5%
7,6,8,2.5%
7,6,9,2.5%
7,6,10,2.5%
7,6,11,2.5%
7,6,12,2.5%
7,6,13,2.5%
7,6,14,2.5%
7,6,15,2.5%
7,6,16,2.5%
7,6,17,2.5%
7,6,18,2.5%
7,6,19,2.5%
7,6,20,2.5%
8,6,1,3.3019230769230767%
8,6,2,3.425%
8,6,3,2.875%
8,6,4,2.525%
8,6,5,2.5%
8,6,6,2.5%
8,6,7,2.5%
8,6,8,2.5%
8,6,9,2.5%
8,6,10,2.5%
8,6,11,2.5%
8,6,12,2.5%
8,6,13,2.5%
8,6,14,2.5%
8,6,15,2.5%
8,6,16,2.5%
8,6,17,2.5%
8,6,18,2.5%
8,6,19,2.5%
8,6,20,2.5%
9,6,1,3.35%
9,6,2,3.3%
9,6,3,2.6%
9,6,4,2.55%
9,6,5,2.525%
9,6,6,2.5%
9,6,7,2.5%
9,6,8,2.5%
9,6,9,2.5%
9,6,10,2.5%
9,6,11,2.5%
9,6,12,2.5%
9,6,13,2.5%
9,6,14,2.5%
9,6,15,2.5%
9,6,16,2.5%
9,6,17,2.5%
9,6,18,2.5%
9,6,19,2.5%
9,6,20,2.5%
10,6,1,2.975%
10,6,2,2.625%
10,6,3,2.55%
10,6,4,2.5%
10,6,5,2.5%
10,6,6,2.5%
10,6,7,2.5%
10,6,8,2.5%
10,6,9,2.5%
10,6,10,2.5%
10,6,11,2.5%
10,6,12,2.5%
10,6,13,2.5%
10,6,14,2.5%
10,6,15,2.5%
10,6,16,2.5%
10,6,17,2.5%
10,6,18,2.5%
10,6,19,2.5%
10,6,20,2.5%
11,6,1,2.9%
11,6,2,2.525%
11,6,3,2.5%
11,6,4,2.5%
11,6,5,2.5%
11,6,6,2.5%
11,6,7,2.5%
11,6,8,2.5%
11,6,9,2.5%
11,6,10,2.5%
11,6,11,2.5%
11,6,12,2.5%
11,6,13,2.5%
11,6,14,2.5%
11,6,15,2.5%
11,6,16,2.5%
11,6,17,2.5%
11,6,18,2.5%
11,6,19,2.5%
11,6,20,2.5%
12,6,1,2.7%
12,6,2,2.65%
12,6,3,2.5%
12,6,4,2.5%
12,6,5,2.5%
12,6,6,2.5%
12,6,7,2.5%
12,6,8,2.5%
12,6,9,2.5%
12,6,10,2.5%
12,6,11,2.5%
12,6,12,2.5%
12,6,13,2.5%
12,6,14,2.5%
12,6,15,2.5%
12,6,16,2.5%
12,6,17,2.5%
12,6,18,2.5%
12,6,19,2.5%
12,6,20,2.5%
13,6,1,2.55%
13,6,2,2.6%
13,6,3,2.5%
13,6,4,2.5%
13,6,5,2.5%
13,6,6,2.5%
13,6,7,2.5%
13,6,8,2.5%
13,6,9,2.5%
13,6,10,2.5%
13,6,11,2.5%
13,6,12,2.5%
13,6,13,2.5%
13,6,14,2.5%
13,6,15,2.5%
13,6,16,2.5%
13,6,17,2.5%
13,6,18,2.5%
13,6,19,2.5%
13,6,20,2.5%
14,6,1,2.5%
14,6,2,2.575%
14,6,3,2.5%
14,6,4,2.5%
14,6,5,2.5%
14,6,6,2.5%
14,6,7,2.5%
14,6,8,2.5%
14,6,9,2.5%
14,6,10,2.5%
14,6,11,2.5%
14,6,12,2.5%
14,6,13,2.5%
14,6,14,2.5%
14,6,15,2.5%
14,6,16,2.5%
14,6,17,2.5%
14,6,18,2.5%
14,6,19,2.5%
14,6,20,2.5%
15,6,1,2.5%
15,6,2,2.5%
15,6,3,2.525%
15,6,4,2.5%
15,6,5,2.5%
15,6,6,2.5%
15,6,7,2.5%
15,6,8,2.5%
15,6,9,2.5%
15,6,10,2.5%
15,6,11,2.5%
15,6,12,2.5%
15,6,13,2.5%
15,6,14,2.5%
15,6,15,2.5%
15,6,16,2.5%
15,6,17,2.5%
15,6,18,2.5%
15,6,19,2.5%
15,6,20,2.5%
16,6,1,2.5%
16,6,2,2.5%
16,6,3,2.5%
16,6,4,2.5%
16,6,5,2.5%
16,6,6,2.5%
16,6,7,2.5%
16,6,8,2.5%
16,6,9,2.5%
16,6,10,2.5%
16,6,11,2.5%
16,6,12,2.5%
16,6,13,2.5%
16,6,14,2.5%
16,6,15,2.5%
16,6,16,2.5%
16,6,17,2.5%
16,6,18,2.5%
16,6,19,2.5%
16,6,20,2.5%
17,6,1,2.5%
17,6,2,2.5%
17,6,3,2.5%
17,6,4,2.5%
17,6,5,2.5%
17,6,6,2.5%
17,6,7,2.5%
17,6,8,2.5%
17,6,9,2.5%
17,6,10,2.5%
17,6,11,2.5%
17,6,12,2.5%
17,6,13,2.5%
17,6,14,2.5%
17,6,15,2.5%
17,6,16,2.5%
17,6,17,2.5%
17,6,18,2.5%
17,6,19,2.5%
17,6,20,2.5%
18,6,1,2.5%
18,6,2,2.5%
18,6,3,2.5%
18,6,4,2.5%
18,6,5,2.5%
18,6,6,2.5%
18,6,7,2.5%
18,6,8,2.5%
18,6,9,2.5%
18,6,10,2.5%
18,6,11,2.5%
18,6,12,2.5%
18,6,13,2.5%
18,6,14,2.5%
18,6,15,2.5%
18,6,16,2.5%
18,6,17,2.5%
18,6,18,2.5%
18,6,19,2.5%
18,6,20,2.5%
19,6,1,2.5%
19,6,2,2.5%
19,6,3,2.5%
19,6,4,2.5%
19,6,5,2.5%
19,6,6,2.5%
19,6,7,2.5%
