R,T,I,score
1,6,1,95.61785714285716%
1,6,2,83.16666666666666%
1,6,3,63.16666666666666%
1,6,4,14.5%
1,6,5,17.0%
1,6,6,23.0%
1,6,7,15.5%
1,6,8,11.5%
1,6,9,10.5%
1,6,10,12.0%
1,6,11,7.0%
1,6,12,9.0%
1,6,13,2.0%
1,6,14,2.0%
1,6,15,3.0%
1,6,16,1.0%
1,6,17,6.0%
1,6,18,61.0%
1,6,19,61.0%
1,6,20,65.0%
2,6,1,93.70865800865799%
2,6,2,89.16666666666666%
2,6,3,83.18333333333332%
2,6,4,81.43333333333334%
2,6,5,89.2%
2,6,6,77.33333333333333%
2,6,7,93.61666666666666%
2,6,8,82.08333333333331%
2,6,9,81.83333333333334%
2,6,10,38.166666666666664%
2,6,11,63.35%
2,6,12,72.58333333333334%
2,6,13,68.0%
2,6,14,42.0%
2,6,15,45.0%
2,6,16,35.5%
2,6,17,91.66666666666666%
2,6,18,83.33333333333331%
2,6,19,85.91666666666666%
2,6,20,83.5%
3,6,1,92.9313936063936%
3,6,2,93.33275613275609%
3,6,3,84.0%
3,6,4,87.45119047619049%
3,6,5,90.42023809523809%
3,6,6,93.3936147186147%
3,6,7,93.02157287157286%
3,6,8,92.35815295815293%
3,6,9,88.51428571428572%
3,6,10,87.88878066378066%
3,6,11,89.51825396825397%
3,6,12,90.96230158730157%
3,6,13,90.53134920634919%
3,6,14,92.74880952380954%
3,6,15,94.9972222222222%
3,6,16,93.70714285714286%
3,6,17,91.68809523809524%
3,6,18,93.025%
3,6,19,94.96031746031746%
3,6,20,94.89758297258297%
4,6,1,91.73374044256396%
4,6,2,92.59615107115106%
4,6,3,90.26598124098122%
4,6,4,87.4440476190476%
4,6,5,91.59438061938064%
4,6,6,90.42250004897063%
4,6,7,91.82258855265822%
4,6,8,89.40925602175602%
4,6,9,90.75047289311993%
4,6,10,89.39866824352117%
4,6,11,89.42586735160266%
4,6,12,91.14015269216506%
4,6,13,89.66342773583487%
4,6,14,92.6413001343342%
4,6,15,91.9894691179134%
4,6,16,91.1009500303618%
4,6,17,90.76811538135067%
4,6,18,91.74179490959678%
4,6,19,92.05300079924862%
4,6,20,93.3450664662285%
5,6,1,90.47760768643118%
5,6,2,91.30037601287599%
5,6,3,91.97567710067709%
5,6,4,91.58625418698948%
5,6,5,92.84570355404755%
5,6,6,91.6997967384241%
5,6,7,92.51963751427314%
5,6,8,91.02858429447639%
5,6,9,90.94258304056662%
5,6,10,90.96182379287205%
5,6,11,90.15779323725887%
5,6,12,91.69506027497275%
5,6,13,90.80242528694436%
5,6,14,92.45947064423555%
5,6,15,92.32907399660772%
5,6,16,93.07660272386278%
5,6,17,92.22948547638472%
5,6,18,92.23352910652096%
5,6,19,92.89460105969414%
5,6,20,93.44886125862767%
6,6,1,91.47311518460896%
6,6,2,91.68474535440481%
6,6,3,91.80724613363932%
6,6,4,92.90080567866943%
6,6,5,92.68089427848037%
6,6,6,92.49342876100714%
6,6,7,93.7824556272953%
6,6,8,92.46077485398601%
6,6,9,92.54833872365911%
6,6,10,92.03004489693485%
6,6,11,92.04934483641969%
6,6,12,92.08915332007557%
6,6,13,92.16468733092606%
6,6,14,92.84891819561996%
6,6,15,92.74774131083741%
6,6,16,92.83736711949264%
6,6,17,92.76687426353843%
6,6,18,93.45632826224852%
6,6,19,93.41123584393017%
6,6,20,93.64228122590299%
7,6,1,91.01669984212553%
7,6,2,91.88985856783171%
7,6,3,90.13086889031159%
7,6,4,93.13088401611249%
7,6,5,93.16826692223724%
7,6,6,92.89349661045298%
7,6,7,93.55050608155034%
7,6,8,93.19019221214154%
7,6,9,93.10859959745527%
7,6,10,92.92845383072569%
7,6,11,92.32486060176875%
7,6,12,92.72065503540423%
7,6,13,91.79590074984962%
7,6,14,91.79100072427217%
7,6,15,92.35093080206693%
7,6,16,92.73452584139626%
7,6,17,93.32319190167507%
7,6,18,93.11553166351392%
7,6,19,93.25717531969869%
