R,T,I,score
1,6,1,11.922077504817311%
1,6,2,11.110122536124361%
1,6,3,13.48685558335713%
1,6,4,10.730222522164572%
1,6,5,12.906100843600843%
1,6,6,16.84880952380953%
1,6,7,17.567460317460313%
1,6,8,27.166666666666664%
1,6,9,12.983333333333333%
1,6,10,9.916666666666668%
1,6,11,8.7%
1,6,12,6.142857142857142%
1,6,13,4.333333333333333%
1,6,14,1.5%
1,6,15,3.7%
1,6,16,2.166666666666666%
1,6,17,0.25%
1,6,18,1.6666666666666665%
1,6,19,1.1666666666666665%
1,6,20,0.75%
2,6,1,12.659388065084661%
2,6,2,11.205522386604425%
2,6,3,12.83050175199148%
2,6,4,11.753982773637842%
2,6,5,10.696611494837732%
2,6,6,10.713944291454702%
2,6,7,12.516022093979132%
2,6,8,12.842343914779486%
2,6,9,12.54061916176433%
2,6,10,14.117154044785616%
2,6,11,15.966288123641064%
2,6,12,15.752628292759871%
2,6,13,13.21552752802753%
2,6,14,13.078514949103187%
2,6,15,13.21812493062493%
2,6,16,11.512806637806639%
2,6,17,10.252244977244978%
2,6,18,10.530588855588853%
2,6,19,11.77538295038295%
2,6,20,12.112309912309911%
3,6,1,12.07341305987459%
3,6,2,11.950141462059428%
3,6,3,13.42327057100197%
3,6,4,11.328432626027904%
3,6,5,11.879168045578353%
3,6,6,11.160513517666036%
3,6,7,10.749554457410957%
3,6,8,11.173854114704676%
3,6,9,12.655747058274047%
3,6,10,11.080444133989724%
3,6,11,11.484788528194892%
3,6,12,12.358572481192224%
3,6,13,12.062741553648044%
3,6,14,12.330892529762258%
3,6,15,11.890396317618217%
3,6,16,11.284779513928898%
3,6,17,11.442369232418187%
3,6,18,11.301890568717562%
3,6,19,11.28871747010656%
3,6,20,11.370903325810538%
4,6,1,12.249041080091907%
4,6,2,12.678413157643426%
4,6,3,14.448273092104712%
4,6,4,13.321426690353471%
4,6,5,14.243701405418578%
4,6,6,14.930224844394614%
4,6,7,14.123638513313727%
4,6,8,13.302448791029681%
4,6,9,13.113578410438002%
4,6,10,13.341768614883224%
4,6,11,13.510983780686933%
4,6,12,14.07046465634058%
4,6,13,13.78257276979136%
4,6,14,14.764780477177663%
4,6,15,14.999937417333388%
4,6,16,14.990497827779572%
4,6,17,14.412567774150538%
4,6,18,13.860439533776995%
4,6,19,15.155671122048835%
4,6,20,15.720608798899201%
5,6,1,13.644393980290937%
5,6,2,14.062713334400462%
5,6,3,15.138538602651952%
5,6,4,15.108362469773843%
5,6,5,15.95760470617482%
5,6,6,16.297212066942844%
5,6,7,15.598360694913378%
5,6,8,15.274353251466355%
5,6,9,15.028962858691541%
5,6,10,15.096451253204%
5,6,11,14.702969828102548%
5,6,12,14.976840700503617%
5,6,13,14.900009396687201%
5,6,14,15.207846183527653%
5,6,15,14.977096390873143%
5,6,16,15.571227688820004%
5,6,17,15.20099816217946%
5,6,18,14.990424742083885%
5,6,19,14.99142498978159%
5,6,20,15.700727667297913%
6,6,1,14.03709902734799%
6,6,2,14.922309825985224%
6,6,3,15.655328537717375%
6,6,4,15.467741164407187%
6,6,5,16.03832283571289%
6,6,6,16.200604167738273%
6,6,7,16.42566720871762%
6,6,8,16.27993219285861%
6,6,9,15.473833603213306%
6,6,10,15.415042162551076%
6,6,11,14.354613933951564%
6,6,12,14.328262077923945%
6,6,13,14.10383742089698%
6,6,14,14.17099986219147%
6,6,15,14.2659858224101%
6,6,16,14.48119886502338%
6,6,17,14.238276798095658%
6,6,18,14.699763295012207%
6,6,19,14.366816536721592%
6,6,20,14.91362052672722%
7,6,1,14.409845865846803%
7,6,2,15.223153518184015%
7,6,3,15.380790372740751%
7,6,4,15.759307120441372%
7,6,5,15.463395714758153%
7,6,6,15.233697887482036%
7,6,7,15.39265964458503%
7,6,8,15.24185056824848%
7,6,9,15.249175451089803%
7,6,10,15.287481949856808%
7,6,11,15.164322230592848%
7,6,12,14.474867533549832%
7,6,13,14.395857189523559%
7,6,14,13.942043758520812%
7,6,15,14.198358283451055%
7,6,16,14.238379607925388%
7,6,17,14.48447528375467%
7,6,18,14.473024619720338%
7,6,19,14.522787482745594%
7,6,20,14.930449064833494%
8,6,1,14.973036568139843%
8,6,2,15.228372018277097%
8,6,3,14.521561291806131%
8,6,4,14.62804750490461%
8,6,5,14.686162532781463%
8,6,6,14.759893384430375%
8,6,7,14.735369527762936%
8,6,8,14.673601171757413%
8,6,9,14.802677778583845%
8,6,10,14.832638036513805%
8,6,11,14.790169639376845%
8,6,12,14.620934713083294%
8,6,13,14.66290609512629%
8,6,14,14.374506931553908%
8,6,15,14.470818535353782%
8,6,16,14.3874778428681%
