R,T,I,score
1,6,1,3.4306650049297094%
1,6,2,1.069079939668175%
1,6,3,5.725740925740925%
1,6,4,4.066378066378066%
1,6,5,7.1372405372405385%
1,6,6,3.076190476190476%
1,6,7,2.661111111111111%
1,6,8,2.7999999999999994%
1,6,9,2.3857142857142857%
1,6,10,3.9857142857142858%
1,6,11,2.4261904761904756%
1,6,12,0.0%
1,6,13,0.0%
1,6,14,0.0%
1,6,15,0.0%
1,6,16,0.0%
1,6,17,0.0%
1,6,18,0.0%
1,6,19,0.0%
1,6,20,0.5%
2,6,1,4.9113641002959865%
2,6,2,3.835487117801358%
2,6,3,7.234418685889276%
2,6,4,5.815560501589913%
2,6,5,4.843815334991804%
2,6,6,4.136197952374422%
2,6,7,4.4205816242580935%
2,6,8,4.183849483849483%
2,6,9,3.680335350923585%
2,6,10,3.444022644022644%
2,6,11,5.815873015873016%
2,6,12,3.8944805194805183%
2,6,13,2.3611471861471864%
2,6,14,2.058344433344433%
2,6,15,2.1730519480519477%
2,6,16,2.4579365079365076%
2,6,17,1.5718614718614716%
2,6,18,1.3825757575757578%
2,6,19,0.9032106782106782%
2,6,20,1.3328144078144075%
3,6,1,3.8640928301145006%
3,6,2,4.254735254425654%
3,6,3,7.005075372683732%
3,6,4,5.989398007393359%
3,6,5,6.404506149165588%
3,6,6,4.505615046288419%
3,6,7,3.819196670202861%
3,6,8,4.3749223171049785%
3,6,9,5.172219546019854%
3,6,10,5.131556923468687%
3,6,11,4.336557048902249%
3,6,12,5.196875999817178%
3,6,13,4.740621551650961%
3,6,14,4.92484582411053%
3,6,15,5.274737027678202%
3,6,16,4.351231937996643%
3,6,17,4.692035578800283%
3,6,18,4.532373182373181%
3,6,19,4.3997316409081115%
3,6,20,4.466864099952334%
4,6,1,4.286347609219123%
4,6,2,5.063651776500071%
4,6,3,6.077571379428964%
4,6,4,5.821155358229658%
4,6,5,5.518769349845198%
4,6,6,6.120510835913309%
4,6,7,5.596274150685912%
4,6,8,5.416900235127785%
4,6,9,4.8632544785795515%
4,6,10,5.178659412482939%
4,6,11,5.197805788982257%
4,6,12,5.069468165133798%
4,6,13,5.1314662977201655%
4,6,14,5.41562338160635%
4,6,15,5.183359889164839%
4,6,16,5.836621720213048%
4,6,17,5.600319709530234%
4,6,18,6.040173607781965%
4,6,19,6.19293494173525%
4,6,20,5.926506779254456%
5,6,1,6.257413140694874%
5,6,2,5.428035775713794%
5,6,3,6.692793257653936%
5,6,4,6.670327780234898%
5,6,5,6.454478107032286%
5,6,6,7.978905361064801%
5,6,7,6.893362695955571%
5,6,8,7.144293945648433%
5,6,9,6.459859821121429%
5,6,10,6.731428448572411%
5,6,11,6.5583351761757305%
5,6,12,6.479283758037625%
5,6,13,6.7363443015532765%
5,6,14,6.587391036036544%
5,6,15,6.54635813962439%
5,6,16,6.2964181286549685%
5,6,17,6.125550395596835%
5,6,18,6.189675168312935%
5,6,19,6.44406526565969%
5,6,20,6.367668558651528%
6,6,1,6.533384932920536%
6,6,2,6.140935672514619%
6,6,3,7.561988304093566%
6,6,4,7.287405400756794%
6,6,5,6.8690574475404205%
6,6,6,6.936996904024768%
6,6,7,6.531148950808392%
6,6,8,6.654213966288268%
6,6,9,6.690497076023392%
6,6,10,6.883862229102167%
6,6,11,6.05490196078431%
6,6,12,5.798679910560713%
6,6,13,5.944083247334017%
6,6,14,5.760018919848637%
6,6,15,5.903566514325025%
6,6,16,6.026522187822494%
6,6,17,5.792098506069091%
6,6,18,6.251401788785687%
6,6,19,5.872342621259026%
6,6,20,6.0405013759889865%
7,6,1,6.858479532163743%
7,6,2,7.431578947368422%
7,6,3,7.514912280701753%
7,6,4,7.207602339181286%
7,6,5,7.293859649122807%
7,6,6,7.154970760233921%
7,6,7,6.913157894736843%
7,6,8,6.858634330925352%
7,6,9,6.890350877192981%
7,6,10,6.725490196078433%
7,6,11,6.34420364637083%
7,6,12,6.268868249054005%
7,6,13,6.398400412796695%
7,6,14,6.241791365669074%
7,6,15,6.099570003439972%
7,6,16,6.04191606467148%
7,6,17,5.968627450980388%
7,6,18,6.18641210870313%
7,6,19,6.423013415892674%
7,6,20,6.470996732026142%
8,6,1,6.8397660818713435%
8,6,2,6.9526315789473685%
8,6,3,6.682163742690058%
8,6,4,6.0435672514619885%
8,6,5,6.140350877192982%
8,6,6,6.148245614035087%
8,6,7,6.5403508771929815%
8,6,8,6.678706570347438%
8,6,9,6.230116959064327%
8,6,10,6.519005847953216%
8,6,11,6.483625730994152%
8,6,12,6.349415204678362%
8,6,13,6.56940144478844%
8,6,14,6.671396628826968%
8,6,15,6.510233918128655%
8,6,16,6.254093567251464%
8,6,17,6.387719298245613%
8,6,18,6.436257309941522%
8,6,19,6.62309941520468%
8,6,20,6.954678362573098%
9,6,1,7.2292397660818715%
9,6,2,6.652631578947369%
9,6,3,5.957894736842104%
9,6,4,5.774561403508772%
9,6,5,5.8324561403508755%
9,6,6,5.785087719298246%
9,6,7,5.67953216374269%
9,6,8,5.785087719298246%
9,6,9,5.700877192982455%
9,6,10,5.732163742690057%
9,6,11,5.705847953216375%
9,6,12,5.926608187134502%
9,6,13,5.642690058479531%
9,6,14,5.853508771929824%
9,6,15,6.063742690058479%
9,6,16,6.097953216374268%
9,6,17,6.053216374269006%
9,6,18,5.855555555555554%
9,6,19,6.055847953216373%
9,6,20,5.9792397660818715%
10,6,1,6.355263157894737%
10,6,2,6.3%
10,6,3,5.752631578947369%
10,6,4,5.655263157894736%
10,6,5,5.707894736842105%
10,6,6,5.560526315789473%
10,6,7,5.560526315789474%
10,6,8,5.460526315789473%
10,6,9,5.46578947368421%
10,6,10,5.410526315789473%
10,6,11,5.407894736842105%
10,6,12,5.457894736842104%
10,6,13,5.307894736842104%
10,6,14,5.213157894736842%
10,6,15,5.313157894736841%
10,6,16,5.260526315789473%
10,6,17,5.257894736842104%
10,6,18,5.3052631578947365%
10,6,19,5.357894736842104%
10,6,20,5.360526315789473%
11,6,1,6.0%
11,6,2,6.05%
11,6,3,5.6%
11,6,4,5.35%
11,6,5,5.35%
11,6,6,5.502631578947369%
11,6,7,5.4%
