R,T,I,score
1,6,1,29.0%
1,6,2,10.0%
1,6,3,6.0%
1,6,4,1.0%
1,6,5,1.0%
1,6,6,2.0%
1,6,7,1.0%
1,6,8,1.0%
1,6,9,0.0%
1,6,10,0.0%
1,6,11,0.0%
1,6,12,0.0%
1,6,13,0.0%
1,6,14,0.0%
1,6,15,0.0%
1,6,16,0.0%
1,6,17,0.0%
1,6,18,4.0%
1,6,19,5.0%
1,6,20,4.0%
2,6,1,43.0%
2,6,2,20.0%
2,6,3,8.0%
2,6,4,5.0%
2,6,5,7.0%
2,6,6,11.0%
2,6,7,15.0%
2,6,8,11.0%
2,6,9,8.0%
2,6,10,5.0%
2,6,11,2.0%
2,6,12,2.0%
2,6,13,2.0%
2,6,14,0.0%
2,6,15,1.0%
2,6,16,1.0%
2,6,17,7.0%
2,6,18,5.0%
2,6,19,7.0%
2,6,20,5.0%
3,6,1,54.0%
3,6,2,41.0%
3,6,3,16.0%
3,6,4,15.0%
3,6,5,19.0%
3,6,6,34.0%
3,6,7,26.0%
3,6,8,24.0%
3,6,9,28.0%
3,6,10,21.0%
3,6,11,19.0%
3,6,12,21.0%
3,6,13,23.0%
3,6,14,23.0%
3,6,15,25.0%
3,6,16,16.0%
3,6,17,21.0%
3,6,18,25.0%
3,6,19,26.0%
3,6,20,36.0%
4,6,1,72.0%
4,6,2,57.0%
4,6,3,36.0%
4,6,4,41.0%
4,6,5,46.0%
4,6,6,59.0%
4,6,7,63.0%
4,6,8,54.0%
4,6,9,50.0%
4,6,10,59.0%
4,6,11,58.0%
4,6,12,58.0%
4,6,13,54.0%
4,6,14,63.0%
4,6,15,58.0%
4,6,16,48.0%
4,6,17,49.0%
4,6,18,55.0%
4,6,19,64.0%
4,6,20,71.0%
5,6,1,87.0%
5,6,2,70.0%
5,6,3,70.0%
5,6,4,66.0%
5,6,5,70.0%
5,6,6,82.0%
5,6,7,82.0%
5,6,8,81.0%
5,6,9,73.0%
5,6,10,82.0%
5,6,11,74.0%
5,6,12,82.0%
5,6,13,80.0%
5,6,14,78.0%
5,6,15,78.0%
5,6,16,77.0%
5,6,17,78.0%
5,6,18,83.0%
5,6,19,88.0%
5,6,20,87.0%
6,6,1,89.0%
6,6,2,80.0%
6,6,3,79.0%
6,6,4,83.0%
6,6,5,81.0%
6,6,6,91.0%
6,6,7,96.0%
6,6,8,90.0%
6,6,9,85.0%
6,6,10,98.0%
6,6,11,89.0%
6,6,12,91.0%
6,6,13,90.0%
6,6,14,80.0%
6,6,15,82.0%
6,6,16,85.0%
6,6,17,86.0%
6,6,18,88.0%
6,6,19,88.0%
6,6,20,88.0%
7,6,1,89.0%
7,6,2,84.0%
7,6,3,86.0%
7,6,4,88.0%
7,6,5,89.0%
7,6,6,91.0%
7,6,7,96.0%
7,6,8,90.0%
7,6,9,100.0%
7,6,10,100.0%
7,6,11,92.0%
7,6,12,96.0%
7,6,13,91.0%
7,6,14,90.0%
7,6,15,91.0%
7,6,16,91.0%
7,6,17,92.0%
7,6,18,90.0%
7,6,19,88.0%
7,6,20,90.0%
8,6,1,89.0%
8,6,2,90.0%
8,6,3,89.0%
8,6,4,93.0%
8,6,5,96.0%
8,6,6,92.0%
8,6,7,96.0%
8,6,8,92.0%
8,6,9,100.0%
8,6,10,100.0%
8,6,11,92.0%
8,6,12,97.0%
8,6,13,91.0%
8,6,14,92.0%
