1,87.0
2,51.5
3,33.00000000000003
4,26.083333333333336
5,20.083333333333332
6,16.300000000000015
7,13.952380952380956
8,12.577380952380954
9,10.952380952380938
10,10.013888888888884
11,9.156565656565661
12,8.196969696969704
13,7.867715617715627
14,7.12912087912088
15,6.602197802197801
16,6.401785714285714
17,5.956372549019604
18,5.664624183006527
19,5.363949088407286
20,5.11959064327485
21,4.848120300751878
22,4.6322510822510825
23,4.433370976849236
24,4.2564229249011865
25,4.03753623188406
26,3.909615384615388
27,3.7696866096866075
28,3.627085877085875
29,3.513227513227508
30,3.392200328407222
31,3.2885428253615117
32,3.17258064516129
33,3.0816837732160285
34,2.9875779857397475
35,2.895110771581358
36,2.8208683473389327
37,2.744165594165594
38,2.671447763553027
39,2.60203523361418
40,2.5346491228070196
41,2.474421513445903
42,2.4095238095238085
43,2.3571968776166172
44,2.307661330917148
45,2.2520436927413705
