R,T,I,score
1,6,1,5.7277472527472515%
1,6,2,2.0130952380952376%
1,6,3,10.439321789321788%
1,6,4,6.2023809523809526%
1,6,5,11.402777777777779%
1,6,6,5.783333333333332%
1,6,7,3.916666666666666%
1,6,8,3.75%
1,6,9,5.283333333333332%
1,6,10,6.583333333333334%
1,6,11,5.399999999999999%
1,6,12,0.0%
1,6,13,0.0%
1,6,14,0.0%
1,6,15,0.0%
1,6,16,0.0%
1,6,17,0.0%
1,6,18,0.0%
1,6,19,0.0%
1,6,20,0.0%
2,6,1,5.627020202020201%
2,6,2,4.259357309357308%
2,6,3,10.32211677211677%
2,6,4,7.803962703962702%
2,6,5,5.485339660339659%
2,6,6,3.619455544455544%
2,6,7,4.6305916305916295%
2,6,8,3.5988455988455983%
2,6,9,3.0845238095238097%
2,6,10,2.5746031746031743%
2,6,11,7.079761904761905%
2,6,12,6.681349206349206%
2,6,13,2.3059523809523803%
2,6,14,2.9956349206349198%
2,6,15,3.110317460317461%
2,6,16,3.0174603174603174%
2,6,17,2.1575396825396824%
2,6,18,2.400396825396825%
2,6,19,2.084126984126984%
2,6,20,2.366269841269841%
3,6,1,5.334249084249085%
3,6,2,6.600405150405152%
3,6,3,9.32837717837718%
3,6,4,9.110017760017762%
3,6,5,8.198962148962147%
3,6,6,5.5642107892107875%
3,6,7,5.244072594072592%
3,6,8,6.034099234099232%
3,6,9,7.153110778110776%
3,6,10,6.9206460206460205%
3,6,11,5.712595737595738%
3,6,12,7.0559329559329536%
3,6,13,6.09416416916417%
3,6,14,7.878854478854476%
3,6,15,6.0549644799644815%
3,6,16,5.113911088911088%
3,6,17,6.659451659451659%
3,6,18,6.0292929292929305%
3,6,19,6.00937950937951%
3,6,20,7.602705627705628%
4,6,1,5.370362970362972%
4,6,2,6.090151515151516%
4,6,3,7.0895104895104915%
4,6,4,7.35837495837496%
4,6,5,8.043489843489844%
4,6,6,7.928099678099679%
4,6,7,7.493423243423244%
4,6,8,7.794827394827396%
4,6,9,7.013325563325565%
4,6,10,7.659729159729161%
4,6,11,6.649178599178599%
4,6,12,8.033974358974362%
4,6,13,8.135836385836384%
4,6,14,6.599067599067599%
4,6,15,5.989532689532689%
4,6,16,7.810989010989012%
4,6,17,7.960156510156511%
4,6,18,7.406909756909759%
4,6,19,7.960070485070485%
4,6,20,8.15203407703408%
5,6,1,7.7739926739926695%
5,6,2,6.613986013986015%
5,6,3,8.11190476190476%
5,6,4,8.094688644688649%
5,6,5,8.489926739926739%
5,6,6,9.394688644688644%
5,6,7,9.208374958374959%
5,6,8,9.440609390609389%
5,6,9,8.514102564102568%
5,6,10,8.392624042624046%
5,6,11,8.893173493173498%
5,6,12,8.730536130536134%
5,6,13,8.691042291042292%
5,6,14,8.369069819069821%
5,6,15,7.632800532800533%
5,6,16,8.272044622044627%
5,6,17,7.917282717282718%
5,6,18,7.973876123876123%
5,6,19,7.707642357642357%
5,6,20,8.454895104895108%
6,6,1,7.6194139194139145%
6,6,2,8.144871794871793%
6,6,3,9.61080586080586%
6,6,4,9.087728937728935%
6,6,5,8.756476856476853%
6,6,6,9.00214785214785%
6,6,7,8.87252747252747%
6,6,8,8.682484182484183%
6,6,9,8.317948717948717%
6,6,10,8.49915084915085%
6,6,11,7.413553113553114%
6,6,12,7.1142857142857165%
6,6,13,7.138528138528141%
6,6,14,7.451648351648349%
6,6,15,7.718564768564766%
6,6,16,7.660989010989008%
6,6,17,7.700133200133199%
6,6,18,7.963186813186813%
6,6,19,7.947685647685648%
6,6,20,7.800982350982349%
7,6,1,8.543406593406592%
7,6,2,9.404578754578749%
7,6,3,9.280769230769227%
7,6,4,8.896520146520144%
7,6,5,9.184798534798531%
7,6,6,9.29413919413919%
7,6,7,9.16245421245421%
7,6,8,9.02289377289377%
7,6,9,9.131934731934729%
7,6,10,9.005311355311353%
7,6,11,8.107209457209457%
7,6,12,8.5003663003663%
7,6,13,8.731318681318683%
7,6,14,7.766300366300364%
7,6,15,7.729370629370628%
7,6,16,7.855744255744257%
7,6,17,8.35171495171495%
7,6,18,8.179370629370629%
7,6,19,8.03443223443223%
7,6,20,8.934432234432233%
8,6,1,8.292857142857141%
8,6,2,8.191941391941388%
8,6,3,7.744322344322338%
8,6,4,7.538827838827832%
8,6,5,7.81575091575091%
8,6,6,7.830769230769225%
8,6,7,8.03479853479853%
8,6,8,8.117216117216111%
8,6,9,8.372893772893768%
8,6,10,8.54505494505494%
8,6,11,8.699084249084246%
8,6,12,8.540293040293038%
8,6,13,8.740293040293038%
8,6,14,9.02289377289377%
8,6,15,9.229120879120877%
8,6,16,8.945054945054942%
8,6,17,9.107692307692309%
8,6,18,9.168131868131866%
8,6,19,9.610989010989009%
8,6,20,9.739560439560439%
9,6,1,8.980952380952381%
9,6,2,7.910989010989007%
9,6,3,7.5054945054944975%
9,6,4,7.381684981684973%
9,6,5,7.520512820512814%
9,6,6,7.396703296703291%
9,6,7,7.468131868131864%
9,6,8,7.530036630036625%
9,6,9,7.601465201465196%
9,6,10,7.663369963369957%
9,6,11,7.801465201465195%
9,6,12,7.725274725274719%
9,6,13,7.668131868131862%
9,6,14,7.902197802197796%
9,6,15,7.738827838827834%
9,6,16,7.691941391941387%
9,6,17,7.929304029304027%
9,6,18,8.081684981684978%
9,6,19,8.405494505494504%
9,6,20,8.138827838827835%
10,6,1,8.133333333333331%
10,6,2,7.819780219780216%
10,6,3,7.5428571428571365%
10,6,4,7.219780219780213%
10,6,5,7.439560439560434%
10,6,6,7.434798534798529%
10,6,7,7.368131868131862%
10,6,8,7.363369963369957%
10,6,9,7.453846153846148%
10,6,10,7.3824175824175775%
10,6,11,7.239560439560434%
10,6,12,7.306227106227099%
10,6,13,7.110989010989005%
10,6,14,6.987179487179483%
10,6,15,6.972161172161168%
10,6,16,6.900732600732598%
10,6,17,6.891208791208788%
10,6,18,6.8293040293040255%
10,6,19,6.967399267399264%
10,6,20,6.83406593406593%
11,6,1,7.733333333333331%
11,6,2,7.6102564102564045%
11,6,3,7.333333333333326%
11,6,4,7.2666666666666595%
11,6,5,7.153846153846148%
11,6,6,7.080952380952375%
11,6,7,6.876923076923072%
11,6,8,7.0871794871794815%
11,6,9,6.95311355311355%
11,6,10,6.8102564102564065%
11,6,11,6.943589743589739%
11,6,12,6.881684981684978%
11,6,13,6.7531135531135495%
11,6,14,6.757875457875454%
11,6,15,6.748351648351645%
11,6,16,6.7531135531135495%
11,6,17,6.6197802197802185%
11,6,18,6.624542124542123%
11,6,19,6.624542124542123%
11,6,20,6.886446886446882%
12,6,1,7.93333333333333%
12,6,2,7.933333333333329%
12,6,3,6.9333333333333265%
12,6,4,6.9333333333333265%
12,6,5,6.8047619047619%
12,6,6,6.733333333333329%
12,6,7,6.733333333333329%
12,6,8,6.876923076923073%
12,6,9,6.876923076923073%
12,6,10,6.74358974358974%
12,6,11,6.74358974358974%
12,6,12,6.74358974358974%
12,6,13,6.676923076923074%
12,6,14,6.74358974358974%
12,6,15,6.738095238095234%
12,6,16,6.610256410256409%
12,6,17,6.604761904761903%
12,6,18,6.604761904761903%
12,6,19,7.809523809523804%
12,6,20,7.7999999999999945%
13,6,1,7.199999999999999%
13,6,2,7.533333333333329%
13,6,3,6.733333333333329%
13,6,4,6.866666666666663%
13,6,5,6.6666666666666625%
13,6,6,6.733333333333329%
13,6,7,7.13333333333333%
13,6,8,7.133333333333329%
13,6,9,7.199999999999997%
13,6,10,7.0666666666666655%
13,6,11,7.009523809523808%
13,6,12,7.1428571428571415%
13,6,13,6.6666666666666625%
13,6,14,6.666666666666664%
13,6,15,6.599999999999998%
13,6,16,6.599999999999998%
13,6,17,6.666666666666665%
13,6,18,6.933333333333329%
13,6,19,6.933333333333329%
13,6,20,6.933333333333329%
14,6,1,6.866666666666664%
14,6,2,7.533333333333329%
14,6,3,6.599999999999998%
14,6,4,6.9999999999999964%
14,6,5,7.133333333333331%
14,6,6,7.133333333333331%
14,6,7,7.133333333333331%
14,6,8,7.066666666666664%
14,6,9,7.066666666666664%
14,6,10,6.866666666666663%
14,6,11,6.93333333333333%
14,6,12,6.866666666666663%
14,6,13,6.799999999999996%
14,6,14,6.799999999999996%
14,6,15,6.799999999999998%
14,6,16,6.866666666666663%
14,6,17,6.666666666666664%
14,6,18,6.733333333333329%
14,6,19,6.733333333333329%
14,6,20,6.666666666666664%
15,6,1,6.866666666666664%
15,6,2,7.266666666666663%
15,6,3,6.866666666666663%
15,6,4,6.9999999999999964%
15,6,5,6.93333333333333%
15,6,6,6.93333333333333%
15,6,7,6.93333333333333%
15,6,8,6.93333333333333%
15,6,9,6.799999999999996%
15,6,10,6.799999999999996%
15,6,11,6.799999999999996%
15,6,12,6.799999999999996%
15,6,13,6.733333333333332%
15,6,14,6.733333333333332%
15,6,15,6.733333333333332%
15,6,16,6.733333333333332%
15,6,17,6.666666666666664%
15,6,18,6.666666666666664%
15,6,19,6.666666666666664%
15,6,20,6.666666666666664%
16,6,1,6.6666666666666625%
16,6,2,6.799999999999995%
16,6,3,6.733333333333329%
16,6,4,6.799999999999996%
16,6,5,6.733333333333329%
16,6,6,6.799999999999996%
16,6,7,6.799999999999996%
16,6,8,6.733333333333332%
16,6,9,6.733333333333332%
16,6,10,6.733333333333332%
16,6,11,6.733333333333332%
16,6,12,6.733333333333332%
16,6,13,6.733333333333332%
16,6,14,6.666666666666664%
16,6,15,6.733333333333332%
16,6,16,6.666666666666664%
16,6,17,6.666666666666664%
16,6,18,6.666666666666664%
16,6,19,6.666666666666664%
16,6,20,6.666666666666664%
17,6,1,6.599999999999998%
17,6,2,6.799999999999995%
17,6,3,6.733333333333329%
17,6,4,6.733333333333329%
17,6,5,6.733333333333329%
17,6,6,6.666666666666664%
17,6,7,6.666666666666664%
17,6,8,6.666666666666664%
17,6,9,6.666666666666664%
17,6,10,6.666666666666664%
17,6,11,6.666666666666664%
17,6,12,6.666666666666664%
17,6,13,6.666666666666664%
17,6,14,6.666666666666664%
17,6,15,6.666666666666664%
17,6,16,6.666666666666664%
17,6,17,6.666666666666664%
17,6,18,6.666666666666664%
17,6,19,6.666666666666664%
17,6,20,6.666666666666664%
18,6,1,6.666666666666664%
18,6,2,6.799999999999995%
18,6,3,6.666666666666664%
18,6,4,6.666666666666664%
18,6,5,6.666666666666664%
18,6,6,6.666666666666664%
18,6,7,6.666666666666664%
18,6,8,6.666666666666664%
18,6,9,6.666666666666664%
18,6,10,6.666666666666664%
18,6,11,6.666666666666664%
18,6,12,6.666666666666664%
18,6,13,6.666666666666664%
18,6,14,6.666666666666664%
18,6,15,6.666666666666664%
18,6,16,6.666666666666664%
18,6,17,6.666666666666664%
18,6,18,6.666666666666664%
18,6,19,6.666666666666664%
18,6,20,6.666666666666664%
19,6,1,6.666666666666664%
19,6,2,6.733333333333329%
19,6,3,6.666666666666664%
19,6,4,6.666666666666664%
19,6,5,6.666666666666664%
19,6,6,6.666666666666664%
19,6,7,6.666666666666664%
19,6,8,6.666666666666664%
19,6,9,6.666666666666664%
19,6,10,6.666666666666664%
19,6,11,6.666666666666664%
19,6,12,6.666666666666664%
19,6,13,6.666666666666664%
19,6,14,6.666666666666664%
19,6,15,6.666666666666664%
19,6,16,6.666666666666664%
19,6,17,6.666666666666664%
19,6,18,6.666666666666664%
19,6,19,6.666666666666664%
19,6,20,6.666666666666664%
20,6,1,6.666666666666664%
20,6,2,6.666666666666664%
20,6,3,6.666666666666664%
20,6,4,6.666666666666664%
20,6,5,6.666666666666664%
20,6,6,6.666666666666664%
20,6,7,6.666666666666664%
20,6,8,6.666666666666664%
20,6,9,6.666666666666664%
20,6,10,6.666666666666664%
20,6,11,6.666666666666664%
20,6,12,6.666666666666664%
20,6,13,6.666666666666664%
20,6,14,6.666666666666664%
20,6,15,6.666666666666664%
20,6,16,6.666666666666664%
20,6,17,6.666666666666664%
20,6,18,6.666666666666664%
20,6,19,6.666666666666664%
20,6,20,6.666666666666664%
