R,T,I,score
1,6,1,4.29189950056823%
1,6,2,1.0920093795093795%
1,6,3,6.3837051837051835%
1,6,4,2.8695526695526694%
1,6,5,8.179834054834053%
1,6,6,4.2595238095238095%
1,6,7,3.43495670995671%
1,6,8,4.783333333333333%
1,6,9,4.583333333333333%
1,6,10,4.283333333333333%
1,6,11,4.3%
1,6,12,0.0%
1,6,13,0.0%
1,6,14,0.0%
1,6,15,0.0%
1,6,16,0.0%
1,6,17,0.0%
1,6,18,0.0%
1,6,19,0.0%
1,6,20,0.0%
2,6,1,5.049530831225875%
2,6,2,2.9220373709537792%
2,6,3,7.929986413655144%
2,6,4,5.80494334097275%
2,6,5,3.9765270677035374%
2,6,6,2.1087523587523584%
2,6,7,4.112451437451436%
2,6,8,2.9033882783882774%
2,6,9,2.6697875653757994%
2,6,10,2.9265623265623257%
2,6,11,3.852380952380952%
2,6,12,4.813492063492062%
2,6,13,1.9631424131424131%
2,6,14,2.9925685425685424%
2,6,15,2.8710067710067704%
2,6,16,2.895670995670995%
2,6,17,1.9543761793761794%
2,6,18,2.421403596403596%
2,6,19,2.4651515151515153%
2,6,20,2.6706460206460205%
3,6,1,3.709851221190229%
3,6,2,4.37453659601492%
3,6,3,7.3175737231464755%
3,6,4,6.683901564551715%
3,6,5,6.563924160634685%
3,6,6,4.01728928536204%
3,6,7,3.335905065007231%
3,6,8,4.072288392721828%
3,6,9,5.159937241980584%
3,6,10,5.512619097448819%
3,6,11,4.635451270435791%
3,6,12,5.100881364077959%
3,6,13,4.7864592107239154%
3,6,14,5.538893704334879%
3,6,15,4.781719914072855%
3,6,16,4.505134979399685%
3,6,17,4.966274819951289%
3,6,18,4.9175647881530224%
3,6,19,4.239065509653744%
3,6,20,5.344320793585499%
4,6,1,3.849286205710352%
4,6,2,4.833109120841317%
4,6,3,5.73846749226006%
4,6,4,5.5229904512412205%
4,6,5,5.302919676642583%
4,6,6,6.071431028551769%
4,6,7,5.680240261974004%
4,6,8,5.550088903184875%
4,6,9,5.372626251457516%
4,6,10,5.594320123460986%
4,6,11,5.243129548470101%
4,6,12,5.172977929363376%
4,6,13,6.144501100035154%
4,6,14,5.00808861331307%
4,6,15,4.717317232990606%
4,6,16,5.363280725122828%
4,6,17,5.33696332906859%
4,6,18,5.554918520591895%
4,6,19,5.401859024188743%
4,6,20,5.518113439707866%
5,6,1,6.188751289989678%
5,6,2,5.281596147230821%
5,6,3,6.5265737874097%
5,6,4,6.267569659442723%
5,6,5,6.786201410388713%
5,6,6,7.818641343176945%
5,6,7,6.665011179910558%
5,6,8,6.886753648827948%
5,6,9,6.181962636606596%
5,6,10,6.449210649171947%
5,6,11,6.497372721018229%
5,6,12,6.412418300653593%
5,6,13,6.268047947924105%
5,6,14,6.136192028645585%
5,6,15,5.9315506904516155%
5,6,16,5.836353752027122%
5,6,17,6.115046640665831%
5,6,18,5.8730652259677%
5,6,19,5.977362523956949%
5,6,20,5.509459924320602%
6,6,1,6.527485380116961%
6,6,2,6.697179222566218%
6,6,3,7.6730994152046765%
6,6,4,7.624320605435155%
6,6,5,6.798056415548677%
6,6,6,6.731286549707603%
6,6,7,6.6219298245614%
6,6,8,6.470863433092535%
6,6,9,6.4400369797041614%
6,6,10,6.533195734434124%
6,6,11,5.81302889576883%
6,6,12,5.205551255589951%
6,6,13,5.205727554179561%
6,6,14,5.667182662538696%
6,6,15,5.918593051255585%
6,6,16,6.037891296869621%
6,6,17,5.941911764705876%
6,6,18,5.974515096186917%
6,6,19,5.9566262469900195%
6,6,20,6.04679652562779%
7,6,1,7.252923976608188%
7,6,2,7.731578947368421%
7,6,3,7.451754385964913%
7,6,4,6.891812865497076%
7,6,5,7.549122807017544%
7,6,6,7.375730994152048%
7,6,7,7.141520467836257%
7,6,8,7.212573099415206%
7,6,9,7.2397660818713465%
7,6,10,7.0660818713450295%
7,6,11,6.72953216374269%
7,6,12,6.933728930168558%
7,6,13,6.908187134502924%
7,6,14,6.161695906432747%
7,6,15,5.93630890952872%
7,6,16,5.77612659098727%
7,6,17,6.585672514619883%
7,6,18,6.158823529411763%
7,6,19,6.199621603027174%
7,6,20,6.748004815961472%
8,6,1,6.792397660818713%
8,6,2,6.902631578947369%
8,6,3,6.131871345029238%
8,6,4,5.951461988304093%
8,6,5,6.035087719298244%
8,6,6,6.1350877192982445%
8,6,7,6.192982456140351%
8,6,8,6.400877192982457%
8,6,9,6.51140350877193%
8,6,10,6.616959064327486%
8,6,11,6.725438596491228%
8,6,12,7.007309941520468%
8,6,13,6.704678362573098%
8,6,14,7.159941520467836%
8,6,15,7.217836257309943%
8,6,16,7.165204678362574%
8,6,17,7.1342105263157904%
8,6,18,7.408479532163744%
8,6,19,7.059356725146199%
8,6,20,7.5885964912280715%
9,6,1,7.279239766081871%
9,6,2,6.502631578947369%
9,6,3,5.960526315789473%
9,6,4,5.835087719298245%
9,6,5,5.932163742690059%
9,6,6,5.785087719298244%
9,6,7,5.685087719298244%
9,6,8,5.785087719298244%
9,6,9,5.734795321637426%
9,6,10,5.72953216374269%
9,6,11,5.790058479532163%
9,6,12,5.779532163742689%
9,6,13,5.582163742690057%
9,6,14,5.745614035087719%
9,6,15,5.940350877192982%
9,6,16,6.042690058479532%
9,6,17,5.686842105263157%
9,6,18,5.784795321637425%
9,6,19,6.54327485380117%
9,6,20,6.084795321637426%
10,6,1,6.3%
10,6,2,6.152631578947369%
10,6,3,5.75%
10,6,4,5.5552631578947365%
10,6,5,5.757894736842107%
10,6,6,5.607894736842104%
10,6,7,5.455263157894737%
10,6,8,5.460526315789473%
10,6,9,5.518713450292397%
10,6,10,5.460526315789473%
10,6,11,5.405263157894738%
10,6,12,5.305263157894737%
10,6,13,5.305263157894737%
10,6,14,5.113157894736841%
10,6,15,5.110526315789474%
10,6,16,5.107894736842105%
10,6,17,5.102631578947368%
10,6,18,5.102631578947368%
10,6,19,5.155263157894736%
10,6,20,5.107894736842105%
11,6,1,5.9%
11,6,2,6.05%
11,6,3,5.65%
11,6,4,5.45%
11,6,5,5.4%
11,6,6,5.45%
11,6,7,5.302631578947369%
11,6,8,5.2%
11,6,9,5.2026315789473685%
11,6,10,5.1%
11,6,11,5.05%
11,6,12,5.102631578947369%
11,6,13,5.002631578947369%
11,6,14,5.055263157894737%
11,6,15,5.002631578947369%
11,6,16,5.0%
11,6,17,5.0%
11,6,18,5.0%
11,6,19,5.0%
11,6,20,5.1%
12,6,1,5.55%
12,6,2,5.75%
12,6,3,5.2%
12,6,4,5.2%
12,6,5,5.15%
12,6,6,5.15%
12,6,7,5.1%
12,6,8,5.05%
12,6,9,5.05%
12,6,10,5.05%
12,6,11,5.0%
12,6,12,5.0%
12,6,13,5.0%
12,6,14,5.0%
12,6,15,5.0%
12,6,16,5.0%
12,6,17,5.0%
12,6,18,5.0%
12,6,19,5.75%
12,6,20,5.75%
13,6,1,5.15%
13,6,2,5.35%
13,6,3,5.05%
13,6,4,5.15%
13,6,5,5.05%
13,6,6,5.05%
13,6,7,5.2%
13,6,8,5.2%
13,6,9,5.15%
13,6,10,5.15%
13,6,11,5.1%
13,6,12,5.2%
13,6,13,5.0%
13,6,14,5.0%
13,6,15,5.0%
13,6,16,5.0%
13,6,17,5.0%
13,6,18,5.1%
13,6,19,5.15%
13,6,20,5.1%
14,6,1,5.05%
14,6,2,5.35%
14,6,3,5.05%
14,6,4,5.05%
14,6,5,5.2%
14,6,6,5.15%
14,6,7,5.2%
14,6,8,5.15%
14,6,9,5.1%
14,6,10,5.1%
14,6,11,5.15%
14,6,12,5.05%
14,6,13,5.0%
14,6,14,5.05%
14,6,15,5.0%
14,6,16,5.0%
14,6,17,5.0%
14,6,18,5.0%
14,6,19,5.0%
14,6,20,5.0%
15,6,1,5.0%
15,6,2,5.25%
15,6,3,5.05%
15,6,4,5.05%
15,6,5,5.05%
15,6,6,5.0%
15,6,7,5.0%
15,6,8,5.05%
15,6,9,5.0%
15,6,10,5.0%
15,6,11,5.0%
15,6,12,5.0%
15,6,13,5.0%
15,6,14,5.0%
15,6,15,5.0%
15,6,16,5.0%
15,6,17,5.0%
15,6,18,5.0%
15,6,19,5.0%
15,6,20,5.0%
16,6,1,5.0%
16,6,2,5.1%
16,6,3,5.0%
16,6,4,5.0%
16,6,5,5.0%
16,6,6,5.0%
16,6,7,5.0%
16,6,8,5.0%
16,6,9,5.0%
16,6,10,5.0%
16,6,11,5.0%
16,6,12,5.0%
16,6,13,5.0%
16,6,14,5.0%
16,6,15,5.0%
16,6,16,5.0%
16,6,17,5.0%
16,6,18,5.0%
16,6,19,5.0%
16,6,20,5.0%
17,6,1,5.0%
17,6,2,5.05%
17,6,3,5.0%
17,6,4,5.0%
17,6,5,5.0%
17,6,6,5.0%
17,6,7,5.0%
17,6,8,5.0%
17,6,9,5.0%
17,6,10,5.0%
17,6,11,5.0%
17,6,12,5.0%
17,6,13,5.0%
17,6,14,5.0%
17,6,15,5.0%
17,6,16,5.0%
17,6,17,5.0%
17,6,18,5.0%
17,6,19,5.0%
17,6,20,5.0%
18,6,1,5.0%
18,6,2,5.05%
18,6,3,5.0%
18,6,4,5.0%
18,6,5,5.0%
18,6,6,5.0%
18,6,7,5.0%
18,6,8,5.0%
18,6,9,5.0%
18,6,10,5.0%
18,6,11,5.0%
18,6,12,5.0%
18,6,13,5.0%
18,6,14,5.0%
18,6,15,5.0%
18,6,16,5.0%
