R,T,I,score
18,6,17,5.0%
18,6,18,5.0%
18,6,19,5.0%
18,6,20,5.0%
19,6,1,5.0%
19,6,2,5.0%
19,6,3,5.0%
19,6,4,5.0%
19,6,5,5.0%
19,6,6,5.0%
19,6,7,5.0%
19,6,8,5.0%
19,6,9,5.0%
19,6,10,5.0%
19,6,11,5.0%
19,6,12,5.0%
19,6,13,5.0%
19,6,14,5.0%
19,6,15,5.0%
19,6,16,5.0%
19,6,17,5.0%
19,6,18,5.0%
19,6,19,5.0%
19,6,20,5.0%
20,6,1,5.0%
20,6,2,5.0%
20,6,3,5.0%
20,6,4,5.0%
20,6,5,5.0%
20,6,6,5.0%
20,6,7,5.0%
20,6,8,5.0%
20,6,9,5.0%
20,6,10,5.0%
20,6,11,5.0%
20,6,12,5.0%
20,6,13,5.0%
20,6,14,5.0%
20,6,15,5.0%
20,6,16,5.0%
20,6,17,5.0%
20,6,18,5.0%
20,6,19,5.0%
20,6,20,5.0%
