1,6,1,3.0%
1,6,2,3.0%
1,6,3,5.041666666666667%
1,6,4,6.052631578947369%
1,6,5,2.0%
1,6,6,1.0%
1,6,7,1.0%
1,6,8,1.0%
1,6,9,1.0%
1,6,10,0.0%
1,6,11,0.0%
1,6,12,1.0%
1,6,13,1.0%
1,6,14,1.0%
1,6,15,1.0%
1,6,16,1.0%
1,6,17,0.0%
1,6,18,0.0%
1,6,19,0.0%
1,6,20,0.0%
2,6,1,12.0%
2,6,2,6.0232558139534875%
2,6,3,11.026315789473683%
2,6,4,13.026315789473683%
2,6,5,3.0%
2,6,6,5.0%
2,6,7,2.0%
2,6,8,2.0%
2,6,9,4.0%
2,6,10,1.0%
2,6,11,1.0%
2,6,12,2.0%
2,6,13,2.0%
2,6,14,1.0%
2,6,15,1.0%
2,6,16,1.0%
2,6,17,2.0%
2,6,18,2.0%
2,6,19,2.0%
2,6,20,2.0%
3,6,1,18.0%
3,6,2,20.0%
3,6,3,22.0%
3,6,4,21.0%
3,6,5,15.0%
3,6,6,16.0%
3,6,7,18.0%
3,6,8,21.0%
3,6,9,17.0%
3,6,10,18.0%
3,6,11,13.0%
3,6,12,11.0%
3,6,13,10.0%
3,6,14,17.0%
3,6,15,17.0%
3,6,16,17.0%
3,6,17,18.02173913043478%
3,6,18,17.022222222222222%
3,6,19,12.022222222222222%
3,6,20,14.022222222222222%
4,6,1,21.0%
4,6,2,27.0%
4,6,3,28.022222222222222%
4,6,4,29.0%
4,6,5,38.0%
4,6,6,38.0%
4,6,7,38.0%
4,6,8,38.0%
4,6,9,39.0%
4,6,10,41.0%
4,6,11,43.0%
4,6,12,48.0%
4,6,13,49.0%
4,6,14,49.0%
4,6,15,50.0%
4,6,16,48.0%
4,6,17,49.0%
4,6,18,52.0%
4,6,19,52.0%
4,6,20,50.0%
5,6,1,23.0%
5,6,2,40.0%
5,6,3,42.0%
5,6,4,41.0%
5,6,5,46.0%
5,6,6,51.0%
5,6,7,56.0%
5,6,8,60.0%
5,6,9,61.0%
5,6,10,63.0%
5,6,11,63.0%
5,6,12,65.0%
5,6,13,67.0%
5,6,14,70.0%
5,6,15,67.0%
5,6,16,66.0%
5,6,17,66.0%
5,6,18,66.0%
5,6,19,66.0%
5,6,20,66.0%
6,6,1,27.0%
6,6,2,50.0%
6,6,3,52.0%
6,6,4,52.0%
6,6,5,61.0%
6,6,6,64.0%
6,6,7,71.0%
6,6,8,70.0%
6,6,9,69.0%
6,6,10,69.0%
6,6,11,71.0%
6,6,12,72.0%
6,6,13,75.0%
6,6,14,75.0%
6,6,15,75.0%
6,6,16,75.0%
6,6,17,74.0%
6,6,18,74.0%
6,6,19,74.0%
6,6,20,74.0%
7,6,1,32.0%
7,6,2,54.0%
7,6,3,60.0%
7,6,4,56.0%
7,6,5,68.0%
7,6,6,70.0%
7,6,7,74.0%
7,6,8,75.0%
7,6,9,75.0%
7,6,10,75.0%
7,6,11,75.0%
7,6,12,75.0%
7,6,13,75.0%
7,6,14,75.0%
7,6,15,75.0%
7,6,16,75.0%
7,6,17,75.0%
7,6,18,75.0%
7,6,19,75.0%
7,6,20,75.0%
8,6,1,35.0%
8,6,2,54.0%
8,6,3,64.0%
8,6,4,61.0%
8,6,5,72.0%
8,6,6,74.0%
8,6,7,74.0%
8,6,8,75.0%
8,6,9,75.0%
8,6,10,75.0%
8,6,11,75.0%
8,6,12,75.0%
8,6,13,75.0%
8,6,14,75.0%
8,6,15,75.0%
8,6,16,75.0%
8,6,17,75.0%
8,6,18,75.0%
8,6,19,75.0%
8,6,20,75.0%
9,6,1,41.0%
9,6,2,61.0%
9,6,3,67.0%
9,6,4,63.0%
9,6,5,73.0%
9,6,6,74.0%
9,6,7,75.0%
9,6,8,75.0%
9,6,9,75.0%
9,6,10,75.0%
9,6,11,75.0%
9,6,12,75.0%
9,6,13,75.0%
9,6,14,75.0%
9,6,15,75.0%
9,6,16,75.0%
9,6,17,75.0%
9,6,18,75.0%
9,6,19,75.0%
9,6,20,75.0%
10,6,1,43.0%
10,6,2,62.0%
10,6,3,70.0%
10,6,4,72.0%
10,6,5,73.0%
10,6,6,75.0%
10,6,7,75.0%
10,6,8,75.0%
10,6,9,75.0%
10,6,10,75.0%
10,6,11,75.0%
10,6,12,75.0%
10,6,13,75.0%
10,6,14,75.0%
10,6,15,75.0%
10,6,16,75.0%
10,6,17,75.0%
10,6,18,75.0%
10,6,19,75.0%
10,6,20,75.0%
11,6,1,43.0%
11,6,2,62.0%
11,6,3,70.0%
11,6,4,72.0%
11,6,5,75.0%
11,6,6,75.0%
11,6,7,75.0%
11,6,8,75.0%
11,6,9,75.0%
11,6,10,75.0%
11,6,11,75.0%
11,6,12,75.0%
11,6,13,75.0%
11,6,14,75.0%
11,6,15,75.0%
11,6,16,75.0%
11,6,17,75.0%
11,6,18,75.0%
11,6,19,75.0%
11,6,20,75.0%
12,6,1,44.0%
12,6,2,63.0%
12,6,3,72.0%
12,6,4,74.0%
12,6,5,75.0%
12,6,6,75.0%
12,6,7,75.0%
12,6,8,75.0%
12,6,9,75.0%
12,6,10,75.0%
12,6,11,75.0%
12,6,12,75.0%
12,6,13,75.0%
12,6,14,75.0%
12,6,15,75.0%
12,6,16,75.0%
12,6,17,75.0%
12,6,18,75.0%
12,6,19,75.0%
12,6,20,75.0%
13,6,1,44.0%
13,6,2,64.0%
13,6,3,72.0%
13,6,4,74.0%
13,6,5,75.0%
13,6,6,75.0%
13,6,7,75.0%
13,6,8,75.0%
13,6,9,75.0%
13,6,10,75.0%
13,6,11,75.0%
13,6,12,75.0%
13,6,13,75.0%
13,6,14,75.0%
13,6,15,75.0%
13,6,16,75.0%
13,6,17,75.0%
13,6,18,75.0%
13,6,19,75.0%
13,6,20,75.0%
14,6,1,44.0%
14,6,2,64.0%
14,6,3,72.0%
14,6,4,74.0%
14,6,5,75.0%
14,6,6,75.0%
14,6,7,75.0%
14,6,8,75.0%
14,6,9,75.0%
14,6,10,75.0%
14,6,11,75.0%
14,6,12,75.0%
14,6,13,75.0%
14,6,14,75.0%
14,6,15,75.0%
14,6,16,75.0%
14,6,17,75.0%
14,6,18,75.0%
14,6,19,75.0%
14,6,20,75.0%
15,6,1,44.0%
15,6,2,65.0%
15,6,3,72.0%
15,6,4,75.0%
15,6,5,75.0%
15,6,6,75.0%
15,6,7,75.0%
15,6,8,75.0%
15,6,9,75.0%
15,6,10,75.0%
15,6,11,75.0%
15,6,12,75.0%
15,6,13,75.0%
15,6,14,75.0%
15,6,15,75.0%
15,6,16,75.0%
15,6,17,75.0%
15,6,18,75.0%
15,6,19,75.0%
15,6,20,75.0%
16,6,1,44.0%
16,6,2,66.0%
16,6,3,72.0%
16,6,4,75.0%
16,6,5,75.0%
16,6,6,75.0%
16,6,7,75.0%
16,6,8,75.0%
16,6,9,75.0%
16,6,10,75.0%
16,6,11,75.0%
16,6,12,75.0%
16,6,13,75.0%
16,6,14,75.0%
16,6,15,75.0%
16,6,16,75.0%
16,6,17,75.0%
16,6,18,75.0%
16,6,19,75.0%
16,6,20,75.0%
17,6,1,44.0%
17,6,2,66.0%
17,6,3,73.0%
17,6,4,75.0%
17,6,5,75.0%
17,6,6,75.0%
17,6,7,75.0%
17,6,8,75.0%
17,6,9,75.0%
17,6,10,75.0%
17,6,11,75.0%
17,6,12,75.0%
17,6,13,75.0%
17,6,14,75.0%
17,6,15,75.0%
17,6,16,75.0%
17,6,17,75.0%
17,6,18,75.0%
17,6,19,75.0%
17,6,20,75.0%
18,6,1,44.0%
18,6,2,66.0%
18,6,3,73.0%
18,6,4,75.0%
18,6,5,75.0%
18,6,6,75.0%
18,6,7,75.0%
18,6,8,75.0%
18,6,9,75.0%
18,6,10,75.0%
18,6,11,75.0%
18,6,12,75.0%
18,6,13,75.0%
18,6,14,75.0%
18,6,15,75.0%
18,6,16,75.0%
18,6,17,75.0%
18,6,18,75.0%
18,6,19,75.0%
18,6,20,75.0%
19,6,1,44.0%
19,6,2,66.0%
19,6,3,73.0%
19,6,4,75.0%
19,6,5,75.0%
19,6,6,75.0%
19,6,7,75.0%
19,6,8,75.0%
19,6,9,75.0%
19,6,10,75.0%
19,6,11,75.0%
19,6,12,75.0%
19,6,13,75.0%
19,6,14,75.0%
19,6,15,75.0%
19,6,16,75.0%
19,6,17,75.0%
19,6,18,75.0%
19,6,19,75.0%
19,6,20,75.0%
20,6,1,44.0%
20,6,2,66.0%
20,6,3,73.0%
20,6,4,75.0%
20,6,5,75.0%
20,6,6,75.0%
20,6,7,75.0%
20,6,8,75.0%
20,6,9,75.0%
20,6,10,75.0%
20,6,11,75.0%
20,6,12,75.0%
20,6,13,75.0%
20,6,14,75.0%
20,6,15,75.0%
20,6,16,75.0%
20,6,17,75.0%
20,6,18,75.0%
20,6,19,75.0%
20,6,20,75.0%
1,6,1,3.0%
1,6,2,3.0%
1,6,3,5.041666666666667%
1,6,4,6.052631578947369%
1,6,5,2.0%
1,6,6,1.0%
1,6,7,1.0%
1,6,8,1.0%
1,6,9,1.0%
1,6,10,0.0%
1,6,11,0.0%
1,6,12,1.0%
1,6,13,1.0%
1,6,14,1.0%
1,6,15,1.0%
1,6,16,1.0%
1,6,17,0.0%
1,6,18,0.0%
1,6,19,0.0%
1,6,20,0.0%
2,6,1,12.0%
2,6,2,6.0232558139534875%
2,6,3,11.026315789473683%
2,6,4,13.026315789473683%
2,6,5,3.0%
2,6,6,5.0%
2,6,7,2.0%
2,6,8,2.0%
2,6,9,4.0%
2,6,10,1.0%
2,6,11,1.0%
2,6,12,2.0%
2,6,13,2.0%
2,6,14,1.0%
2,6,15,1.0%
2,6,16,1.0%
2,6,17,2.0%
2,6,18,2.0%
2,6,19,2.0%
2,6,20,2.0%
3,6,1,18.0%
3,6,2,20.0%
3,6,3,22.0%
3,6,4,21.0%
3,6,5,15.0%
3,6,6,16.0%
3,6,7,18.0%
3,6,8,21.0%
3,6,9,17.0%
3,6,10,18.0%
3,6,11,13.0%
3,6,12,11.0%
3,6,13,10.0%
3,6,14,17.0%
3,6,15,17.0%
3,6,16,17.0%
3,6,17,18.02173913043478%
3,6,18,17.022222222222222%
3,6,19,12.022222222222222%
3,6,20,14.022222222222222%
4,6,1,21.0%
4,6,2,27.0%
4,6,3,28.022222222222222%
4,6,4,29.0%
4,6,5,38.0%
4,6,6,38.0%
4,6,7,38.0%
4,6,8,38.0%
4,6,9,39.0%
4,6,10,41.0%
4,6,11,43.0%
4,6,12,48.0%
4,6,13,49.0%
4,6,14,49.0%
4,6,15,50.0%
4,6,16,48.0%
4,6,17,49.0%
4,6,18,52.0%
4,6,19,52.0%
4,6,20,50.0%
5,6,1,23.0%
5,6,2,40.0%
5,6,3,42.0%
5,6,4,41.0%
5,6,5,46.0%
5,6,6,51.0%
5,6,7,56.0%
5,6,8,60.0%
5,6,9,61.0%
5,6,10,63.0%
5,6,11,63.0%
5,6,12,65.0%
5,6,13,67.0%
5,6,14,70.0%
5,6,15,67.0%
5,6,16,66.0%
5,6,17,66.0%
5,6,18,66.0%
5,6,19,66.0%
5,6,20,66.0%
6,6,1,27.0%
6,6,2,50.0%
6,6,3,52.0%
6,6,4,52.0%
6,6,5,61.0%
6,6,6,64.0%
6,6,7,71.0%
6,6,8,70.0%
6,6,9,69.0%
6,6,10,69.0%
6,6,11,71.0%
6,6,12,72.0%
6,6,13,75.0%
6,6,14,75.0%
6,6,15,75.0%
6,6,16,75.0%
6,6,17,74.0%
6,6,18,74.0%
6,6,19,74.0%
6,6,20,74.0%
7,6,1,32.0%
7,6,2,54.0%
7,6,3,60.0%
7,6,4,56.0%
7,6,5,68.0%
7,6,6,70.0%
7,6,7,74.0%
7,6,8,75.0%
7,6,9,75.0%
7,6,10,75.0%
7,6,11,75.0%
7,6,12,75.0%
7,6,13,75.0%
7,6,14,75.0%
7,6,15,75.0%
7,6,16,75.0%
7,6,17,75.0%
7,6,18,75.0%
7,6,19,75.0%
7,6,20,75.0%
8,6,1,35.0%
8,6,2,54.0%
8,6,3,64.0%
8,6,4,61.0%
8,6,5,72.0%
8,6,6,74.0%
8,6,7,74.0%
8,6,8,75.0%
8,6,9,75.0%
8,6,10,75.0%
8,6,11,75.0%
8,6,12,75.0%
8,6,13,75.0%
8,6,14,75.0%
8,6,15,75.0%
8,6,16,75.0%
8,6,17,75.0%
8,6,18,75.0%
8,6,19,75.0%
8,6,20,75.0%
9,6,1,41.0%
9,6,2,61.0%
9,6,3,67.0%
9,6,4,63.0%
9,6,5,73.0%
9,6,6,74.0%
9,6,7,75.0%
9,6,8,75.0%
9,6,9,75.0%
9,6,10,75.0%
9,6,11,75.0%
9,6,12,75.0%
9,6,13,75.0%
9,6,14,75.0%
9,6,15,75.0%
9,6,16,75.0%
9,6,17,75.0%
9,6,18,75.0%
9,6,19,75.0%
9,6,20,75.0%
10,6,1,43.0%
10,6,2,62.0%
10,6,3,70.0%
10,6,4,72.0%
10,6,5,73.0%
10,6,6,75.0%
10,6,7,75.0%
10,6,8,75.0%
10,6,9,75.0%
10,6,10,75.0%
10,6,11,75.0%
10,6,12,75.0%
10,6,13,75.0%
10,6,14,75.0%
10,6,15,75.0%
