R,T,I,score
1,6,1,96.79999999999998%
1,6,2,69.41666666666667%
1,6,3,49.0%
1,6,4,12.0%
1,6,5,19.5%
1,6,6,37.0%
1,6,7,12.0%
1,6,8,5.0%
1,6,9,7.0%
1,6,10,4.0%
1,6,11,7.0%
1,6,12,6.5%
1,6,13,1.0%
1,6,14,2.0%
1,6,15,2.0%
1,6,16,3.0%
1,6,17,6.0%
1,6,18,49.0%
1,6,19,49.0%
1,6,20,50.0%
2,6,1,95.06269841269841%
2,6,2,81.58333333333334%
2,6,3,80.16666666666667%
2,6,4,67.58333333333333%
2,6,5,84.91666666666669%
2,6,6,72.25%
2,6,7,77.0%
2,6,8,69.91666666666667%
2,6,9,57.0%
2,6,10,23.666666666666664%
2,6,11,50.0%
2,6,12,60.91666666666667%
2,6,13,51.16666666666666%
2,6,14,26.0%
2,6,15,35.5%
2,6,16,29.0%
2,6,17,74.16666666666666%
2,6,18,65.66666666666666%
2,6,19,67.66666666666666%
2,6,20,62.5%
3,6,1,96.32492784992785%
3,6,2,95.0845238095238%
3,6,3,91.18333333333334%
3,6,4,91.01666666666667%
3,6,5,92.27380952380952%
3,6,6,92.51309523809523%
3,6,7,91.29166666666666%
3,6,8,95.01190476190477%
3,6,9,85.93333333333332%
3,6,10,86.20714285714286%
3,6,11,88.8%
3,6,12,90.73888888888887%
3,6,13,90.33095238095237%
3,6,14,92.01666666666667%
3,6,15,95.15833333333332%
3,6,16,86.54761904761905%
3,6,17,87.1%
3,6,18,89.02380952380952%
3,6,19,91.87380952380953%
3,6,20,95.53214285714286%
4,6,1,95.83722943722941%
4,6,2,95.03531746031747%
4,6,3,92.68214285714286%
4,6,4,90.01190476190477%
4,6,5,93.83636363636361%
4,6,6,93.13030303030303%
4,6,7,92.95511849261848%
4,6,8,93.11302308802307%
4,6,9,92.80771173271172%
4,6,10,93.00714563214562%
4,6,11,92.70652958152955%
4,6,12,93.94263236763236%
4,6,13,93.99014041514039%
4,6,14,94.81121101121099%
4,6,15,93.82681762681761%
4,6,16,93.0542957042957%
4,6,17,92.90670995670995%
4,6,18,93.66884643134641%
4,6,19,94.43912476412476%
4,6,20,95.51802523671716%
5,6,1,94.51170218670218%
5,6,2,94.13691863691864%
5,6,3,93.84563492063494%
5,6,4,93.49274891774893%
5,6,5,94.58923494805848%
5,6,6,94.91290947614478%
5,6,7,94.74381776634098%
5,6,8,93.94886992092871%
5,6,9,93.61297052620579%
5,6,10,93.94843039227717%
5,6,11,93.5753837278992%
5,6,12,94.20311877664821%
5,6,13,93.14608210417035%
5,6,14,94.76722073954373%
5,6,15,94.70182399897703%
5,6,16,94.81390840000847%
5,6,17,94.75519156196403%
5,6,18,94.53328563851011%
5,6,19,95.08182834126434%
5,6,20,95.1288104493583%
6,6,1,93.73723498723498%
6,6,2,94.37463508713505%
6,6,3,93.98126595626594%
6,6,4,95.29632924265273%
6,6,5,94.77578223290298%
6,6,6,95.324323951762%
6,6,7,95.52057253413494%
6,6,8,94.96808006123189%
6,6,9,94.94225300133229%
6,6,10,94.9137620581136%
6,6,11,94.46863700025466%
6,6,12,95.16591521821535%
6,6,13,94.25196443649233%
6,6,14,94.84468655452773%
6,6,15,94.71337163017705%
6,6,16,94.92815042689519%
6,6,17,94.774656226326%
6,6,18,95.05228996303197%
