R,T,I,score
1,6,1,7.733557391732887%
1,6,2,6.771677259821043%
1,6,3,10.503611868772527%
1,6,4,6.730992226030252%
1,6,5,10.045179656944361%
1,6,6,20.8813492063492%
1,6,7,15.319083694083695%
1,6,8,24.25717893217892%
1,6,9,5.4833333333333325%
1,6,10,8.116666666666667%
1,6,11,9.15%
1,6,12,1.0%
1,6,13,0.0%
1,6,14,0.0%
1,6,15,0.0%
1,6,16,0.0%
1,6,17,0.0%
1,6,18,0.0%
1,6,19,0.0%
1,6,20,0.0%
2,6,1,8.655762425517558%
2,6,2,7.385648767406139%
2,6,3,8.696253404116014%
2,6,4,7.6568352334525995%
2,6,5,7.049969322244192%
2,6,6,6.733517424567474%
2,6,7,8.088318742384986%
2,6,8,8.596631599221945%
2,6,9,9.7091807600633%
2,6,10,10.22975399475265%
2,6,11,12.213000493919862%
2,6,12,12.507067075486445%
2,6,13,10.901660409593845%
2,6,14,10.637944099244407%
2,6,15,8.949918062897606%
2,6,16,9.07600336539965%
2,6,17,7.759551396316104%
2,6,18,8.857381752234696%
2,6,19,8.4616341991342%
2,6,20,9.470389332889335%
3,6,1,7.2246627998862145%
3,6,2,7.800156884571273%
3,6,3,9.707430257985159%
3,6,4,8.030816473975838%
3,6,5,8.070614056417902%
3,6,6,7.727366568354348%
3,6,7,7.432172814362195%
3,6,8,7.371897382034758%
3,6,9,8.131192724161412%
3,6,10,7.882121502032423%
3,6,11,8.150754280874981%
3,6,12,9.083628777226274%
3,6,13,9.371600420511514%
3,6,14,9.728876085319094%
3,6,15,9.255401149509495%
3,6,16,9.339650301662608%
3,6,17,8.525024606190119%
3,6,18,8.478145056344124%
3,6,19,8.2868616794762%
3,6,20,8.89412015302461%
4,6,1,7.759942102007755%
4,6,2,7.9131823223293996%
4,6,3,9.704516325049564%
4,6,4,9.144569567552008%
4,6,5,8.976378509498897%
4,6,6,9.961882557752055%
4,6,7,9.110712574676539%
4,6,8,8.8585496133004%
4,6,9,8.704165639851771%
4,6,10,9.023363075657766%
4,6,11,9.010684567566036%
4,6,12,10.055544352791202%
4,6,13,10.09448929619159%
4,6,14,10.837633265903214%
4,6,15,10.778118731480514%
4,6,16,10.609667811611645%
4,6,17,10.462411100291995%
4,6,18,9.971519107858779%
4,6,19,10.664161083902918%
4,6,20,10.973618404746205%
5,6,1,9.011466030685238%
5,6,2,9.738751270770026%
5,6,3,10.027007290716739%
5,6,4,10.262030144828366%
5,6,5,10.510828230418545%
5,6,6,11.152747541946548%
5,6,7,10.561251085058018%
5,6,8,10.364899938012151%
5,6,9,10.602313518049696%
5,6,10,10.749372312127786%
5,6,11,10.456120699192473%
5,6,12,10.525028653211766%
5,6,13,10.305619112949486%
5,6,14,10.20093653920891%
5,6,15,10.16379564951833%
5,6,16,10.401879902849972%
5,6,17,10.21584607893106%
5,6,18,10.294698109353247%
5,6,19,10.120603936495991%
5,6,20,10.593597011428177%
6,6,1,9.824340321845327%
6,6,2,10.69468139996437%
6,6,3,11.386909247548829%
6,6,4,10.74995730570015%
6,6,5,11.235216877055473%
6,6,6,11.49221602958446%
6,6,7,11.557668822312028%
6,6,8,11.023597607458598%
6,6,9,10.941937129417306%
6,6,10,11.201131492259828%
6,6,11,10.117104492549323%
6,6,12,9.753271987706023%
6,6,13,9.666794722378109%
6,6,14,9.933996472607518%
6,6,15,10.117228757947508%
6,6,16,10.145054284918112%
6,6,17,10.292421303348327%
6,6,18,10.385839527586477%
6,6,19,10.38537485052972%
6,6,20,10.504017147043946%
7,6,1,10.329050951269485%
7,6,2,11.312163242043328%
7,6,3,11.134355595548143%
7,6,4,10.99436733597294%
7,6,5,11.284379883940181%
7,6,6,11.035845899603403%
7,6,7,10.678082312979054%
7,6,8,10.848658609877806%
7,6,9,10.938246661178045%
7,6,10,10.787434295662147%
7,6,11,10.643788726910582%
7,6,12,10.305809747388702%
7,6,13,10.486695258274215%
7,6,14,10.172040778969405%
7,6,15,10.012099655185459%
7,6,16,10.451839663418616%
7,6,17,10.363334754387392%
7,6,18,10.639403578877268%
7,6,19,10.88539001779089%
7,6,20,10.844659067622304%
8,6,1,10.216185934873486%
8,6,2,11.000349084626244%
8,6,3,10.733618701973144%
8,6,4,10.331640932906764%
8,6,5,10.635844391007621%
8,6,6,10.453685554951385%
8,6,7,10.430167101386294%
8,6,8,10.479506170045818%
8,6,9,10.641446106635987%
8,6,10,10.687234317980497%
8,6,11,10.925291064698136%
8,6,12,10.91956677566272%
8,6,13,10.704735692910253%
8,6,14,10.843713042453887%
8,6,15,10.775851643359982%
8,6,16,10.7392520537424%
8,6,17,10.906297582053755%
8,6,18,11.00670411533837%
8,6,19,10.988200593543706%
8,6,20,11.411547255764452%
9,6,1,10.592321180928785%
9,6,2,10.976966071902787%
9,6,3,10.343072539275079%
9,6,4,10.118876903687035%
9,6,5,10.259750797725488%
9,6,6,10.15043606182847%
9,6,7,10.230847211859874%
9,6,8,10.250243427458624%
9,6,9,10.537188549846782%
9,6,10,10.31997538326653%
9,6,11,10.330300501186585%
9,6,12,10.286243292572413%
9,6,13,10.44916054409726%
9,6,14,10.49115020001097%
9,6,15,10.487649481320373%
9,6,16,10.587165998558413%
9,6,17,10.467720043669422%
9,6,18,10.61819825743877%
9,6,19,10.648427521845251%
9,6,20,10.697673634382502%
10,6,1,9.916423239208056%
10,6,2,10.52969814995132%
10,6,3,9.829630285326493%
10,6,4,9.893937286342357%
10,6,5,10.013208310676669%
10,6,6,9.954269359332654%
10,6,7,9.942169644701297%
10,6,8,10.037597423673377%
10,6,9,10.02911645316709%
10,6,10,9.920094673259234%
10,6,11,9.945701977347552%
10,6,12,9.863781787832426%
10,6,13,9.755375426261509%
10,6,14,9.742422134827203%
10,6,15,9.70866475296856%
10,6,16,9.59528656997012%
10,6,17,9.554727972449498%
10,6,18,9.623903522637708%
10,6,19,9.72294372294373%
10,6,20,9.729220146941675%
11,6,1,9.5251541707238%
11,6,2,9.967218435572873%
11,6,3,9.618305744888026%
11,6,4,9.605809802012338%
11,6,5,9.57789678675755%
11,6,6,9.64102564102565%
11,6,7,9.673969490425192%
11,6,8,9.742940603700104%
11,6,9,9.576111652061025%
11,6,10,9.561019149626752%
