R,T,I,score
1,6,1,11.35%
1,6,2,3.666666666666666%
1,6,3,5.25%
1,6,4,0.0%
1,6,5,0.0%
1,6,6,0.0%
1,6,7,0.0%
1,6,8,0.0%
1,6,9,0.0%
1,6,10,0.0%
1,6,11,0.0%
1,6,12,0.0%
1,6,13,0.0%
1,6,14,0.0%
1,6,15,0.0%
1,6,16,0.0%
1,6,17,0.0%
1,6,18,12.0%
1,6,19,12.0%
1,6,20,11.5%
2,6,1,8.252380952380953%
2,6,2,5.95952380952381%
2,6,3,6.783333333333334%
2,6,4,4.749999999999999%
2,6,5,6.75%
2,6,6,0.0%
2,6,7,7.6%
2,6,8,5.266666666666667%
2,6,9,9.200000000000001%
2,6,10,0.0%
2,6,11,6.0%
2,6,12,10.433333333333335%
2,6,13,12.616666666666665%
2,6,14,0.0%
2,6,15,0.0%
2,6,16,0.0%
2,6,17,5.166666666666665%
2,6,18,4.416666666666666%
2,6,19,5.166666666666666%
2,6,20,5.583333333333332%
3,6,1,14.09047619047619%
3,6,2,11.448809523809523%
3,6,3,5.992857142857142%
3,6,4,7.804761904761905%
3,6,5,6.428571428571428%
3,6,6,10.02738095238095%
3,6,7,11.505158730158733%
3,6,8,10.645238095238096%
3,6,9,7.195238095238096%
3,6,10,11.572619047619046%
3,6,11,9.291269841269841%
3,6,12,10.93531746031746%
3,6,13,14.672222222222219%
3,6,14,15.482142857142856%
3,6,15,13.191269841269841%
3,6,16,6.0468253968253975%
3,6,17,6.633333333333334%
3,6,18,13.149999999999999%
3,6,19,9.492857142857142%
3,6,20,12.349999999999998%
4,6,1,17.352380952380955%
4,6,2,12.542063492063491%
4,6,3,7.411904761904762%
4,6,4,12.926190476190476%
4,6,5,12.850396825396825%
4,6,6,12.877380952380951%
4,6,7,13.142063492063492%
4,6,8,7.496825396825395%
4,6,9,9.099603174603178%
4,6,10,11.24920634920635%
4,6,11,11.358333333333333%
4,6,12,11.482539682539684%
4,6,13,12.755555555555555%
4,6,14,14.022619047619045%
4,6,15,10.488492063492062%
4,6,16,9.105952380952381%
4,6,17,6.932142857142854%
4,6,18,9.685317460317462%
4,6,19,7.2599206349206336%
4,6,20,7.888888888888888%
5,6,1,15.610714285714284%
5,6,2,14.61309523809524%
5,6,3,9.812698412698415%
5,6,4,11.270238095238096%
5,6,5,9.697222222222221%
5,6,6,11.974603174603176%
5,6,7,12.181746031746034%
5,6,8,9.578571428571431%
5,6,9,7.828968253968255%
5,6,10,9.115476190476189%
5,6,11,10.891269841269839%
5,6,12,6.837301587301588%
5,6,13,9.14047619047619%
5,6,14,13.353968253968251%
5,6,15,15.020634920634913%
5,6,16,17.744047619047624%
5,6,17,13.057142857142855%
5,6,18,7.843253968253967%
5,6,19,11.026587301587302%
5,6,20,12.532539682539685%
6,6,1,14.28095238095238%
6,6,2,20.323809523809526%
6,6,3,9.370238095238095%
6,6,4,17.451984126984122%
6,6,5,9.48531746031746%
6,6,6,13.238095238095239%
6,6,7,11.747619047619047%
6,6,8,13.269841269841267%
6,6,9,10.461507936507939%
6,6,10,11.089285714285714%
6,6,11,11.472619047619043%
6,6,12,9.476587301587303%
6,6,13,10.213492063492065%
6,6,14,12.75873015873015%
6,6,15,12.66626984126984%
6,6,16,15.310317460317457%
6,6,17,15.00674603174603%
6,6,18,14.87579365079365%
6,6,19,11.799603174603176%
6,6,20,10.926587301587297%
7,6,1,14.88452380952381%
7,6,2,18.365079365079367%
7,6,3,10.917460317460323%
7,6,4,18.253968253968253%
7,6,5,11.140079365079364%
7,6,6,10.547222222222222%
7,6,7,12.028968253968248%
7,6,8,11.20714285714285%
7,6,9,10.741269841269839%
7,6,10,10.656746031746032%
7,6,11,10.777777777777777%
7,6,12,11.148015873015872%
7,6,13,9.192460317460313%
7,6,14,10.643650793650789%
7,6,15,10.513888888888884%
7,6,16,12.410317460317453%
7,6,17,13.392063492063485%
7,6,18,12.248412698412691%
7,6,19,11.306349206349203%
7,6,20,10.754761904761901%
8,6,1,12.559523809523812%
