R,T,I,score
1,6,1,2.946968614460874%
1,6,2,0.0%
1,6,3,6.4298201798201795%
1,6,4,16.217063492063495%
1,6,5,5.290873015873014%
1,6,6,6.4%
1,6,7,5.945238095238095%
1,6,8,7.683333333333334%
1,6,9,8.683333333333335%
1,6,10,0.0%
1,6,11,0.0%
1,6,12,14.5%
1,6,13,12.699999999999998%
1,6,14,10.9%
1,6,15,13.25%
1,6,16,10.866666666666667%
1,6,17,0.0%
1,6,18,0.0%
1,6,19,0.0%
1,6,20,0.0%
2,6,1,4.941684927559538%
2,6,2,2.7823332841908677%
2,6,3,5.06659300022303%
2,6,4,6.452564798462629%
2,6,5,4.897531716649363%
2,6,6,5.806454445966828%
2,6,7,4.847587332687951%
2,6,8,4.683628136569312%
2,6,9,5.931333385396849%
2,6,10,2.8402278277278272%
2,6,11,2.535170385170385%
2,6,12,3.9146843352725678%
2,6,13,3.8958490039372373%
2,6,14,1.3789214870097224%
2,6,15,1.2938066018948373%
2,6,16,1.3767028722911072%
2,6,17,4.350540146128378%
2,6,18,3.5912781662781645%
2,6,19,3.6951875738640427%
2,6,20,3.4382080337962684%
3,6,1,3.8705341785837124%
3,6,2,4.199628738134928%
3,6,3,6.501484480431845%
3,6,4,5.333971571084569%
3,6,5,5.04726522187822%
3,6,6,3.7308350533195704%
3,6,7,4.6875061428079965%
3,6,8,3.6637763079713523%
3,6,9,3.48698929639332%
3,6,10,3.9947669418644636%
3,6,11,3.8802436426662426%
3,6,12,4.380711346616918%
3,6,13,5.2539019116418455%
3,6,14,6.783801415302961%
3,6,15,5.008453732370139%
3,6,16,6.28847462736781%
3,6,17,8.129255402320412%
3,6,18,7.557460818335427%
3,6,19,8.361640191593748%
3,6,20,7.478581162559489%
4,6,1,5.135814413484688%
4,6,2,6.229207350956574%
4,6,3,7.144306845545234%
4,6,4,4.368231854145164%
4,6,5,6.2896800825593395%
4,6,6,4.734502923976607%
4,6,7,5.71140350877193%
4,6,8,5.126900584795319%
4,6,9,5.04736842105263%
4,6,10,5.836842105263158%
4,6,11,5.216081871345029%
4,6,12,5.102631578947369%
4,6,13,6.46578947368421%
4,6,14,6.96578947368421%
4,6,15,7.565789473684211%
4,6,16,7.66578947368421%
4,6,17,6.963157894736842%
4,6,18,6.571052631578947%
4,6,19,6.423684210526315%
4,6,20,6.476315789473684%
5,6,1,6.049518403852768%
5,6,2,6.264533883728928%
5,6,3,7.393567251461987%
5,6,4,6.967836257309942%
5,6,5,6.658187134502924%
5,6,6,5.5739766081871345%
5,6,7,4.713742690058479%
5,6,8,4.042397660818713%
5,6,9,4.855263157894736%
5,6,10,6.1%
5,6,11,5.8%
5,6,12,5.6%
5,6,13,5.6%
5,6,14,5.5%
5,6,15,5.4%
5,6,16,5.4%
5,6,17,5.4%
5,6,18,5.15%
5,6,19,5.2%
5,6,20,5.1%
6,6,1,7.034021327829375%
6,6,2,6.813742690058478%
6,6,3,6.704093567251463%
6,6,4,5.672807017543859%
6,6,5,5.068421052631579%
6,6,6,5.752631578947369%
6,6,7,5.955263157894738%
6,6,8,5.705263157894737%
6,6,9,5.3%
6,6,10,5.05%
6,6,11,5.15%
6,6,12,5.15%
6,6,13,5.05%
6,6,14,5.05%
6,6,15,5.05%
6,6,16,5.05%
