R,T,I,score
1,6,1,94.02817460317459%
1,6,2,90.00714285714287%
1,6,3,91.66666666666666%
1,6,4,79.25%
1,6,5,65.63333333333334%
1,6,6,49.66666666666667%
1,6,7,38.416666666666664%
1,6,8,40.166666666666664%
1,6,9,22.0%
1,6,10,12.0%
1,6,11,12.0%
1,6,12,9.0%
1,6,13,8.0%
1,6,14,4.0%
1,6,15,3.0%
1,6,16,5.0%
1,6,17,3.0%
1,6,18,4.0%
1,6,19,3.0%
1,6,20,2.0%
2,6,1,94.15310245310243%
2,6,2,94.23691863691863%
2,6,3,94.02413419913422%
2,6,4,95.39642857142857%
2,6,5,91.35952380952382%
2,6,6,91.80714285714286%
2,6,7,89.31666666666668%
2,6,8,85.3%
2,6,9,82.41666666666669%
2,6,10,76.5%
2,6,11,81.33333333333333%
2,6,12,76.66666666666667%
2,6,13,56.50000000000001%
2,6,14,56.66666666666666%
2,6,15,53.83333333333333%
2,6,16,46.0%
2,6,17,41.0%
2,6,18,37.5%
2,6,19,32.0%
2,6,20,37.5%
3,6,1,92.64662837162834%
3,6,2,93.96787051098198%
3,6,3,94.06795859369387%
3,6,4,92.84087162837163%
3,6,5,93.3941586191586%
3,6,6,92.28506493506491%
3,6,7,93.37741702741701%
3,6,8,92.92356254856253%
3,6,9,92.90512265512265%
3,6,10,91.29440836940834%
3,6,11,91.2738095238095%
3,6,12,92.109126984127%
3,6,13,90.94841269841268%
3,6,14,91.61388888888891%
3,6,15,92.80515873015872%
3,6,16,92.47976190476192%
3,6,17,92.93253968253968%
3,6,18,92.20555555555556%
3,6,19,91.20436507936509%
3,6,20,93.1392857142857%
4,6,1,92.03108892741245%
4,6,2,93.33002572762632%
4,6,3,94.0990917836893%
4,6,4,93.75542575329725%
4,6,5,94.39212763519366%
4,6,6,94.26479648662308%
4,6,7,94.39646103380623%
4,6,8,94.39987011612396%
4,6,9,94.80226524570985%
4,6,10,94.30134829499481%
4,6,11,95.04272228459534%
4,6,12,94.65418946528112%
4,6,13,94.77547287313573%
4,6,14,94.98334866196457%
4,6,15,95.06457710074585%
4,6,16,94.99997065347718%
4,6,17,94.73683757333136%
4,6,18,94.73923260262269%
4,6,19,94.86229335829215%
4,6,20,94.55653988684173%
5,6,1,92.2336864932453%
5,6,2,93.77102741506258%
5,6,3,94.36086282079147%
5,6,4,94.83405057097876%
5,6,5,94.96760218796311%
5,6,6,95.46677804071095%
5,6,7,95.7306895408994%
5,6,8,95.52461987104657%
5,6,9,95.65175654710806%
5,6,10,95.14966235935273%
5,6,11,95.71950176356957%
5,6,12,95.5936182340415%
5,6,13,95.41886820996656%
5,6,14,95.31244982506604%
5,6,15,95.78459049896433%
5,6,16,95.18017209716079%
5,6,17,95.61963959510415%
5,6,18,95.31679948249132%
5,6,19,95.44368679362918%
5,6,20,95.45886587024852%
6,6,1,92.37427221900907%
6,6,2,94.10546604377876%
6,6,3,94.7359050271546%
6,6,4,95.14270882125822%
6,6,5,95.77858590977642%
6,6,6,96.01297807142998%
6,6,7,95.93970252262854%
6,6,8,95.92431887298353%
6,6,9,95.76971559191934%
6,6,10,95.70874331146513%
6,6,11,95.5067181388905%
6,6,12,95.4352582711581%
6,6,13,95.40872631460348%
6,6,14,95.56244980005386%
6,6,15,95.6400086507257%
6,6,16,95.38315988856337%
6,6,17,95.75351365254035%
6,6,18,95.483688306005%
6,6,19,95.508728411439%
6,6,20,95.67716517809%
7,6,1,92.56932919180699%
7,6,2,94.42517323818105%
7,6,3,95.30241942394028%
7,6,4,95.4073587713186%
7,6,5,95.88221939287565%
7,6,6,96.0304086988643%
7,6,7,96.12843871606793%
7,6,8,95.8501275796556%
7,6,9,95.72296878077765%
7,6,10,96.0351009291701%
7,6,11,95.76948201458326%
7,6,12,95.88162197398893%
7,6,13,95.69842221609456%
7,6,14,95.60041899906366%
7,6,15,95.60228268313993%
7,6,16,95.69148893502512%
7,6,17,95.68300050248645%
7,6,18,95.84347095652889%
7,6,19,95.73725880695119%
7,6,20,95.8002391730991%
8,6,1,92.91483938915961%
8,6,2,94.37654237878505%
8,6,3,95.25787805848863%
8,6,4,95.26006810277336%
8,6,5,95.93497283872748%
8,6,6,95.79870017284821%
8,6,7,95.82366559197494%
8,6,8,95.95254119735908%
8,6,9,95.78540026024868%
8,6,10,95.97795950134352%
8,6,11,95.90955727505279%
8,6,12,95.8022680128647%
8,6,13,95.7393712233987%
8,6,14,95.70300595732216%
8,6,15,95.64782100937963%
8,6,16,95.79658090185971%
8,6,17,95.82250766260566%
8,6,18,95.68269352416465%
8,6,19,95.81046787072995%
8,6,20,95.87882983987312%
9,6,1,93.1531787216886%
9,6,2,94.79099210007443%
9,6,3,95.19017306846314%
9,6,4,95.20630174548141%
9,6,5,95.65897385915625%
9,6,6,95.76840593511672%
9,6,7,95.84549548060232%
9,6,8,95.94623113344942%
9,6,9,95.83123040126743%
9,6,10,95.88833067964262%
9,6,11,95.95944525936788%
9,6,12,95.86563193637505%
9,6,13,95.78776883115974%
9,6,14,95.7356948761984%
9,6,15,95.69535372934484%
9,6,16,95.80225521551839%
9,6,17,95.77291946249917%
9,6,18,95.75787330937509%
9,6,19,95.86162215640672%
9,6,20,95.9104360659395%
10,6,1,93.07835493076644%
10,6,2,94.83744825691957%
10,6,3,95.1863192495773%
10,6,4,95.34968033866049%
10,6,5,95.59164306045217%
10,6,6,95.75277964492255%
10,6,7,95.85146956565424%
10,6,8,95.92871987031573%
10,6,9,95.93179550492499%
10,6,10,95.83759384623667%
10,6,11,95.84800625796156%
10,6,12,95.83214142363931%
10,6,13,95.78155481670649%
10,6,14,95.76964050358916%
10,6,15,95.7746057530706%
10,6,16,95.78577727233888%
10,6,17,95.71081557677384%
10,6,18,95.74796445685129%
10,6,19,95.77493228258969%
10,6,20,95.85064764984442%
11,6,1,93.02564946666979%
11,6,2,94.88025158201383%
11,6,3,95.25574301605995%
11,6,4,95.56794964274019%
11,6,5,95.77374755262663%
11,6,6,95.78357387124979%
11,6,7,95.87126629602446%
11,6,8,95.90625868605633%
11,6,9,95.91383580067017%
11,6,10,95.80202102238349%
11,6,11,95.80355098133623%
11,6,12,95.80761823459926%
11,6,13,95.7038694334188%
11,6,14,95.79943415352761%
11,6,15,95.78212409344496%
11,6,16,95.72483525613463%
11,6,17,95.7550196633163%
11,6,18,95.7862874311508%
11,6,19,95.77744544645931%
11,6,20,95.79537818061735%
12,6,1,93.07969791916412%
12,6,2,95.03394548302053%
12,6,3,95.51662954497057%
12,6,4,95.75874057171801%
12,6,5,95.87121793207847%
12,6,6,95.90356608462571%
12,6,7,95.78348558546006%
12,6,8,95.85302850871817%
12,6,9,95.89418438369%
12,6,10,95.813620677677%
12,6,11,95.87721437938988%
12,6,12,95.802276864553%
12,6,13,95.77079662885353%
12,6,14,95.80544548277481%
12,6,15,95.77449868651051%
12,6,16,95.79379230202665%
12,6,17,95.85776760792976%
12,6,18,95.8359334109502%
12,6,19,95.91624005149626%
12,6,20,95.85817148780205%
13,6,1,92.97274804480439%
13,6,2,95.32303989504213%
13,6,3,95.50376698608682%
13,6,4,95.75114276433825%
13,6,5,95.88834153523028%
13,6,6,95.88330281044716%
13,6,7,95.84816405316465%
13,6,8,95.93407097174921%
13,6,9,95.9936174714433%
13,6,10,95.93688497855021%
13,6,11,95.92389093858344%
13,6,12,95.84248524181302%
13,6,13,95.86559496888522%
13,6,14,95.86701786811072%
13,6,15,95.90815062000955%
13,6,16,95.88447986734424%
13,6,17,95.9487747086458%
13,6,18,95.87019624256638%
13,6,19,95.91013255313811%
13,6,20,95.89412050023677%
14,6,1,93.06425069132598%
14,6,2,95.38653937740106%
14,6,3,95.57477372128868%
14,6,4,95.8356716243636%
14,6,5,95.89915390284627%
14,6,6,95.86935732898675%
14,6,7,95.93221740104225%
14,6,8,95.93968176841373%
14,6,9,95.9774196738761%
14,6,10,95.98604513057602%
14,6,11,95.93011857246718%
14,6,12,95.93061180914368%
14,6,13,95.9351870910938%
14,6,14,95.90833346512369%
14,6,15,95.92553496107998%
14,6,16,95.92349450796348%
14,6,17,95.93209124263625%
14,6,18,95.93431956986457%
14,6,19,95.95728733866034%
14,6,20,95.92969743761087%
15,6,1,93.19385185716628%
15,6,2,95.36090472250811%
15,6,3,95.62283127756992%
15,6,4,95.83669803521973%
15,6,5,95.829627452647%
15,6,6,95.85399469763458%
15,6,7,95.8979374242719%
15,6,8,95.90563889381546%
15,6,9,95.93694520012178%
15,6,10,95.91159877390886%
15,6,11,95.93791976755978%
15,6,12,95.91645688711101%
15,6,13,95.92303866320499%
15,6,14,95.9282767671273%
15,6,15,95.92895153095995%
15,6,16,95.92794718300439%
15,6,17,95.93334202437484%
15,6,18,95.93492932596213%
15,6,19,95.93492932596213%
15,6,20,95.93431956986457%
16,6,1,93.31208475761431%
16,6,2,95.34176707991847%
16,6,3,95.59894108403961%
16,6,4,95.77522470289576%
16,6,5,95.85328363507386%
16,6,6,95.87785541516553%
16,6,7,95.90050919966139%
16,6,8,95.90821066920496%
16,6,9,95.909167422344%
16,6,10,95.91231001146221%
16,6,11,95.91352952365733%
16,6,12,95.91716812466434%
16,6,13,95.92533720234562%
16,6,14,95.9282767671273%
16,6,15,95.92895153095995%
16,6,16,95.9307539967868%
16,6,17,95.93492932596213%
16,6,18,95.93492932596213%
16,6,19,95.93492932596213%
16,6,20,95.93492932596213%
17,6,1,93.31737576290533%
17,6,2,95.34260741605293%
17,6,3,95.61194082818604%
17,6,4,95.79169006936112%
17,6,5,95.86446272455845%
17,6,6,95.87785541516553%
17,6,7,95.90050919966139%
17,6,8,95.90821066920496%
17,6,9,95.909167422344%
17,6,10,95.91231001146221%
17,6,11,95.91352952365733%
17,6,12,95.91851765232967%
17,6,13,95.92533720234562%
17,6,14,95.9282767671273%
17,6,15,95.92895153095995%
17,6,16,95.9307539967868%
17,6,17,95.93492932596213%
17,6,18,95.93492932596213%
17,6,19,95.93492932596213%
17,6,20,95.93492932596213%
18,6,1,93.3702579684191%
18,6,2,95.34426562330323%
18,6,3,95.64321773841031%
18,6,4,95.79449688314352%
18,6,5,95.86446272455845%
18,6,6,95.87785541516553%
18,6,7,95.90050919966139%
18,6,8,95.90821066920496%
18,6,9,95.91038693453913%
18,6,10,95.91352952365733%
18,6,11,95.91352952365733%
18,6,12,95.91851765232967%
18,6,13,95.92533720234562%
18,6,14,95.9282767671273%
18,6,15,95.92895153095995%
18,6,16,95.9307539967868%
18,6,17,95.93492932596213%
18,6,18,95.93492932596213%
18,6,19,95.93492932596213%
18,6,20,95.93492932596213%
19,6,1,93.40597225413339%
19,6,2,95.2851168024846%
19,6,3,95.64449978969236%
19,6,4,95.79449688314352%
19,6,5,95.86446272455845%
19,6,6,95.87785541516553%
19,6,7,95.90050919966139%
19,6,8,95.90821066920496%
19,6,9,95.91038693453913%
19,6,10,95.91352952365733%
19,6,11,95.91352952365733%
19,6,12,95.91851765232967%
19,6,13,95.92533720234562%
19,6,14,95.9282767671273%
19,6,15,95.92895153095995%
19,6,16,95.9307539967868%
19,6,17,95.93492932596213%
19,6,18,95.93492932596213%
19,6,19,95.93492932596213%
19,6,20,95.93492932596213%
20,6,1,93.40597225413339%
20,6,2,95.2851168024846%
20,6,3,95.64449978969236%
20,6,4,95.79617755541243%
20,6,5,95.86588519966513%
20,6,6,95.8792778902722%
20,6,7,95.90185872732671%
20,6,8,95.90956019687027%
20,6,9,95.91173646220444%
20,6,10,95.91487905132264%
20,6,11,95.91487905132264%
20,6,12,95.91851765232967%
20,6,13,95.92533720234562%
20,6,14,95.9282767671273%
20,6,15,95.92895153095995%
20,6,16,95.9307539967868%
20,6,17,95.93492932596213%
20,6,18,95.93492932596213%
20,6,19,95.93492932596213%
20,6,20,95.93492932596213%
